duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
92,114,434,Mario Van Peebles,912,20763013,Adventure|Horror|Thriller,Jaws: The Revenge ,30840,2355,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,383,English,PG-13,23000000,535,2.8,2.35,0
98,4,11000,Robert De Niro,29000,12782508,Drama,Marvin's Room ,20163,63194,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,71,English,PG-13,23000000,22000,6.7,1.85,1000
94,258,424,Dash Mihok,721,11508423,Biography|Comedy|Drama|Family|Sport,The Longshots ,3174,2453,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,19,English,PG,23000000,463,5.1,2.35,376
102,277,57,Ian Hart,327,10660147,Drama|Romance,The End of the Affair ,17740,672,http://www.imdb.com/title/tt0172396/?ref_=fn_tt_tt_1,165,English,R,23000000,261,7.2,1.85,0
98,23,982,Tia Carrere,1000,7434726,Action|Crime|Drama|Thriller|Western,Harley Davidson and the Marlboro Man ,14473,3671,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,81,English,R,23000000,1000,6.0,1.85,0
121,549,883,Charlize Theron,11000,6777589,Crime|Drama|Mystery|Thriller,In the Valley of Elah ,60115,24248,http://www.imdb.com/title/tt0478134/?ref_=fn_tt_tt_1,224,English,R,,9000,7.2,2.35,0
111,105,64,Benoît Poelvoorde,527,6109075,Biography|Drama,Coco Before Chanel ,32003,735,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1,65,French,PG-13,19430000,86,6.7,2.35,0
90,78,720,Landon Liboiron,2000,,Drama|Western,Forsaken ,4693,4142,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,English,R,11000000,1000,6.3,2.35,0
100,350,30,Iben Hjejle,201,2708188,Comedy|Drama|Romance,Chéri ,8924,365,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,43,English,R,23000000,123,6.2,2.35,0
50,,543,Sarah Carter,787,,Action|Crime|Drama|Thriller,Rogue             ,1781,3276,http://www.imdb.com/title/tt2397255/?ref_=fn_tt_tt_1,23,English,,,748,6.8,,532
141,300,73,Roger Lloyd Pack,805,16123851,Drama,Vanity Fair ,17373,1618,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,148,English,PG-13,23000000,539,6.2,2.35,767
139,3,107,Simon Yam,556,,Action|Drama|History,Bodyguards and Assassins ,6263,1059,http://www.imdb.com/title/tt1403130/?ref_=fn_tt_tt_1,33,Mandarin,,23000000,155,6.9,2.35,765
114,101,23,Kim Thomson,129,71975611,Fantasy|Horror,1408 ,209396,214,http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1,580,English,PG-13,25000000,25,6.8,2.35,11000
96,0,542,Dick Van Patten,1000,38119483,Adventure|Comedy|Sci-Fi,Spaceballs ,136667,2936,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,273,English,PG,22700000,605,7.1,1.85,13000
111,0,234,Ryan Corr,523,4190530,Drama|War,The Water Diviner ,53341,1795,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,185,English,R,22500000,468,7.1,2.35,18000
127,109,71,Tony Goldwyn,2000,217631306,Drama|Fantasy|Romance|Thriller,Ghost ,154199,3100,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,252,English,PG-13,22000000,956,7.0,1.85,0
107,101,743,Lin Shaye,931,176483808,Comedy|Romance,There's Something About Mary ,247289,4664,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,611,English,R,23000000,852,7.1,1.85,0
97,11,595,Eric Lloyd,901,144833357,Comedy|Drama|Family|Fantasy,The Santa Clause ,64742,2790,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,111,English,PG,22000000,775,6.4,1.85,0
127,102,1000,Jay Hernandez,2000,75597042,Drama|Family|Sport,The Rookie ,26434,6657,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,174,English,G,20000000,1000,7.0,2.35,0
110,99,835,Kyra Sedgwick,12000,90636983,Comedy|Family|Sport,The Game Plan ,44021,15170,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,83,English,PG,22000000,941,6.2,2.35,0
135,16000,86,Meryl Streep,16000,70960517,Drama|Romance,The Bridges of Madison County ,54631,27237,http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1,192,English,PG-13,35000000,11000,7.5,1.85,0
84,42,182,Michael Papajohn,436,55762229,Comedy|Sci-Fi,The Animal ,47383,1203,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,132,English,PG-13,22000000,241,4.8,1.85,1000
240,0,249,Amrish Puri,545,,Biography|Drama|History,Gandhi ,171726,1943,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,256,English,PG,22000000,429,8.1,2.35,12000
122,529,171,Charlotte Le Bon,820,54235441,Comedy|Drama,The Hundred-Foot Journey ,52894,1484,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,185,English,PG,22000000,201,7.3,2.35,55000
114,34,287,Jeremy Northam,649,50728000,Action|Crime|Drama|Mystery|Thriller,The Net ,48909,1725,http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1,166,English,PG-13,22000000,327,5.8,1.85,0
132,24,506,Loretta Devine,967,40270895,Drama,I Am Sam ,121937,3152,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,431,English,PG-13,22000000,912,7.6,1.85,15000
170,25,55,Amber Rose Revah,329,59696176,Biography|Drama|History,Son of God ,15448,775,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,174,English,PG-13,22000000,134,5.6,2.35,15000
133,235,105,Kevin Grevioux,955,51483949,Action|Fantasy|Thriller,Underworld ,208092,1777,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,806,English,R,22000000,593,7.0,2.35,0
112,101,218,RZA,896,36020063,Drama|Thriller,Derailed ,62584,2019,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375,English,R,22000000,561,6.6,2.35,0
108,0,690,Joel McHale,13000,33313582,Comedy|Crime|Drama|Thriller,The Informant! ,52888,16031,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,175,English,R,21000000,734,6.5,1.85,0
115,0,266,James Frain,12000,25842000,Biography|Drama|Romance,Shadowlands ,13455,13619,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,87,English,PG,22000000,1000,7.4,2.35,2000
83,2,137,Eddie Griffin,591,22264487,Comedy,Deuce Bigalow: European Gigolo ,41239,1729,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,166,English,R,22000000,489,4.6,1.85,887
105,31,110,Bobby Moynihan,390,30659817,Comedy|Drama,Delivery Man ,59805,1006,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95,English,PG-13,26000000,311,6.4,2.35,0
110,118,287,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein ,28621,12876,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,PG-13,40000000,1000,6.0,2.35,11000
108,24,100,Pawel Szajda,150,3108216,Thriller,Our Kind of Traitor ,2587,540,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,21,English,R,,104,6.4,2.35,0
96,221,110,Neil Diamond,240,19351569,Comedy|Crime|Romance,Saving Silverman ,33287,664,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,201,English,PG-13,22000000,226,5.9,1.85,739
94,42,517,Rachael Harris,975,49002815,Comedy|Family,Diary of a Wimpy Kid: Dog Days ,15665,3153,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35,English,PG,22000000,569,6.4,2.35,0
142,0,854,Jennifer Esposito,978,19283782,Crime|Drama|Romance|Thriller,Summer of Sam ,31227,5386,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,354,English,R,22000000,911,6.6,1.85,0
104,0,898,Shannon Elizabeth,8000,30059386,Comedy,Jay and Silent Bob Strike Back ,128593,11632,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,867,English,R,22000000,1000,6.9,2.35,0
136,0,3000,Steve Buscemi,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,The Island ,263336,34838,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899,English,PG-13,126000000,12000,6.9,2.35,0
106,12,595,Bruce Dern,962,17951431,Crime|Drama|Mystery|Thriller,The Glass House ,25462,4239,http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,200,English,PG-13,30000000,844,5.8,2.35,804
106,1000,1000,Channing Tatum,19000,29997095,Comedy|Mystery,Hail, Caesar! ,60926,38494,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,302,English,PG-13,22000000,17000,6.4,1.85,23000
98,4,83,Paulo Costanzo,3000,14252830,Comedy|Music,Josie and the Pussycats ,18900,3769,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,242,English,PG-13,22000000,486,5.3,1.85,0
100,39,798,James Franco,26000,19783777,Action|Crime|Drama|Thriller,Homefront ,82804,39989,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,154,English,R,22000000,11000,6.5,2.35,15000
95,34,368,Jim Carter,554,13555988,Adventure|Comedy|Family|Fantasy,The Little Vampire ,7242,2216,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,38,English,PG,22000000,439,5.7,1.85,0
107,737,678,Lily Tomlin,6000,12784713,Comedy,I Heart Huckabees ,56813,8094,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,381,English,R,22000000,718,6.7,2.35,0
104,87,691,Rip Torn,1000,10696210,Action|Crime|Sci-Fi|Thriller,RoboCop 3 ,35018,3148,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,180,English,PG-13,23500000,826,3.9,1.85,716
104,53,576,Udo Kier,2000,5974653,Action|Adventure|Fantasy|Sci-Fi|Thriller,Megiddo: The Omega Code 2 ,2253,4221,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111,English,PG-13,22000000,595,4.1,1.85,158
143,688,42,Vernon Dobtcheff,638,5000000,Comedy|Drama|Musical|Romance|War,Darling Lili ,1547,788,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,50,English,G,25000000,50,6.2,2.35,104
77,37,795,Alex Rocco,3000,9694105,Comedy|Family|Romance,Dudley Do-Right ,8176,5568,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77,English,PG,22000000,968,3.8,2.35,272
96,11,150,Noémie Lenoir,805,16027866,Action|Crime|Thriller,The Transporter Refueled ,26767,1411,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,121,English,PG-13,25000000,173,5.1,2.35,0
114,2,567,Jack Davenport,40000,4829497,Drama|Romance,The Libertine ,31433,42484,http://www.imdb.com/title/tt0375920/?ref_=fn_tt_tt_1,260,English,R,,1000,6.4,2.35,0
145,719,104,Sebastian Koch,2000,4398392,Drama|Thriller|War,Black Book ,59507,2590,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,232,Dutch,R,21000000,380,7.8,2.35,0
116,13,140,Dany Boon,203,1050445,Drama|History|Music|Romance|War,Joyeux Noel ,21394,773,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,147,French,PG-13,22000000,172,7.8,2.35,11000
100,21,552,Tom Arnold,14000,13746550,Action|Comedy|Romance,Hit and Run ,29322,15922,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104,English,R,2000000,618,6.1,2.35,0
104,144,290,Ted Danson,939,20668843,Comedy|Crime|Thriller,Mad Money ,16831,2453,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,54,English,PG-13,22000000,875,5.8,2.35,687
92,17,231,Ben Crompton,14000,2963012,Drama|Mystery|Thriller,Before I Go to Sleep ,48873,14617,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,105,English,R,22000000,257,6.3,2.35,11000
92,607,35,Joe Spinell,813,,Adventure|Drama|Thriller,Sorcerer ,9513,1011,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,116,English,PG,12000000,85,7.7,1.85,0
105,43,827,Milla Jovovich,22000,1796024,Drama|Thriller,Stone ,34985,37766,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135,English,R,22000000,14000,5.4,2.35,0
120,2,80,Ludivine Sagnier,809,634277,Comedy|History,Molière ,5166,1651,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,27,French,PG-13,16000000,521,7.3,2.35,815
116,108,120,Sam Shepard,23000,11326836,Crime|Drama|Thriller,Out of the Furnace ,83171,24134,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231,English,R,22000000,820,6.8,2.35,17000
119,209,521,Denis O'Hare,1000,49024969,Crime|Drama|Mystery|Thriller,Michael Clayton ,133367,3284,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363,English,R,25000000,896,7.3,2.35,0
101,88,812,Bradley Whitford,957,22294341,Adventure|Comedy,My Fellow Americans ,12278,4629,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,71,English,PG-13,21500000,821,6.5,1.85,758
117,89,442,Spencer Treat Clark,12000,24362501,Crime|Drama|Thriller,Arlington Road ,69980,13576,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,591,English,R,21500000,541,7.2,2.35,0
106,195,0,Diego Ramos,20,,Adventure|Animation|Family|Sport,Underdogs ,6920,30,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,22,Spanish,PG,22000000,10,6.7,2.35,0
112,11000,159,Judy Davis,385,16684352,Comedy|Romance,To Rome with Love ,67893,1205,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163,English,R,17000000,223,6.3,1.85,18000
136,16000,216,Warren Clarke,16000,46700000,Action|Adventure|Thriller,Firefox ,19832,16805,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98,English,PG,21000000,281,5.9,2.35,0
81,406,406,Eric Idle,893,52008288,Animation|Comedy|Fantasy|Musical,South Park: Bigger Longer & Uncut ,162037,3003,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,928,English,R,21000000,795,7.8,1.85,0
87,0,548,Ewen Bremner,22000,8579684,Comedy,Death at a Funeral ,89547,24324,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,English,R,9000000,557,7.4,1.85,0
96,8,199,John Aylward,533,42660000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles III ,25086,1254,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87,English,PG,17000000,219,4.8,1.85,1000
106,48,39,D.B. Sweeney,18000,40219708,Drama|Sport,Hardball ,22649,18630,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131,English,PG-13,21000000,558,6.3,1.85,0
122,737,14000,Robert De Niro,34000,132088910,Comedy|Drama|Romance,Silver Linings Playbook ,533607,72115,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692,English,R,21000000,22000,7.8,2.35,117000
123,98,579,Scott Glenn,2000,36581633,Biography|Crime|Drama,Freedom Writers ,52533,3994,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,235,English,PG-13,21000000,826,7.5,1.85,10000
133,0,637,Loretta Devine,1000,37721949,Drama,For Colored Girls ,6067,6035,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73,English,R,,912,6.0,1.85,0
92,255,447,Qi Shu,26000,25296447,Action|Crime|Thriller,The Transporter ,237248,27572,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,460,English,PG-13,21000000,1000,6.8,2.35,0
110,65,149,Neil Brown Jr.,3000,24848292,Action|Drama|Sport,Never Back Down ,80556,4089,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,184,English,PG-13,20000000,427,6.6,2.35,0
104,52,484,Rachel Blanchard,711,17757087,Horror|Sci-Fi|Thriller,The Rage: Carrie 2 ,13065,3162,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,253,English,R,21000000,490,4.6,1.85,897
60,,,,98,,Game-Show|Reality-TV|Romance,The Bachelor             ,4398,98,http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1,33,English,,3000000,,2.9,,141
98,0,374,Jim Gaffigan,925,9430988,Comedy|Drama|Romance,Away We Go ,45992,1997,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,115,English,R,17000000,472,7.1,2.35,7000
120,0,886,Judge Reinhold,1000,16284360,Comedy|Drama,Swing Vote ,15079,6212,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,79,English,PG-13,21000000,901,6.1,2.35,1000
112,52,347,Holly Hunter,15000,6830957,Drama|Romance,Moonlight Mile ,11983,16692,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147,English,PG-13,21000000,1000,6.7,2.35,365
127,140,10000,Colin Firth,19000,24104113,Drama|Mystery|Thriller,Tinker Tailor Soldier Spy ,149066,46241,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,517,English,R,20000000,14000,7.1,2.35,24000
102,18,186,Jill Hennessy,670,15593,Comedy|Drama|Romance,Molly ,2295,1562,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,40,English,PG-13,21000000,419,5.8,1.85,284
91,0,220,Cherry Jones,34000,958319,Drama,The Beaver ,39764,34705,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148,English,PG-13,21000000,242,6.7,2.35,17000
114,19,842,Barry Corbin,1000,69700000,Comedy|Musical,The Best Little Whorehouse in Texas ,7748,3688,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,48,English,R,35000000,883,5.8,2.35,0
115,0,716,Sarah Polley,1000,2840417,Horror|Sci-Fi|Thriller,eXistenZ ,77493,2990,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,527,English,R,31000000,900,6.8,1.85,6000
115,14000,488,Karen Allen,11000,242374454,Action|Adventure,Raiders of the Lost Ark ,661017,12906,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771,English,PG,18000000,783,8.5,2.35,16000
120,0,1000,Kieran Culkin,3000,173585516,Adventure|Comedy|Family,Home Alone 2: Lost in New York ,200077,7860,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189,English,PG,18000000,1000,6.6,1.85,0
135,14000,252,Teri Garr,559,128300000,Drama|Sci-Fi,Close Encounters of the Third Kind ,139288,1591,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339,English,PG,19400870,481,7.7,2.35,0
90,2,807,Christina Milian,16000,20259297,Drama|Horror|Sci-Fi|Thriller,Pulse ,24969,19952,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258,English,PG-13,20000000,1000,4.7,2.35,0
100,12000,605,Judge Reinhold,936,153665036,Action|Comedy|Crime|Thriller,Beverly Hills Cop II ,84824,4121,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95,English,R,28000000,901,6.4,2.35,0
105,163,338,Kimberly J. Brown,1000,132541238,Comedy,Bringing Down the House ,30058,2505,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236,English,PG-13,33000000,409,5.5,2.35,800
138,438,173,Scott Glenn,12000,130727000,Crime|Drama|Horror|Thriller,The Silence of the Lambs ,887467,13184,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916,English,R,19000000,826,8.6,1.85,40000
94,122,617,Lara Flynn Boyle,1000,121697350,Comedy|Music,Wayne's World ,114610,4263,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176,English,PG-13,20000000,619,7.0,1.85,0
101,79,218,Steve-O,608,117224271,Action|Comedy|Documentary,Jackass 3D ,47794,1787,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81,English,R,20000000,362,7.1,1.78,0
131,82,85,Murray Hamilton,813,102922376,Adventure|Horror|Thriller,Jaws 2 ,51314,1520,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265,English,PG,20000000,366,5.7,2.35,0
91,67,597,Nick Zano,2000,94497271,Adventure|Comedy|Drama|Family|Romance,Beverly Hills Chihuahua ,17829,4729,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99,English,PG,20000000,641,3.7,2.35,0
112,0,697,Lili Taylor,6000,137387272,Horror|Mystery|Thriller,The Conjuring ,300110,9049,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807,English,R,20000000,960,7.5,2.35,131000
95,32,563,Tracy Morgan,826,82301521,Adventure|Comedy|Family|Romance,Are We There Yet? ,22679,3558,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149,English,PG,32000000,642,4.6,1.85,773
100,265,265,Mark Duplass,989,84518155,Comedy,Tammy ,35965,2654,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,English,R,20000000,830,4.9,1.85,11000
105,154,501,Aaron Yoo,884,80050171,Drama|Mystery|Thriller,Disturbia ,186984,2287,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,English,PG-13,20000000,617,6.9,1.85,0
108,0,487,Sarah Silverman,2000,81257845,Comedy|Music,School of Rock ,210680,4403,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479,English,PG-13,35000000,931,7.1,1.85,0
101,545,545,Cary-Hiroyuki Tagawa,1000,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat ,81783,3816,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283,English,PG-13,18000000,1000,5.8,1.85,0
114,118,40,Christopher Cousins,489,12831121,Drama|Mystery|Romance|Thriller,Wicker Park ,44979,679,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,English,PG-13,30000000,93,7.0,2.35,0
109,322,861,Jaime King,1000,69148997,Comedy|Crime,White Chicks ,98794,6313,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251,English,PG-13,37000000,960,5.4,1.85,0
115,729,552,Nick Krause,8000,82624961,Comedy|Drama,The Descendants ,205284,9578,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439,English,R,20000000,727,7.3,2.35,22000
117,99,165,Zane Holtz,596,67325559,Adventure|Comedy|Drama|Family|Mystery,Holes ,58222,1293,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331,English,PG,20000000,265,7.1,1.85,0
107,30,318,Bobby Coleman,742,62933793,Drama|Family|Music|Romance,The Last Song ,62421,2341,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185,English,PG,20000000,360,5.8,2.35,10000
134,0,500,Scoot McNairy,2000,56667870,Biography|Drama|History,12 Years a Slave ,439176,4251,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695,English,R,20000000,660,8.1,2.35,83000
118,30,284,Nick Cannon,962,56398162,Comedy|Drama|Music|Romance,Drumline ,28649,2390,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185,English,PG-13,20000000,593,5.7,2.35,2000
121,0,721,Cicely Tyson,2000,60072596,Comedy|Drama|Romance,Why Did I Get Married Too? ,7664,6657,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68,English,PG-13,20000000,907,4.4,1.85,0
105,13000,658,Dianne Wiest,40000,56362352,Fantasy|Romance,Edward Scissorhands ,357581,42330,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,English,PG-13,20000000,967,7.9,1.85,16000
110,17,418,Emilia Clarke,11000,56154094,Drama|Romance,Me Before You ,44723,21852,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130,English,PG-13,20000000,10000,7.6,2.35,51000
114,0,582,Tom Arnold,982,65623128,Comedy|Crime|Drama,Madea's Witness Protection ,7354,2753,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50,English,PG-13,20000000,618,4.8,1.85,0
104,607,109,Fernando Rey,813,,Action|Crime|Drama|Thriller,The French Connection ,82476,1196,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,280,English,R,1800000,165,7.8,1.85,0
100,24,851,Jay Hernandez,15000,55461307,Comedy,Bad Moms ,4654,18786,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,English,R,20000000,1000,6.7,,18000
85,64,729,Carmen Electra,3000,48546578,Comedy|Romance,Date Movie ,50415,6539,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613,English,PG-13,20000000,869,2.7,1.85,806
72,2,434,Rob Paulsen,1000,48423368,Adventure|Animation|Family|Fantasy,Return to Never Land ,13324,3402,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79,English,G,20000000,677,5.8,1.66,302
128,151,852,Tom Wilkinson,1000,52066000,Biography|Drama|History,Selma ,61114,3869,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212,English,PG-13,20000000,1000,7.5,2.35,22000
72,0,384,Phil Collins,3000,47887943,Adventure|Animation|Family|Musical,The Jungle Book 2 ,11634,4480,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58,English,G,20000000,455,5.4,1.85,227
89,19,349,Skye McCole Bartusiak,526,46363118,Drama|Horror|Mystery|Thriller,Boogeyman ,25960,1383,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389,English,PG-13,20000000,392,4.1,1.85,1000
96,9,107,Amber Valletta,826,47852604,Drama|Mystery|Thriller,Premonition ,62364,1825,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337,English,PG-13,20000000,626,5.9,2.35,0
77,25,16,John Fiedler,304,45542421,Animation|Comedy|Drama|Family|Musical,The Tigger Movie ,13319,575,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53,English,G,30000000,253,6.3,1.78,347
123,174,602,CCH Pounder,87000,41573740,Horror|Mystery|Thriller,Orphan ,141663,88953,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383,English,R,,1000,7.0,1.85,20000
111,132,455,Joseph Julian Soria,1000,42652003,Adventure|Family,Max ,18915,2851,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87,English,PG,20000000,465,6.8,2.35,33000
30,,295,David Mann,607,,Comedy,Meet the Browns             ,1922,1530,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20,English,,,378,3.5,1.85,211
93,82,729,Carmen Electra,926,39737645,Adventure|Comedy,Epic Movie ,89687,4293,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666,English,PG-13,20000000,869,2.3,1.85,0
129,468,183,Mako,919,37567440,Adventure|Fantasy,Conan the Barbarian ,113068,2024,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,337,English,R,20000000,691,6.9,2.35,0
128,310,77,Jamey Sheridan,745,44988180,Biography|Crime|Drama|History,Spotlight ,195333,1058,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409,English,R,20000000,168,8.1,1.85,80000
110,119,332,Justin Chambers,1000,39263506,Crime|Drama|Thriller,Lakeview Terrace ,40469,2382,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135,English,PG-13,22000000,931,6.1,2.35,0
