director_name,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
Fred Wolf,29,816,Katharine McPhee,48237389,Comedy|Romance,Emma Stone,63969,Beverly D'Angelo,makeover|party|playboy|playboy mansion|sorority,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,English,PG-13,25000000,2008,852,0
Bille Woodruff,23,485,Keshia Knight Pulliam,36310118,Comedy,Alfre Woodard,13194,LisaRaye McCoy,client|dentures|false teeth|reference to peter pan|single parent,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,English,PG-13,,2005,619,671
Craig Gillespie,44,367,Suraj Sharma,36447959,Biography|Drama|Sport,Jon Hamm,35833,Gregory Alan Williams,baseball|based on true story|india|sports agent|training,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,English,PG,25000000,2014,774,10000
Phillip Noyce,176,10000,Meryl Streep,45089048,Drama|Romance|Sci-Fi,Jeff Bridges,86251,Alexander Skarsgård,black and white segues into color|color|community|dystopia|infanticide,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,English,PG-13,25000000,2014,11000,58000
Dennie Gordon,29,742,Oliver James,35990505,Comedy|Drama|Family|Romance,Colin Firth,48095,Kelly Preston,american|daughter|england|father|politician,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,English,PG,20000000,2003,1000,0
Victor Salva,108,177,Jonathan Breck,35143332,Horror,Nicki Aycox,45102,Billy Aaron Brown,cheerleader|farmer|fear|high school basketball|nightmare,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,English,R,17000000,2003,270,0
Mark Helfrich,7,440,Dan Fogler,35000629,Comedy|Romance,Dane Cook,74622,Chelan Simmons,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,English,R,25000000,2007,562,0
Andrzej Bartkowiak,43,432,Tom Arnold,34604054,Action|Crime|Drama|Thriller,Jet Li,34942,DMX,camera shot from inside human body|diamond|evil man|heist|terrorism,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,English,R,30000000,2003,618,1000
Stephen Daldry,335,530,Stephen Dillane,41597830,Drama|Romance,Meryl Streep,102123,Miranda Richardson,housewife|lesbian|novel|party|reading,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,English,PG-13,25000000,2002,577,0
Andy Fickman,99,960,Alexandra Breckenridge,33687630,Comedy|Romance,Channing Tatum,116762,Laura Ramsey,disguise|roommate|school|soccer|twin,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,English,PG-13,20000000,2006,1000,0
Steve Bendelack,68,100,Emma de Caunes,32553210,Comedy|Family,Lily Atkinson,88714,Steve Pemberton,camcorder|cannes|director|lost passport|train,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,English,PG,25000000,2007,132,0
Dwight H. Little,27,522,Salli Richardson-Whitfield,31526393,Action|Adventure|Horror|Thriller,Nicholas Gonzalez,22243,Johnny Messner,anaconda|blood|borneo|flower|orchid,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,English,PG-13,25000000,2004,543,686
Guillaume Canet,0,745,Lili Taylor,41229,Crime|Drama|Thriller,Mila Kunis,14612,Billy Crudup,1970s|flashback|love|money|murder,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,English,R,25500000,2013,960,0
Kirsten Sheridan,59,403,Aaron Staton,31655091,Drama|Music,Robin Williams,87331,Marian Seldes,baby|cellist|genius|prodigy|rhapsody,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,English,PG,30000000,2007,702,18000
Shekhar Kapur,159,240,John Gielgud,30012990,Biography|Drama|History,Fanny Ardant,75973,Eric Cantona,16th century|british royal family|catholic|queen|queen elizabeth i,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,English,R,25000000,1998,249,0
Ronny Yu,31,71,Park Bench,32368960,Comedy|Fantasy|Horror|Romance,Alexis Arquette,39768,Vince Corazza,blood|doll|gore|murder|serial killer,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,English,R,25000000,1998,81,0
Richard Fleischer,130,288,Richard Anderson,14500000,Action|Drama|History|War,Joseph Cotten,25019,James Whitmore,attack|hawaii|navy|pearl harbor|u.s. navy,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,English,G,25000000,1970,377,0
Bob Spiers,14,199,Richard Briers,29247405,Comedy|Family|Music,Jason Flemyng,28377,Victoria Beckham,bus|concert|live concert|pop group|spice girl,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,English,PG,25000000,1997,401,0
David Gordon Green,234,370,J.B. Smoove,30538669,Comedy,Ari Graynor,60202,Kylie Bunbury,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,English,R,,2011,555,0
Damien Dante Wayans,82,571,Essence Atkins,25615792,Action|Comedy|Music,Damon Wayans Jr.,10161,Chris Elliott,african american|dance|overalls|parody|rap,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,English,PG-13,25000000,2009,713,657
Frank Darabont,0,461,Jeffrey DeMunn,28341469,Crime|Drama,Morgan Freeman,1689764,Bob Gunton,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,English,R,25000000,1994,745,108000
Simon Wincer,23,162,Paul Hogan,25590119,Adventure|Comedy|Crime,Jere Burns,19699,Linda Kozlowski,boat|crocodile|garbage can|knife|paramount pictures,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,English,PG,21150000,2001,442,387
Bobby Farrelly,101,743,Lin Shaye,24944213,Comedy|Sport,Bill Murray,63459,Richard Tyson,amish|bowling|on the road|rubber hand|tournament,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,English,PG-13,27000000,1996,852,3000
Rupert Wyatt,81,81,Cjon Saulsberry,33631221,Crime|Drama|Thriller,George Kennedy,48559,Griffin Cleveland,dog|gambler|gambling|gangster|professor,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,English,R,25000000,2014,571,0
John Wells,53,8000,Meryl Streep,37738400,Drama,Benedict Cumberbatch,67797,Julia Roberts,based on play|incestuous relationship|pedophilia|secret|teenage daughter,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,English,R,25000000,2013,11000,30000
Tim Fywell,3,28,Trevor Blumas,24381334,Comedy|Drama|Family|Sport,Connie Ray,19737,Amy Stewart,championship|coach|harvard|physics|zamboni,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,English,G,,2005,89,901
Nigel Cole,13,165,Tyrone Giordano,21835784,Comedy|Drama|Romance,Aimee Garcia,58297,James Read,flight|hasselblad camera|los angeles california|love|medium format camera,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,English,PG-13,30000000,2005,172,0
Dexter Fletcher,452,141,Taron Egerton,15785632,Biography|Comedy|Drama|Sport,Hugh Jackman,32507,Tim McInnerny,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,English,PG-13,23000000,2016,732,15000
Spike Lee,0,3000,Milla Jovovich,21554585,Drama|Sport,Denzel Washington,36108,Rosario Dawson,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,English,R,25000000,1998,14000,0
Jeremy Leven,19,977,Marlon Brando,22200000,Comedy|Drama|Romance,Johnny Depp,41310,Faye Dunaway,don juan|mental institution|patient|psychiatrist|retirement,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,English,PG-13,25000000,1994,10000,0
,,3,John Sparkes,,Animation|Comedy|Family,Justin Fletcher,7968,Kate Harbour,farmer|mischief|no dialog|sheep|sheepdog,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,English,TV-G,,,7,834
Lasse Hallström,529,690,Henry Thomas,80014842,Drama|Romance|War,Channing Tatum,104356,Scott Porter,army|coin collector|love|surfboard|u.s. army,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,English,PG-13,25000000,2010,861,14000
Sylvain White,41,619,Jason Patric,23527955,Action|Crime|Drama|Mystery|Thriller,Chris Evans,74691,Óscar Jaenada,hacking|hijacking|martial arts|revenge|special forces,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,English,PG-13,25000000,2010,673,0
Troy Nixey,24,155,Alan Dale,24042490,Fantasy|Horror|Thriller,Bailee Madison,40776,Jack Thompson,basement|creature|disappearance|interior designer|mansion,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,English,R,25000000,2010,441,10000
Philip G. Atwell,5,874,Jet Li,22466994,Action|Crime|Thriller,Jason Statham,72673,Nadine Velazquez,assassin|betrayal|fbi|fbi agent|yakuza,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,English,R,25000000,2007,5000,0
Paul Thomas Anderson,0,98,Emily Watson,17791031,Comedy|Drama|Romance|Thriller,Adam Sandler,109855,Don McManus,harmonium|love|phone sex|pudding|sister,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,English,R,25000000,2002,876,0
Jeff Schaffer,17,360,Scott Mechlowicz,17718223,Comedy,Matt Damon,162067,Jacob Pitts,female frontal nudity|male frontal nudity|nudist|nudity|public nudity,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,English,R,25000000,2004,634,0
Don Michael Paul,70,223,Nia Peeples,15361537,Action|Crime|Thriller,Claudia Christian,12263,Tony Plana,alcatraz|fbi|gold|prison|undercover,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,English,PG-13,13000000,2002,444,564
Paul Feig,176,825,Rob Riggle,16647384,Adventure|Comedy|Family|Romance,Tyler James Williams,8398,B.J. Novak,airport|black comedy|blizzard|christmas|pennsylvania,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,English,PG,26000000,2006,839,498
James Bridges,21,418,Phoebe Cates,16118077,Drama,Dianne Wiest,5817,Swoosie Kurtz,estranged wife|fashion show|magazine|new york city|writer,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,English,R,25000000,1988,767,377
Steve Barron,48,376,Udo Kier,15091542,Adventure|Family|Fantasy|Musical,Martin Landau,4086,Bebe Neuwirth,based on novel|human becoming an animal|slow motion|transformation|young boy,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,Italian,G,25000000,1996,595,246
Bill Paxton,0,58,Matthew Knight,15331289,Drama|History|Sport,Stephen Dillane,22289,Amanda Tilson,champion|golf tournament|golfer|nostalgia|orchestral music score,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,English,PG,,2005,464,0
Richard Kelly,219,258,Gillian Jacobs,15045676,Drama|Fantasy|Mystery|Thriller,Frank Langella,76303,Celia Weston,alien|library|moral dilemma|nosebleed|supernatural power,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,English,PG-13,16000000,2009,837,0
Carter Smith,27,49,Jonathan Tucker,17427926,Horror,Laura Ramsey,60062,Sergio Calderón,bow and arrow|group of friends|horse|rifle|ruins,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,English,R,8000000,2008,664,0
John Schlesinger,154,347,Rupert Everett,14983572,Comedy|Drama|Romance,Mark Valley,9361,Illeana Douglas,best friend|cartoon on tv|custody battle|gay|gay friend,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,English,PG-13,25000000,2000,692,378
Wes Craven,0,255,Emily Meade,14637490,Horror|Mystery|Thriller,Frank Grillo,16411,Zena Grey,evil|killer|murder|psychopath|serial killer,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,English,R,25000000,2010,374,0
Luke Greenfield,42,111,Timothy Bottoms,14589444,Comedy|Drama|Romance,Chris Marquette,171151,Jacob Young,forced to strip|male rear nudity|porn actress|scantily clad female|teenager,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,English,R,25000000,2004,155,0
Ringo Lam,17,218,Zach Grenier,14095303,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,15814,Paul Ben-Victor,fbi|fbi agent|mafia|russian mafia|twin,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,English,R,25000000,1996,246,503
Bruce McCulloch,54,455,Megan Mullally,13973532,Comedy|Crime,Martin Starr,11211,Chris Penn,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,PG-13,25000000,2002,637,215
Brian Helgeland,241,151,Paul Anderson,1865774,Biography|Crime|Drama|History|Thriller,Tom Hardy,87682,Tara Fitzgerald,1960s|based on a true story|gangster|identical twins|murder,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,English,R,30000000,2015,154,43000
Akiva Schaffer,82,432,Jorma Taccone,13920741,Comedy,Sissy Spacek,59900,Chris Parnell,humiliation|man child|moped|neighbor|slacker,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,English,PG-13,,2007,434,0
David R. Ellis,160,852,Joel David Moore,18860403,Horror|Thriller,Chris Zylka,20823,Katharine McPhee,lake|louisiana|redneck|shark|vacation,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,English,PG-13,25000000,2011,936,0
Alan Parker,317,70,Devon Murray,13038660,Drama,Emily Watson,16995,Pauline McLynn,drink|ira|irish|limerick|prejudice,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,English,R,25000000,1999,219,0
Ivan Reitman,425,148,Chi McBride,28831145,Drama|Sport,Jennifer Garner,39357,Patrick St. Esprit,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,English,R,25000000,2014,466,14000
Tobe Hooper,365,141,Steve Railsback,,Action|Horror|Sci-Fi|Thriller,Frank Finlay,15531,Peter Firth,alien|halleys comet|life force|space vampire|vampire,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,English,R,25000000,1985,246,0
,,265,Jennifer Hale,,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,Elizabeth Daily,23664,Tom Kane,campy|castle thunder|female hero|female protagonist|monster,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,English,TV-Y7,,,918,581
Robert Redford,0,939,Tom Wilkinson,11538204,Crime|Drama|History,Robin Wright,23696,Stephen Root,john wilkes booth|lawyer|lincoln assassination|trial|truth,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,English,PG-13,25000000,2010,1000,0
Catherine Hardwicke,308,872,Michael Angarano,11008432,Biography|Drama|Sport,Heath Ledger,43903,Rebecca De Mornay,1970s|skateboarder|skateboarding|surf|swimming pool,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,English,PG-13,25000000,2005,947,5000
Patricia Riggen,36,399,James Brolin,12188642,Biography|Drama|History,Marco Treviño,21098,Jacob Vargas,disaster movie|mine|minister|president|trapped in a mine,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,English,PG-13,26000000,2015,499,0
John Carpenter,0,52,Kate Burton,11100000,Action|Adventure|Comedy|Fantasy,Victor Wong,92464,Peter Kwong,1980s|airport|cb radio|truck|truck driver,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,English,PG-13,25000000,1986,223,19000
Pascal Chaumeil,8,8,Malonn Lévana,,Comedy|Romance,Dany Boon,5525,Alice Pol,curse|divorce|marriage|tourism|travel,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,French,,17000000,2012,20,853
Gavin O'Connor,149,581,Frank Grillo,13651662,Drama|Sport,Tom Hardy,332276,Kevin Dunn,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,English,PG-13,25000000,2011,798,77000
Neil Jordan,277,8000,Liam Neeson,11030963,Biography|Drama|Thriller|War,Alan Rickman,24145,Julia Roberts,ireland|irish|irish civil war|irish free state|sinn fein,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,English,R,28000000,1996,14000,0
Ron Maxwell,33,251,William Morgan Sheppard,10769960,Drama|History|War,Tom Berenger,21940,James Patrick Stuart,american civil war|battle|blood splatter|civil war|irish american,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,English,PG,25000000,1993,702,0
Kimberly Peirce,108,2000,Channing Tatum,10911750,Drama|War,Joseph Gordon-Levitt,17757,Abbie Cornish,friendship|honor|iraq war|soldier|texas,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,English,R,25000000,2008,17000,982
Stephen Gaghan,79,956,Zooey Deschanel,10719367,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,7909,Tony Goldwyn,college|detective|disappearance|police detective|thesis,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,English,PG-13,25000000,2002,11000,261
Jonathan Kaplan,57,92,Tom Amandes,10114315,Drama|Mystery|Thriller,John Doe,18693,Daniel Lapaine,bangkok|friend|lawyer|smuggling|thailand,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,English,PG-13,25000000,1999,151,0
Ole Bornedal,30,309,Madison Davenport,49122319,Horror|Thriller,Kyra Sedgwick,47169,Natasha Calis,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,English,PG-13,14000000,2012,459,17000
Richard Benjamin,121,354,Jane Krakowski,10070000,Comedy|Drama|Romance,Brendan Fraser,5668,Cathryn de Prume,love|train|train wreck|twin brother|two word title,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,English,PG-13,25000000,1996,624,491
Rod Lurie,37,268,Laz Alonso,10324441,Action|Drama|Thriller,Alexander Skarsgård,27117,Rhys Coiro,gang rape|panties pulled down|rape|rape victim|sexual humiliation,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,English,R,25000000,2011,826,7000
Lasse Hallström,529,174,Christopher Evan Welch,7156933,Comedy|Drama,Hope Davis,14581,James Biberi,book|fabrication|fake|hoax|manuscript,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,English,R,25000000,2006,252,348
Craig R. Baxley,22,120,Sam McMurray,9286314,Action|Crime|Drama|Thriller,Brian Bosworth,4972,Richard Gant,biker|biker gang|fbi|mississippi|undercover,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,English,R,17000000,1991,132,0
John Hillcoat,214,3000,Charlize Theron,56692,Adventure|Drama,Viggo Mortensen,177401,Robert Duvall,apocalypse|boy|food|pistol|survival,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,English,R,25000000,2009,9000,32000
John Guillermin,71,42,Donovan Scott,,Adventure|Fantasy,Tanya Roberts,3334,Ted Wass,chimpanzee|elephant|jungle|mercenary|shaman,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,English,PG,25000000,1984,54,739
Marcos Siega,32,324,Nick Cannon,5654777,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,4875,Kaylee DeFer,police|private school|shootout|undercover|wigger,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,English,PG-13,25000000,2005,593,206
J.B. Rogers,6,248,Chris Klein,5516708,Comedy|Romance,Eddie Cibrian,11375,Jack Plotnick,bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,English,R,25000000,2001,841,295
Roger Donaldson,79,50,Antony Starr,5128124,Biography|Drama|Sport,Anthony Hopkins,44198,Craig Hall,mortgage|motorcycle|speed|trailer|utah,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,English,PG-13,25000000,2005,506,11000
David R. Ellis,160,490,Kenan Thompson,34014398,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,115650,Rachel Blanchard,baby rattle|famous line|murder|passenger|snake,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,English,R,33000000,2006,521,4000
Rachel Talalay,54,919,Lori Petty,4064333,Action|Comedy|Sci-Fi,Naomi Watts,24790,Jeff Kober,2030s|21st century|desert|jet|tank,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,English,R,25000000,1995,923,0
Jeffrey W. Byrd,2,807,Loretta Devine,4006906,Comedy|Crime,Donald Faison,3229,Regina Hall,hit in the crotch|kidnapping|nail gun|police|release from prison,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,English,PG-13,15000000,2005,912,83
Fernando Meirelles,353,18,Joe Pingue,3073392,Drama|Mystery|Sci-Fi|Thriller,Don McKellar,59462,Yûsuke Iseya,blindness|epidemic|hospital|pubic hair|quarantine,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,English,R,25000000,2008,30,0
Uwe Boll,892,492,Udo Kier,1550000,Action|Adventure|Fantasy|Horror,Meat Loaf,30628,Michael Paré,escape|half human|king|vampire|vampire hunter,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,English,R,25000000,2005,595,937
Roman Polanski,2000,132,Christoph Waltz,,Comedy|Drama,Kate Winslet,96480,Julie Adams,based on play|meeting|salesman|single set production|whiskey,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,English,R,25000000,2011,11000,21000
Atom Egoyan,460,490,Alison Lohman,871527,Crime|Drama|Mystery|Thriller,Colin Firth,14982,Rachel Blanchard,breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,English,R,25000000,2005,1000,507
Andrew Adamson,80,31,Erica Linz,12495865,Fantasy,Dallas Barnett,7100,Igor Zaripov,aerialist|circus|cirque du soleil|clown|surrealism,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,English,PG,,2012,31,0
Robert Towne,162,745,Monica Potter,777423,Biography|Drama|Sport,Billy Burke,5841,Billy Crudup,car crash|coach|death|oregon|university of oregon,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,English,PG-13,25000000,1998,878,942
Richard Linklater,0,240,Aidan McArdle,1186957,Drama,Zoe Kazan,9264,James Tupper,high school|mercury theatre|opening night|school|theatre,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,English,PG-13,25000000,2008,266,0
Giuseppe Tornatore,911,232,Sean Buchanan,85433,Crime|Drama|Mystery|Romance,Jim Sturgess,69676,Liya Kebede,antique|art|heiress|older man younger woman relationship|plot twist,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,English,R,13500000,2013,234,31000
Werner Herzog,0,407,Shea Whigham,1697956,Crime|Drama,Nicolas Cage,64944,Shawn Hatosy,drugs|flood|hallucination|lieutenant|murder investigation,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,English,R,20000000,2009,463,6000
Ben Stassen,4,602,Jenny McCarthy,,Adventure|Animation|Family,Ed Begley Jr.,5385,Stacy Keach,apostrophe in title|character name in title|punctuation in title|sea turtle,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,English,PG,,2010,749,0
Guillaume Canet,0,92,Benoît Magimel,183662,Comedy|Drama,François Cluzet,18395,Gilles Lellouche,friend|restaurant|secret|unrequited love|vacation,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,French,Not Rated,25000000,2010,173,0
Taylor Hackford,138,416,Bai Ling,134904,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,2395,Gil Birmingham,argentine|brothel|cancer|female full frontal nudity|fight,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,English,R,25000000,2010,581,636
Jérôme Deschamps,0,0,André Wilms,,Adventure|Animation|Comedy,Yolande Moreau,753,Jérôme Deschamps,cartoon cat|cat|character name in title|puss in boots|surrealism,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,English,G,25000000,2009,9,90
Inna Evlannikova,0,7,Evgeniy Mironov,,Adventure|Animation|Comedy|Family,Sergey Garmash,891,Aleksandr Bashirov,dog|flea|meteor|space|space dog,http://www.imdb.com/title/tt1272051/?ref_=fn_tt_tt_1,Russian,G,25000000,2010,15,200
Ridley Scott,0,1000,Brad Pitt,16969390,Crime|Drama|Thriller,Michael Fassbender,80861,Goran Visnjic,cunnilingus|drug trafficking|lawyer|no panties|shootout,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,English,R,25000000,2013,11000,24000
Jonathan English,9,520,Mackenzie Crook,,Action|Adventure|History|Romance,Jason Flemyng,34338,Derek Jacobi,castle|england|king|knight|templar,http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1,English,R,25000000,2011,870,0
Sergey Bondarchuk,27,87,Dan O'Herlihy,,Action|Drama|History|War,Rod Steiger,5911,Jack Hawkins,battle|costume drama|final battle|napoleon|napoleon bonaparte,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,English,G,25000000,1970,128,690
Teddy Chan,3,55,Charlie Yeung,129115,Action|Drama,Siu-Wong Fan,5900,Wai-Keung Lau,fight|kung fu|martial arts|police|wire fu,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,Cantonese,,25000000,2014,68,0
Mario Van Peebles,535,399,Mario Van Peebles,,Action|Thriller,Martin Kove,1084,Jacob Vargas,exploding airplane|fighter pilot|hands tied|held at gunpoint|military,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,English,PG-13,25000000,2014,535,437
Stephen Frears,350,418,Peter Capaldi,34700000,Drama|Romance,Keanu Reeves,52846,Swoosie Kurtz,catholic|corruption|emotional abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,English,R,14000000,1988,17000,0
Walter Salles,179,4000,Viggo Mortensen,717753,Adventure|Drama,Kristen Stewart,33107,Kirsten Dunst,benzedrine|cactus|drugs|poem|year 1949,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,English,R,25000000,2012,10000,27000
