director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,language,title_year,movie_facebook_likes
Quentin Tarantino,140,154,16000,22000,Robert De Niro,Jackie Brown ,239540,25522,Robert Forster,arms dealer|atf|bail|money|multiple perspectives,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,English,1997,0
Jon Hurwitz,153,102,22,1000,Danneel Ackles,Harold & Kumar Escape from Guantanamo Bay ,113918,4065,Beverly D'Angelo,bong|escape|ex girlfriend|guantanamo bay|texas,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,English,2008,0
Josh Trank,414,89,128,963,Michael Kelly,Chronicle ,204327,2054,Ashley Hinshaw,found footage|high school|subjective camera|teen angst|troubled teen,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,English,2012,32000
Barbra Streisand,16,132,0,405,Miriam Margolyes,Yentl ,9503,914,Steven Hill,love|study|talmud|wedding|yeshiva,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,English,1983,0
Terry Gilliam,139,103,0,629,Shelley Duvall,Time Bandits ,45890,2730,Kenny Baker,cult director|dwarf|robin hood|satire|treasure,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,English,1981,0
Tamra Davis,111,93,33,1000,Britney Spears,Crossroads ,34219,1531,Dave Allen,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,English,2002,0
Nima Nourizadeh,229,93,166,971,Dax Flame,Project X ,157051,2043,Oliver Cooper,birthday party|high school|high school senior|millennial generation|party,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,English,2012,29000
Franklin J. Schaffner,112,172,76,654,George C. Scott,Patton ,76398,1306,Bill Hickman,allies|dead soldier|destiny|general|tank,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,English,1970,0
Mark Romanek,207,96,132,49000,Robin Williams,One Hour Photo ,97938,52138,Connie Nielsen,insanity|photo lab|photo shop|photography|voyeur,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,English,2002,0
John Erick Dowdle,198,89,66,137000,Andrew Fiscella,Quarantine ,57446,140268,Dania Ramirez,apartment building|found footage|television|trapped|virus,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1,English,2008,0
David Moreau,172,92,0,17000,Chloë Grace Moretz,The Eye ,44130,18765,Obba Babatundé,cellular memory|eye|eye transplant|seeing dead people|violinist,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,English,2008,0
Christopher Erskin,45,97,4,1000,Vanessa Williams,Johnson Family Vacation ,5928,5006,Shad Moss,cross country|cross country trip|highway travel|on the road|road movie,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,English,2004,243
Jesse Dylan,34,93,58,995,Hector Elizondo,How High ,42644,6105,T.J. Thyne,college|drugs|harvard|pot|smoke,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,English,2001,0
Brian Henson,75,89,53,227,Steven Mackintosh,The Muppet Christmas Carol ,33850,534,Steve Whitmire,christmas|christmas eve|miser|muppet|scrooge,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,English,1992,0
Martin Campbell,400,144,258,6000,Eva Green,Casino Royale ,470501,9125,Ivana Milicevic,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,English,2006,0
Julie Taymor,128,123,278,4000,Salma Hayek,Frida ,61651,7072,Valeria Golino,art|bisexual|marriage|pain|revolutionary,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,English,2002,0
Dan Cutforth,68,93,4,28,Lexie Contursi,Katy Perry: Part of Me ,12383,52,Anthony Burrell,female protagonist|reference to britney spears|singer|song|world tour,http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1,English,2012,0
Josh Boone,326,133,131,8000,Shailene Woodley,The Fault in Our Stars ,249688,10565,Nat Wolff,cancer|falling in love|friendship|novel|teenager,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,English,2014,93000
John Dahl,128,121,131,13000,Matt Damon,Rounders ,121676,14890,Gretchen Mol,breasts|cult film|loan shark|poker|reference to christy turlington,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,English,1998,0
Chris Rock,161,102,0,3000,Rosario Dawson,Top Five ,21672,5592,J.B. Smoove,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,English,2014,0
John Frankenheimer,70,102,287,452,Talia Shire,Prophecy ,3000,729,Robert Foxworth,cabin|monster|monster movie|paper mill|pollution,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,English,1979,902
David Koepp,164,99,192,347,Illeana Douglas,Stir of Echoes ,62468,1254,Lusia Strus,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,English,1999,0
,68,55,,1000,Peter Mensah,Spartacus: War of the Damned             ,173172,6091,Viva Bianca,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,English,,31000
Stephen Frears,354,98,350,1000,Steve Coogan,Philomena ,76094,2376,Peter Hermann,catholic|convent|gay love|gay relationship|irish adoption board,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,English,2013,37000
Mike Binder,125,118,57,975,Alicia Witt,The Upside of Anger ,19007,2944,Joan Allen,anger|baseball|drinking|radio|secretary,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,English,2005,549
Franklin J. Schaffner,55,125,76,1000,Laurence Olivier,The Boys from Brazil ,20660,4659,Steve Guttenberg,1970s|jew|nazi|nazi hunter|paraguay,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,English,1978,0
Elizabeth Allen Rosenbaum,66,104,20,836,Tammin Sursok,Aquamarine ,30462,3963,Dichen Lachman,beach|love|mermaid|storm|swimming,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,English,2006,0
Jake Schreier,191,109,14,733,Nat Wolff,Paper Towns ,63390,2753,Meg Crosbie,based on novel|female neighbor|friendship|travel|trip,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,English,2015,0
Cheryl Dunye,33,86,17,873,Michael Imperioli,My Baby's Daddy ,3119,3646,Bai Ling,animal costume|break up|fatherhood|rapper|talking baby,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,English,2004,151
Alexander Payne,433,115,729,1000,Devin Ratray,Nebraska ,91082,3798,Will Forte,aging|billings montana|lincoln nebraska|nebraska|pickup truck,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,English,2013,28000
Ernest R. Dickerson,66,92,226,1000,CCH Pounder,Tales from the Crypt: Demon Knight ,16646,3931,Gary Farmer,blood|blood of christ|demon|key|loud sex,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,English,1995,0
Tim Hill,37,91,25,833,Noel Fisher,Max Keeble's Big Move ,5794,4551,Larry Miller,bully|moving|principal|revenge|school,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,English,2001,371
Jason Reitman,325,94,655,9000,Charlize Theron,Young Adult ,64682,10575,Collette Wolfe,car damage|computer printer|female band|fingernail polish|narcissism,http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,English,2011,0
Mark Neveldine,170,93,83,26000,Jason Statham,Crank ,196422,28767,Jose Pablo Cantillo,assassin|cult film|doctor|heart|poison,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,English,2006,0
Lionel C. Martin,11,93,3,1000,Bernie Mac,How to Be a Player ,2301,2939,Lark Voorhies,breaking the fourth wall|doorman|friend|party|sex,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,English,1997,439
Richard LaGravenese,24,100,98,1000,Holly Hunter,Living Out Loud ,4052,3250,Jenette Goldstein,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,English,1998,242
Sanaa Hamri,70,100,43,988,Common,Just Wright ,10103,3906,Mehcad Brooks,basketball|basketball player|nba|physical therapist|therapist,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,English,2010,0
Jonathan Demme,232,113,438,11000,Anne Hathaway,Rachel Getting Married ,41226,12274,Bill Irwin,12 step program|friend|maid of honor|tears|wedding,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,English,2008,0
Bob Rafelson,34,122,30,1000,Anjelica Huston,The Postman Always Rings Twice ,16764,1456,John Colicos,adultery|drifter|lunch wagon|murder|neo noir,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,English,1981,1000
Peter Webber,160,100,73,19000,Scarlett Johansson,Girl with a Pearl Earring ,60171,34700,Tom Wilkinson,17th century|girl|maid|painter|painting,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,English,2003,0
Wolfgang Petersen,96,293,249,362,Jürgen Prochnow,Das Boot ,168203,469,Herbert Grönemeyer,duty|submarine|submarine movie|tension|u boat,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,German,1981,11000
John Lee Hancock,106,137,102,2000,Dennis Quaid,The Alamo ,16832,5780,Jordi Mollà,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,English,2004,701
Wallace Wolodarsky,53,93,32,529,Heather Matarazzo,Sorority Boys ,12007,2393,Harland Williams,college|cruise|drag|female armpit hair|sorority,http://www.imdb.com/title/tt0279781/?ref_=fn_tt_tt_1,English,2002,507
Richard Curtis,274,123,628,565,Tom Hughes,About Time ,202341,1595,Lindsay Duncan,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,English,2013,105000
Yimou Zhang,248,119,611,755,Takeshi Kaneshiro,House of Flying Daggers ,92295,1244,Zhengyong Zhang,flying|flying dagger|government|police|secret,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,Mandarin,2004,0
Nicholas Jarecki,288,107,27,664,Nate Parker,Arbitrage ,41574,2440,Reg E. Cathey,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,English,2012,0
Dean Israelite,177,106,16,452,Gary Weeks,Project Almanac ,57349,1819,Sofia Black-D'Elia,found footage|teenager|time machine|time travel|video footage,http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1,English,2015,0
Darnell Martin,81,109,67,436,Cedric the Entertainer,Cadillac Records ,15412,1141,Tammy Blanchard,1950s|jazz|jazz music|sex|title directed by female,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,English,2008,0
Scott Alexander,29,81,25,931,Sarah Silverman,Screwed ,6965,3848,Sherman Hemsley,chauffeur|disorganized crime|dog|ransom|slapstick,http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1,English,2000,262
Stuart Gordon,58,95,216,1000,Christopher Lambert,Fortress ,23383,4755,Clifton Collins Jr.,escape|future|population control|prison|prisoner,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,English,1992,1000
Christopher Guest,144,86,378,957,John Michael Higgins,For Your Consideration ,12197,3535,Ed Begley Jr.,actor|internet|make up|publicist|purim,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,English,2006,650
Woody Allen,114,113,11000,537,Melanie Griffith,Celebrity ,20576,943,Greg Mottola,celebrity|journalist|lesbian kiss|strong female character|tv producer,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,English,1998,652
Ryan Murphy,132,122,708,433,Jill Clayburgh,Running with Scissors ,20000,1291,Dagmara Dominczyk,alcoholic|fame|therapist|writer|writing,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,English,2006,0
Robert Iscove,60,90,7,525,Anika Noni Rose,From Justin to Kelly ,23606,1445,Brian Dietzen,bar|florida|love|spring break|waitress,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,English,2003,0
Spike Lee,30,108,0,873,Michael Imperioli,Girl 6 ,4961,4497,Gretchen Mol,actress|neighbor|phone sex|queens new york city|sex addiction,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,English,1996,251
Jane Campion,138,113,319,1000,Jennifer Jason Leigh,In the Cut ,18632,1171,Susan Gardner,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,English,2003,656
James Gray,190,110,115,812,Isabella Rossellini,Two Lovers ,29613,1540,Samantha Ivers,jewish|love|married man|neighbor|photograph,http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1,English,2008,0
Fred Schepisi,61,109,40,5000,Bob Hoskins,Last Orders ,5016,7166,JJ Feild,ashes|butcher|friend|friendship|memory,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,English,2001,305
Joon-ho Bong,363,110,584,629,Doona Bae,The Host ,68883,1173,Ah-sung Ko,daughter|han river|monster|river|seoul,http://www.imdb.com/title/tt0468492/?ref_=fn_tt_tt_1,Korean,2006,7000
Roger Spottiswoode,2,100,55,3000,Robert Duvall,The Pursuit of D.B. Cooper ,763,4277,Paul Gleason,escape|jumping from an airplane|money|parachute|ransom,http://www.imdb.com/title/tt0082958/?ref_=fn_tt_tt_1,English,1981,135
Antonia Bird,131,101,61,769,Jeremy Davies,Ravenous ,29990,2543,David Arquette,based on true story|cannibalism|captain|mexican american war|u.s. frontier,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,English,1999,0
Jon Poll,146,97,20,21000,Robert Downey Jr.,Charlie Bartlett ,56654,22577,Hope Davis,drugs|high school|prescription drugs|private school|student,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,English,2007,0
Paolo Sorrentino,280,172,667,211,Toni Servillo,The Great Beauty ,55516,456,Serena Grandi,genitalia|male frontal nudity|male nudity|old age|party,http://www.imdb.com/title/tt2358891/?ref_=fn_tt_tt_1,Italian,2013,29000
Peter Care,78,104,0,1000,Kieran Culkin,The Dangerous Lives of Altar Boys ,12047,1292,Jake Richardson,book|boy|catholic|comic book|friend,http://www.imdb.com/title/tt0238924/?ref_=fn_tt_tt_1,English,2002,677
Chan-wook Park,469,99,0,3000,Mia Wasikowska,Stoker ,84620,5074,Harmony Korine,death|hitchcockian|psychopath|sociopath|vomiting,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,English,2013,27000
Kar-Wai Wong,194,129,0,878,Li Gong,2046 ,41496,2378,Maggie Cheung,number in title|train|woman slaps a man|woman slaps man|written by director,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,Cantonese,2004,0
Ira Sachs,121,91,60,60,David Richmond-Peck,Married Life ,8014,141,Timothy Webber,bachelor|best friend|divorce|poison|widow,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,English,2007,314
Carroll Ballard,38,100,19,706,Eamonn Walker,Duma ,6454,1579,Campbell Scott,africa|bed|boy|cheetah|south africa,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,English,2005,0
Neil Jordan,123,111,277,845,Tony Curran,Ondine ,16863,1554,Alicja Bachleda,celtic mythology|cottage|fisherman|irish|selkie,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,English,2009,0
Takeshi Kitano,81,114,0,865,Omar Epps,Brother ,18520,2126,James Shigeta,gang|gangster|subjective camera|written and directed by cast member|yakuza,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1,English,2000,0
Anthony Russo,72,86,94,693,Michael Jeter,Welcome to Collinwood ,12559,1373,Andy Davoli,boxing knockout|heist|implied sex|keys|prison,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,English,2002,423
Sidney Lumet,25,107,0,941,Kyra Sedgwick,Critical Care ,1427,3099,Albert Brooks,half sister|hospital|latex gloves|medicine|nun,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,English,1997,88
Vadim Perelman,78,90,26,797,Eva Amurri Martino,The Life Before Her Eyes ,12125,2073,Brett Cullen,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,English,2007,1000
Lawrence Kasdan,57,103,759,967,Dianne Wiest,Darling Companion ,2551,3878,Sam Shepard,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,English,2012,0
Marco Kreuzpaintner,69,120,7,662,Zack Ward,Trade ,14831,1952,Alicja Bachleda,friend|girl|mexico city|new jersey|sex,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,English,2007,0
Lajos Koltai,73,134,45,9,Marcell Nagy,Fateless ,5603,11,Bálint Péntek,bus|death|gay slur|hatred|jewish,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,Hungarian,2005,607
Alan Rudolph,42,110,18,13000,Bruce Willis,Breakfast of Champions ,6884,17417,Omar Epps,breakfast|manitoba|science fiction writer|suicide|writer,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,English,1999,458
Yimou Zhang,101,95,611,9,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",2410,18,Dahong Ni,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,Mandarin,2009,784
Vincenzo Natali,82,95,165,686,David Hewlett,Cypher ,27052,1501,Kari Matchett,brainwashing|corporate espionage|spy|suburb|surprise ending,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,English,2002,0
Chuan Lu,149,132,14,52,Ye Liu,City of Life and Death ,8429,91,Ryu Kohata,atrocity|battle|chinese|horseback riding|martial arts,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,Mandarin,2009,0
Tim Johnson,165,94,12,17000,Jim Parsons,Home ,70133,17883,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,English,2015,26000
Lijun Sun,5,89,0,970,Jon Heder,Legend of Kung Fu Rabbit ,408,1854,Rebecca Black,anthropomorphic animal|china|furry|rabbit,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,Mandarin,2011,211
Takashi Yamazaki,44,138,7,84,Takuya Kimura,Space Battleship Yamato ,4899,164,Hiroyuki Ikeuchi,alien|battleship|message|radiation|yamato,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,Japanese,2010,0
Renny Harlin,74,113,212,567,Richard Coyle,5 Days of War ,12128,708,Ana Imnadze,cameraman|epic battle|journalist|south ossetia|street shootout,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,English,2011,0
Christopher Smith,156,99,76,181,Rachael Carpani,Triangle ,64423,433,Emma Lung,deja vu|lost at sea|ship|time loop|trapped in a time loop,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,English,2009,13000
Timothy Hines,1,111,0,1000,Christopher Lambert,10 Days in a Madhouse ,314,2059,Alexandra Callas,,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,English,2015,26000
Randall Wallace,82,99,130,399,Jacob Vargas,Heaven Is for Real ,21034,663,Rob Moran,based on true story|christ|christian|near death experience|pastor,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,English,2014,23000
Guy Ritchie,151,104,0,26000,Jason Statham,Snatch ,600996,39175,Jason Flemyng,boxer|boxing|diamond|fight|gypsy,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,English,2000,27000
David Winters,3,89,49,551,Gary Daniels,Dancin' It's On ,105,895,Ginger Jensen,,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,English,2015,634
Mary Lambert,98,103,52,969,Miko Hughes,Pet Sematary ,63855,2987,Denise Crosby,cat|cemetery|maine|secret|woods,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,English,1989,0
Akira Kurosawa,25,134,0,15,Tatsuo Matsumura,Madadayo ,3466,30,Akira Terao,air raid|beer|birthday|japan|professor,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,Japanese,1993,355
Jamie Thraves,35,100,2,680,Paddy Considine,The Cry of the Owl ,3737,1780,Charlotte Sullivan,isolated house|promotion|river|small town|stalking,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,English,2009,443
Mabel Cheung,6,130,3,215,Wei Tang,A Tale of Three Cities ,117,244,Hailu Qin,,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,Chinese,2015,4
Joe Dante,183,106,287,767,Phoebe Cates,Gremlins ,142293,2053,Zach Galligan,bright light|midnight|pet|small town|water,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,English,1984,14000
George Lucas,282,125,0,11000,Harrison Ford,Star Wars: Episode IV - A New Hope ,911097,13485,Kenny Baker,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,English,1977,33000
Dan Mazer,158,109,11,22000,Robert De Niro,Dirty Grandpa ,49671,24063,Jason Mantzoukas,female removes her clothes|fondling|voyeur|voyeurism|white panties,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,English,2016,11000
David Lean,89,200,767,597,Julie Christie,Doctor Zhivago ,55816,1966,Geraldine Chaplin,bolshevik|poet|poetry|russia|russian revolution,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,English,1965,7000
Stephen Daldry,101,114,335,585,Wagner Moura,Trash ,14437,679,Daniel Zettel,bible|key|poverty|slum|wallet,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,Portuguese,2014,0
Kenny Ortega,128,112,197,755,Lucas Grabeel,High School Musical 3: Senior Year ,43795,3507,Corbin Bleu,basketball|curtain call|graduation|high school|high school senior,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,English,2008,0
David O. Russell,410,116,737,23000,Christian Bale,The Fighter ,275869,23811,Melissa McMeekin,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,English,2010,36000
Jeff Tremaine,104,92,79,608,Bam Margera,Jackass Number Two ,56595,1853,Chris Pontius,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,English,2006,641
Jonathan Lynn,54,120,36,886,Fred Gwynne,My Cousin Vinny ,82743,3280,Lane Smith,alabama|jail|judicial system|lawyer|trial,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,English,1992,7000
R.J. Cutler,141,107,15,17000,Chloë Grace Moretz,If I Stay ,83893,20466,Stacy Keach,car accident|coma|out of body experience|reference to the exploited|teenage girl,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,English,2014,15000
Brian Trenchard-Smith,30,92,53,84,Zoe Ventoura,Drive Hard ,3104,179,Christopher Sommers,,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,English,2014,774
David S. Ward,57,107,42,1000,Corbin Bernsen,Major League ,49007,3435,Rene Russo,cleveland indians|league|manager|owner|team,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,English,1989,0
Oliver Parker,56,100,32,785,Lily Cole,St. Trinian's ,18220,3135,Tamsin Egerton,2000s|female protagonist|reward|school|st trinian's,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,English,2007,0
Joel Schumacher,216,81,541,991,Radha Mitchell,Phone Booth ,207934,2562,Richard T. Jones,phone booth|publicist|single set production|sniper|sniper rifle,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,English,2002,0
Adam Shankman,80,101,163,683,Lauren German,A Walk to Remember ,162701,2436,Paz de la Huerta,community service|love|punishment|school|student,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,English,2002,19000
Tim Robbins,77,122,0,276,Lois Smith,Dead Man Walking ,73193,903,Robert Prosky,death|execution|nun|solitary confinement|visit,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,English,1995,0
Roger Kumble,101,97,16,4000,Sarah Michelle Gellar,Cruel Intentions ,149222,6223,Eric Mabius,bet|revenge|seduction|virgin|wager,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,English,1999,0
Kevin Greutert,156,92,52,723,Costas Mandylor,Saw VI ,76207,3101,George Newbern,deception|flash photography|game of death|jigsaw|pig mask,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,English,2009,0
Mel Brooks,48,92,0,1000,Madeline Kahn,History of the World: Part I ,36559,3931,Dom DeLuise,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,English,1981,0
Gina Prince-Bythewood,109,110,107,664,Nate Parker,The Secret Life of Bees ,19440,3376,Jennifer Hudson,beekeeping|insect in title|racism|sister|south carolina,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,English,2008,0
Rob Pritts,62,86,5,584,Vincent Pastore,Corky Romano ,10966,3850,Peter Berg,fbi|mafia|mobster|undercover|veterinarian,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,English,2001,365
Brian De Palma,33,91,0,636,Steven Bauer,Raising Cain ,9903,1852,Gregg Henry,hitchcockian|long tracking shot|psychologist|psychology|wig,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,English,1992,541
Norman Jewison,20,145,278,13000,Sylvester Stallone,F.I.S.T. ,5561,14735,Rod Steiger,1930s|driving through a gate|funeral|senator|trade union,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,English,1978,745
Tobe Hooper,52,100,365,425,Louise Fletcher,Invaders from Mars ,5187,1661,William Bassett,alien|boy|nurse|school|school nurse,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,English,1986,902
John Crowley,351,111,34,838,Julie Walters,Brooklyn ,73249,995,Eva Birthistle,1950s|immigrant|irish|irish accent|torn between two worlds,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,English,2015,36000
Stanley Kubrick,124,184,0,385,Ryan O'Neal,Barry Lyndon ,101627,1104,Hardy Krüger,18th century|england|rise and fall|rural setting|wealth,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,English,1975,0
Brendan Malloy,37,89,2,799,Lee Majors,Out Cold ,14656,4291,Thomas Lennon,alaska|mountain|ski resort|snowboard|snowboarding,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,English,2001,0
Reginald Hudlin,58,84,71,8000,Will Ferrell,The Ladies Man ,10777,10982,Tim Meadows,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,English,2000,671
Dustin Hoffman,175,98,0,358,Luke Newberry,Quartet ,15684,1114,Pauline Collins,divorced couple|opera|reference to giuseppe verdi|retirement|senility,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,English,2012,13000
Gregory Poirier,75,95,5,1000,Shannon Elizabeth,Tomcats ,15427,2729,David Ogden Stiers,box office flop|critically bashed|dominatrix|friend|money,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,English,2001,449
