num_critic_for_reviews,actor_2_name,gross,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,budget,imdb_score
107,Zooey Deschanel,14015786,Jake Gyllenhaal,The Good Girl ,Tim Blake Nelson,3,dysfunctional marriage|marijuana|small town|store|trying to conceive,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,USA,5000000,6.5
28,Richard Howland,,Colm Feore,Bon Cop Bad Cop ,Sarain Boylan,2,border|hockey|killer|police|tattoo,http://www.imdb.com/title/tt0479647/?ref_=fn_tt_tt_1,Canada,8000000,7.0
91,Julie Benz,10269307,Norman Reedus,The Boondock Saints II: All Saints Day ,Clifton Collins Jr.,0,final showdown|ireland|justice|priest|sheep,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,USA,8000000,6.3
55,Omar Metwally,,Alexandra Maria Lara,The City of Your Final Destination ,Diego Velazquez,1,child|student|university|widow|writer,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1,USA,8300000,6.4
231,Ben Falcone,17536788,Christopher Nicholas Smith,Enough Said ,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,USA,8000000,7.1
262,Dan Byrd,58401464,Emma Stone,Easy A ,Fred Armisen,1,gay|gay interest|high school|school|student,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,USA,8000000,7.1
7,Joe Morton,8880705,Jada Pinkett Smith,The Inkwell ,Larenz Tate,0,fire|marriage|martha's vineyard|teenager|vacation,http://www.imdb.com/title/tt0110137/?ref_=fn_tt_tt_1,USA,,6.5
196,Udo Kier,8279017,Eddie Izzard,Shadow of the Vampire ,Catherine McCormack,1,actor|breasts|film actress|nosferatu|vampire,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,UK,8000000,6.9
83,Thomas McDonell,10106233,Cameron Monaghan,Prom ,Aimee Teegarden,0,decoration|father daughter relationship|high school|prom|teenager,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,USA,8000000,5.4
18,Michael Rapaport,,Mark Margolis,The Pallbearer ,Carol Kane,2,bachelor party|directorial debut|funeral|pallbearer|wedding,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,USA,8000000,4.9
11,Nia Long,4692814,Barry Corbin,Held Up ,Jake Busey,2,hold up|hostage|stockholm syndrome|swat team|vegetarian,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,USA,8000000,5.1
72,John de Lancie,5018450,Harold Perrineau,Woman on Top ,Mark Feuerstein,0,cross dresser|food|friend|motion sickness|restaurant,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,USA,8000000,5.3
51,Vanessa Redgrave,25967000,Anthony Hopkins,Howards End ,Samuel West,3,england|friendship|prejudice|upper class|working class,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,UK,,7.5
18,Joseph Gilgun,,Dominic Cooper,Preacher             ,Ruth Negga,0,heaven and hell|preacher|supernatural|vampire|vertigo comics,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1,,,8.3
328,Tom Noonan,3442820,Jennifer Jason Leigh,Anomalisa ,David Thewlis,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,USA,8000000,7.3
248,Imelda Staunton,3205244,Jim Broadbent,Another Year ,Phil Davis,0,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,UK,10000000,7.3
128,Isabelle Huppert,3076425,Catherine Deneuve,8 Women ,Emmanuelle Béart,1,cook|industrialist|secret|snowstorm|suspect,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,France,8000000,7.1
45,Tia Carrere,2275557,Cary-Hiroyuki Tagawa,Showdown in Little Tokyo ,Vernee Watson,2,bare chested male|detective|electric torture|japanese american|yakuza,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,USA,8000000,6.0
49,Vince Vieluf,1789892,Janeane Garofalo,Clay Pigeons ,Kevin Rahm,1,breasts|serial killer|small town|vomiting|widow,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,Germany,8000000,6.6
163,Jeremy Davies,6350058,Zoë Kravitz,It's Kind of a Funny Story ,Jim Gaffigan,3,based on novel|depression|psychiatric ward|suicide attempt|therapy,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,USA,8000000,7.2
163,Robbie Kay,1094798,Bob Hoskins,Made in Dagenham ,Sally Hawkins,6,equal pay|machinist|minister|protest|sex,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,UK,7200000,7.2
90,Jim Broadbent,1071240,Colin Firth,When Did You Last See Your Father? ,Gina McKee,2,cancer|children|death|terminal cancer|time,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,UK,8000000,6.9
23,Laurel Holloman,532190,Kurtwood Smith,Prefontaine ,Amy Locane,2,long distance runner|olympics|oregon|runner|watching television,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,USA,8000000,6.8
17,Marina Sirtis,,Faye Dunaway,The Wicked Lady ,John Gielgud,0,female nudity|highwayman|nell gwynne|nudity|whipping,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,UK,8000000,4.0
118,Mick Lally,686383,Sean Lennon,The Secret of Kells ,Evan McGuire,0,barbarian|fairy|forest|monastery|unfinished book,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,France,6500000,7.7
283,Karen Pittman,16168741,James Corden,Begin Again ,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,USA,8000000,7.4
74,Bruce Dern,568695,Hunter Parrish,Down in the Valley ,Rory Culkin,2,beach|cowboy|cowboy hat|neo western|valley,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,USA,8000000,6.5
41,Tony Devon,398420,Jerry Ferrara,Brooklyn Rules ,Alexa Havins,3,1980s|friend|friendship|loyalty|mafia,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,USA,8000000,6.4
17,Hayley Atwell,,Rufus Sewell,Restless ,Charlotte Rampling,2,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,UK,,7.2
66,Robin Wright,336456,Robert Downey Jr.,The Singing Detective ,Alfre Woodard,2,detective|detective novel|fantasy sequence|hallucination|writer,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,USA,8000000,5.6
36,Catherine McCormack,146083,Anna Friel,The Land Girls ,Steven Mackintosh,3,dorset|farm|friend|love|women's land army,http://www.imdb.com/title/tt0119494/?ref_=fn_tt_tt_1,UK,,6.3
140,Henry Czerny,298110,Alexia Fast,Fido ,Kesun Loder,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,Canada,8000000,6.8
32,Eddie Griffin,127144,Will Ferrell,The Wendell Baker Story ,Jacob Vargas,4,directorial debut|fantasy sequence|nurse|old age home|prison,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,USA,8000000,5.5
68,Rupert Everett,117190,Rupert Grint,Wild Target ,Geoff Bell,4,apprentice|assassin|hitman|kleptomaniac|thief,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,UK,8000000,6.9
