director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,title_year,imdb_score
Andrew Morahan,32,5,535,13829734,Christopher Lambert,Highlander: The Final Dimension ,16194,2960,Mario Van Peebles,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79,English,PG-13,26000000,1994,4.3
Bob Rafelson,42,30,223,1075288,Harold Perrineau,Blood and Wine ,7772,2228,Judy Davis,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,55,English,R,22000000,1996,6.1
Michael Cohn,22,2,512,,David Conrad,Snow White: A Tale of Terror ,8118,2170,Monica Keena,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,69,English,R,26000000,1997,6.3
Woody Allen,116,11000,277,7496522,Woody Allen,The Curse of the Jade Scorpion ,31798,12534,Peter Gerety,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,178,English,PG-13,26000000,2001,6.8
David O. Russell,56,737,816,,Jake Gyllenhaal,Accidental Love ,5006,19068,Beverly D'Angelo,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,28,English,PG-13,26000000,2015,4.0
Alan Shapiro,23,0,26,20047715,Paul Hogan,Flipper ,8008,616,Jessica Wesson,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,English,PG,25530000,1996,5.2
Tarsem Singh,178,763,523,12276810,Ryan Reynolds,Self/less ,57674,17847,Sandra Ellis Lafferty,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,126,English,PG-13,26000000,2015,6.5
Fernando Meirelles,226,353,151,33565375,Archie Panjabi,The Constant Gardener ,111351,1565,Donald Sumpter,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,568,English,R,15000000,2005,7.5
Mel Gibson,406,0,113,499263,Christo Jivkov,The Passion of the Christ ,179235,705,Hristo Shopov,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,2814,Aramaic,R,30000000,2004,7.1
Chris Columbus,57,0,711,219200000,Robin Williams,Mrs. Doubtfire ,181380,52201,Matthew Lawrence,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,223,English,PG-13,25000000,1993,6.9
Barry Levinson,100,272,628,172825435,Tom Cruise,Rain Man ,383784,12285,Beth Grant,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,English,R,25000000,1988,8.0
Clint Eastwood,366,16000,198,148085755,Clint Eastwood,Gran Torino ,561773,17347,Ahney Her,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871,English,R,33000000,2008,8.2
Oliver Stone,242,0,655,25517500,Toby Jones,W. ,40941,4264,Bruce McGill,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,320,English,PG-13,25100000,2008,6.4
Pierre Morel,309,180,485,145000989,Liam Neeson,Taken ,483756,16461,Xander Berkeley,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,974,English,PG-13,25000000,2008,7.9
Michael Hoffman,85,97,437,26761283,Luke Bracey,The Best of Me ,43084,3197,Clarke Peters,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,99,English,PG-13,26000000,2014,6.7
Mick Jackson,48,81,164,121945720,Bill Cobbs,The Bodyguard ,89972,2551,DeVaughn Nixon,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,126,English,R,25000000,1992,6.1
Steven Spielberg,174,14000,212,96067179,Liam Neeson,Schindler's List ,865020,15233,Caroline Goodall,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,1273,English,R,22000000,1993,8.9
Tate Taylor,373,150,2000,169705587,Emma Stone,The Help ,318955,23227,Mike Vogel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,PG-13,25000000,2011,8.1
Bill Condon,224,386,203,3254172,Benedict Cumberbatch,The Fifth Estate ,29282,36337,Jamie Blackley,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,English,R,28000000,2013,6.2
Raja Gosnell,94,67,596,84185387,Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashed ,33180,7800,Tim Blake Nelson,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,English,PG,80000000,2004,4.9
Oleg Stepchenko,25,0,48,,Jason Flemyng,Viy ,3170,1166,Agnia Ditkovskite,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,18,Russian,,26000000,2014,5.4
Ronny Yu,273,31,662,82163317,Katharine Isabelle,Freddy vs. Jason ,89101,4692,Zack Ward,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,885,English,R,30000000,2003,5.8
Michael Winterbottom,78,187,127,,Cara Delevingne,The Face of an Angel ,2863,1041,Sara Stewart,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,25,English,Not Rated,,2014,4.7
John A. Davis,66,8,179,80920948,Martin Short,Jimmy Neutron: Boy Genius ,23943,2251,Andrea Martin,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,English,G,30000000,2001,6.0
Matt Reeves,459,198,387,80034302,Mike Vogel,Cloverfield ,296787,3958,Liza Lapira,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,2192,English,PG-13,25000000,2008,7.0
Michael Pressman,68,34,445,78656813,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,Ernie Reyes Jr.,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,English,PG,25000000,1991,6.0
Brian De Palma,123,0,188,76270454,Robert De Niro,The Untouchables ,219008,22767,Charles Martin Smith,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418,English,R,25000000,1987,7.9
Ethan Coen,488,1000,883,74273505,Kelly Macdonald,No Country for Old Men ,612060,4738,Barry Corbin,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518,English,R,25000000,2007,8.1
Tim Story,146,167,460,134141530,Bruce McGill,Ride Along ,75903,2394,Bryan Callen,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,PG-13,25000000,2014,6.2
Sharon Maguire,168,11,887,71500556,Colin Firth,Bridget Jones's Diary ,171568,16999,Shirley Henderson,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,571,English,R,26000000,2001,6.7
Lasse Hallström,152,529,163,71309760,Lena Olin,Chocolat ,150308,1323,Hugh O'Conor,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,498,English,PG-13,25000000,2000,7.3
Charles Herman-Wurmfeld,133,0,643,89808372,Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde ",46417,3500,Bob Newhart,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,297,English,PG-13,45000000,2003,4.6
Andy Fickman,139,99,433,77264926,Bailee Madison,Parental Guidance ,21176,5740,Tom Everett Scott,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,English,PG,25000000,2012,6.1
Ivan Reitman,245,425,766,70625986,Natalie Portman,No Strings Attached ,168717,22739,Mindy Kaling,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,R,25000000,2011,6.2
George P. Cosmatos,84,170,472,56505065,Michael Biehn,Tombstone ,95241,4453,Powers Boothe,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,439,English,R,25000000,1993,7.8
Andrzej Bartkowiak,70,43,775,55973336,Jet Li,Romeo Must Die ,57040,9082,Aaliyah,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,English,R,25000000,2000,6.1
Richard Donner,154,503,108,,Lee Remick,The Omen ,80958,673,Billie Whitelaw,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,310,English,R,2800000,1976,7.6
James Wong,216,70,318,54098051,Chelan Simmons,Final Destination 3 ,102861,2420,Crystal Lowe,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571,English,R,25000000,2006,5.8
Scott Hicks,170,96,204,60443237,Blythe Danner,The Lucky One ,76882,1852,Jay R. Ferguson,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,106,English,PG-13,25000000,2012,6.5
Gabor Csupo,181,47,3000,82234139,Josh Hutcherson,Bridge to Terabithia ,110390,28071,Bailee Madison,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,522,English,PG,17000000,2007,7.2
Marc Forster,226,395,2000,51676606,Johnny Depp,Finding Neverland ,174591,58823,Kelly Macdonald,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,English,PG,25000000,2004,7.8
Tyler Perry,24,0,400,52528330,Alicia Witt,A Madea Christmas ,4265,3202,Larry the Cable Guy,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27,English,PG-13,25000000,2013,4.7
Joe Carnahan,408,248,726,51533608,Liam Neeson,The Grey ,203111,16606,James Badge Dale,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,R,25000000,2011,6.8
John Polson,180,21,317,51097664,Robert De Niro,Hide and Seek ,70205,23328,Robert John Burke,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,450,English,R,30000000,2005,5.9
Adam McKay,181,285,7000,84136909,Darcy Donavan,Anchorman: The Legend of Ron Burgundy ,267921,656730,Steve Carell,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,English,PG-13,26000000,2004,7.2
Martin Scorsese,192,17000,635,46836394,Robert De Niro,Goodfellas ,728685,24783,Paul Sorvino,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989,English,R,25000000,1990,8.7
Harald Zwart,79,91,434,47285499,Daniel Roebuck,Agent Cody Banks ,26755,3037,Chris Gauthier,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,English,PG,26000000,2003,5.0
Kirk Jones,128,52,579,47124400,Colin Firth,Nanny McPhee ,49676,17278,Imelda Staunton,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,English,PG,25000000,2005,6.6
Brian De Palma,147,0,638,44700000,Al Pacino,Scarface ,537442,16464,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851,English,R,25000000,1983,8.3
Steve Oedekerk,49,176,468,44455658,Kelly Preston,Nothing to Lose ,36253,2457,Rebecca Gayheart,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92,English,R,25000000,1997,6.7
Bernardo Bertolucci,75,973,400,43984230,Cary-Hiroyuki Tagawa,The Last Emperor ,70274,2451,Victor Wong,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133,English,PG-13,23000000,1987,7.8
