director_name,duration,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,content_rating,title_year,aspect_ratio
Peter Atencio,100,415,Will Forte,20566327,Action|Comedy,Nia Long,15385,Keegan-Michael Key,2,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,USA,R,2016,2.35
Shana Feste,117,461,Cinda McCain,20218921,Drama|Music,Leighton Meester,14814,Tim McGraw,4,country music|panties|pink panties|relapse|songwriter,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,Official site,PG-13,2010,2.35
David Nutter,84,918,Ethan Embry,17411331,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,17328,Katharine Isabelle,3,blue ribbon|high school|jacket|jock|yogurt,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,Australia,R,1998,1.85
Derek Cianfrance,140,619,Ben Mendelsohn,21383298,Crime|Drama|Thriller,Ryan Gosling,187170,Angelo Anthony Pizza,3,bank|carnival|motorcycle|police|rookie cop,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,USA,R,2012,2.35
Roger Donaldson,108,537,Akie Kotabe,24984868,Action|Crime|Thriller,Luke Bracey,50056,Will Patton,2,critically bashed|premarital sex|sex scene|sex standing up|stripper,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,USA,R,2014,2.35
Stephan Elliott,109,159,Patrick Bergin,16459004,Drama|Mystery|Thriller,Jason Priestley,13320,Geneviève Bujold,1,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,Canada,R,1999,2.35
Kathryn Bigelow,131,383,Christian Camargo,15700000,Drama|History|Thriller|War,Jeremy Renner,332065,Brian Geraghty,0,army|bomb|dangerous job|death|iraq,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,USA,R,2008,1.85
Mark L. Lester,114,563,George C. Scott,15100000,Action|Horror|Sci-Fi|Thriller,Heather Locklear,22797,David Keith,1,captain|experiment|fire|psychic|secret government agency,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,USA,R,1984,2.35
Andrew Dominik,97,748,Sam Shepard,14938570,Crime|Thriller,Brad Pitt,111625,Ben Mendelsohn,1,exploding car|hit by a car|poker game|punched in the face|shot to death,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,USA,R,2012,2.35
Anton Corbijn,122,123,Nina Hoss,17237244,Crime|Drama|Thriller,Philip Seymour Hoffman,57210,Homayoun Ershadi,3,intelligence|intelligence agency|secret service|surveillance camera|war on terror,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,UK,R,2014,2.35
Tom Green,87,484,Harland Williams,14249005,Comedy,Rip Torn,39788,Eddie Kaye Thomas,1,animator|bamboo cane|cartoonist|sausage|slacker,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,USA,R,2001,1.85
Mike Nawrocki,85,23,Cam Clarke,12701880,Adventure|Animation|Comedy|Family,Yuri Lowenthal,2037,Phil Vischer,0,17th century|king|pirate|vegetable|waiter,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,USA,G,2008,1.85
Catherine Owens,85,44,The Edge,10353690,Documentary|Music,Bono,2673,Larry Mullen Jr.,0,3d in title|digit in title|rock band|rocker|u2,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,USA,G,2007,1.78
Douglas Aarniokoski,101,377,Adrian Paul,12801190,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,16340,Adam Copeland,1,battle|explosion|immortal|revenge|sequel to cult film,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,USA,R,2000,2.35
Bryan Barber,121,526,Faizon Love,12549485,Crime|Drama|Musical|Romance,Cicely Tyson,4603,Bobb'e J. Thompson,4,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,USA,R,2006,2.35
Lone Scherfig,107,358,Jim Sturgess,13766014,Drama|Romance,Anne Hathaway,106111,Rafe Spall,0,23 year time span|accidental death|best friend|loss of loved one|male female friendship,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,USA,PG-13,2011,2.35
Drew Barrymore,111,727,Jimmy Fallon,13034417,Drama|Sport,Daniel Stern,55665,Alia Shawkat,1,beauty pageant|friend|pageant|roller derby|texas,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35
Brian Koppelman,92,366,Tom Noonan,11632420,Crime|Drama|Thriller,Vin Diesel,19768,Kevin Gage,1,mob|mobster|money|montana|sheriff,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,USA,R,2001,2.35
James Foley,97,308,Brian Van Holt,12212417,Crime|Thriller,Louis Lombardi,30643,Leland Orser,3,con|grifter|lap dance|organized crime|shot in the forehead,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,USA,R,2003,2.35
Albert Brooks,97,745,Bradley Whitford,11614236,Comedy,Jeff Bridges,9294,Albert Brooks,2,directed by star|muse|satire|screenwriter|tiffany's,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,USA,PG-13,1999,1.37
Irwin Winkler,125,65,Keith Allen,13337299,Biography|Drama|Music|Musical,Kevin McNally,9649,Sandra Nelson,7,cole porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,USA,PG-13,2004,2.35
Woody Allen,124,563,Larry David,10763469,Comedy|Drama|Romance,Woody Allen,13692,Mia Farrow,0,12 year old|artist|hotel|three word title|written and directed by cast member,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,USA,PG,1989,1.85
Steve Gomer,76,47,Kyla Pratt,11144518,Adventure|Family,Trevor Morgan,2724,Shirley Douglas,0,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,Canada,G,1998,1.85
RZA,107,353,RZA,15608545,Action,Rick Yune,53471,Daniel Wu,3,blacksmith|box office flop|chop socky|critically bashed|village,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,USA,R,2012,2.35
Dean Parisot,91,629,Jake Busey,10443316,Comedy|Drama|Romance,Catherine O'Hara,7159,Shelley Duvall,2,baby|infidelity|pilot|pregnant|waitress,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,USA,PG-13,1998,1.85
Mark Piznarski,96,670,Chris Klein,10494147,Drama|Romance,Bruce Greenwood,7403,Elaine Hendrix,1,diner|love|private school|school|small town,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
Terry Gilliam,142,1000,Bob Hoskins,9929000,Drama|Sci-Fi,Robert De Niro,152306,Jim Broadbent,0,black comedy|bureaucracy|dream|terrorist|wrongful arrest,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,UK,R,1985,1.85
Sean McNamara,103,782,Rebecca De Mornay,10411980,Family|Music|Romance,Oliver James,22649,Jason Ritter,0,music school|scholarship|small town|stage fright|three word title,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,USA,PG,2004,2.35
,60,186,Nicole de Boer,,Drama|Fantasy|Mystery|Sci-Fi,David Ogden Stiers,7122,Chris Bruno,1,psychic|psychic power|psychometry|spin off|supernatural power,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,Canada,TV-14,,
Joel Coen,117,12000,Jeff Bridges,17439163,Comedy|Crime,Philip Seymour Hoffman,537419,Steve Buscemi,1,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Craig Brewer,116,539,Michael Raymond-James,9396487,Drama|Music,Justin Timberlake,52421,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,USA,R,2006,2.35
Ron Shelton,118,274,Dash Mihok,9059588,Crime|Drama|Romance|Thriller,Khandi Alexander,17261,Michael Michele,1,corrupt|criminal|investigation|lapd|police,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,USA,R,2002,2.35
Michael Winterbottom,108,254,Archie Panjabi,9172810,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,24150,Dan Futterman,0,fbi|journalist|missing|pakistan|reporter,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,USA,R,2007,2.35
David Raynr,94,612,Jodi Lyn O'Keefe,8735529,Comedy|Drama|Romance,James Franco,8055,Marla Sokoloff,4,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
Mort Nathan,97,461,Lin Shaye,8586376,Comedy,Vivica A. Fox,26598,Bob Gunton,4,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,USA,R,2002,1.85
Oliver Parker,97,692,Tom Wilkinson,8378141,Comedy|Drama|Romance,Colin Firth,18966,Rupert Everett,5,comedy of manners|false identity|farce|love|period drama,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,UK,PG,2002,2.35
Dan Curtis,99,224,Campbell Scott,,Fantasy|Romance,Jennifer Jason Leigh,1465,Estelle Parsons,1,antique|desk|letter|love|time travel,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,USA,Unrated,1998,1.33
Wil Shriner,91,596,Neil Flynn,8080116,Adventure|Comedy|Family,Logan Lerman,6562,Tim Blake Nelson,0,fight|florida|montana|owl|school,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,USA,PG,2006,1.85
Martin McDonagh,107,39,Anna Madeley,7757130,Comedy|Crime|Drama,Elizabeth Berrington,307639,Eric Godon,1,bruges|bullet|hope|irish|tourist,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,UK,R,2008,2.35
Tina Gordon Chism,95,426,S. Epatha Merkerson,9123834,Comedy|Romance,Tyler James Williams,4065,Diahann Carroll,6,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35
Peter Cattaneo,102,1000,Bradley Cooper,6409206,Comedy|Music,Emma Stone,32311,Josh Gad,4,20 years later|drummer|hdtv|rock band|rock star,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,USA,PG-13,2008,1.85
Vicky Jenson,88,360,Zach Gilford,6373693,Comedy|Romance,J.K. Simmons,11498,Bobby Coleman,1,graduation|graduation speech|title directed by female|tv studio|unemployment,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,USA,PG-13,2009,1.85
Gus Van Sant,106,363,Hal Holbrook,7556708,Drama,Matt Damon,30284,Terry Kinney,1,corporate greed|corporation|natural gas|salesman|small town,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,USA,R,2012,1.85
Woody Allen,92,386,Michael McKean,5306447,Comedy|Romance,Larry David,58967,Conleth Hill,1,atheist|limp|quantum mechanics|religion|runaway,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,USA,PG-13,2009,1.85
Mary Lambert,105,275,Susan Ward,5217498,Drama|Mystery|Thriller,Matthew Settle,3668,A.J. Buckley,4,clique|country club|female protagonist|lip gloss|title directed by female,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
Tommy Lee Jones,107,289,Dwight Yoakam,5023275,Adventure|Crime|Drama|Mystery|Western,Levon Helm,34194,Guillermo Arriaga,2,cemetery|friend|journey|mexico|promise,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,France,R,2005,2.35
Peter Kassovitz,120,693,Mark Margolis,4956401,Drama|War,Robin Williams,12601,Michael Jeter,2,german|ghetto|hope|nazi|radio,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,France,PG-13,1999,1.85
Shane Black,103,611,Corbin Bernsen,4235837,Comedy|Crime|Mystery,Robert Downey Jr.,175962,Larry Miller,2,actor|detective sergeant|hotel|nightclub|thief,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,USA,R,2005,2.35
Rodman Flender,92,577,Fred Willard,4002955,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,33745,Elden Henson,0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,USA,R,1999,1.85
David Lynch,147,669,Robert Forster,7219578,Drama|Mystery|Thriller,Naomi Watts,235992,Laura Harring,1,amnesia|car accident|female protagonist|lesbian sex|loss of memory,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,France,R,2001,1.85
Katja von Garnier,98,220,Agnes Bruckner,3525161,Drama|Fantasy|Horror|Romance,Olivier Martinez,15388,Chris Geere,0,colorado|love|murder|rocky mountains|werewolf,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35
Woody Allen,98,557,Naomi Watts,3247816,Comedy|Drama|Romance,Anthony Hopkins,36145,Ewen Bremner,0,call girl|charlatan|fortune teller|manuscript|writer,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,USA,R,2010,1.85
Mark Romanek,103,844,Charlie Rowe,2412045,Drama|Romance|Sci-Fi,Andrew Garfield,109873,Charlotte Rampling,0,boarding school|childhood|love|love triangle|organ donation,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,UK,R,2010,2.35
,286,527,Tom Hollander,,Drama|History|Thriller,Anna Silk,3828,Alessandro Nivola,3,cia|mole|revolution|spy|ussr,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,USA,,,1.78
Brad Anderson,111,25,Eduardo Noriega,2203641,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,42792,Mac McDonald,0,35 mm digital camera|drugs|murder|train|travel,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,Spain,R,2008,2.35
Michael Chapman,98,90,Pamela Reed,1953732,Adventure|Drama|Fantasy,Curtis Armstrong,4996,Mike Muscat,0,cave bear|cro magnon|neanderthal|survival|tradition,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,USA,R,1986,2.35
Antonio Banderas,111,617,Elizabeth Perkins,1954202,Comedy|Crime|Drama,Meat Loaf,5917,Noah Emmerich,0,abusive husband|alabama|boy|dream|sheriff,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,USA,PG-13,1999,2.35
Michael Haneke,111,287,Siobhan Fallon Hogan,1294640,Crime|Drama|Horror|Thriller,Naomi Watts,69569,Brady Corbet,0,breaking the fourth wall|looking at the camera|remake|serial killer|violence,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,USA,R,2007,1.85
Khalil Sullins,100,46,Kalim Chandler,,Drama|Sci-Fi|Thriller,Thomas Stroppel,1933,Amber Marie Bollinger,0,divorce papers|fainting|mind control|playground|technology,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,Cambodia,,2014,2.35
Atom Egoyan,116,71,Elaine Cassidy,819852,Drama|Thriller,Bob Hoskins,6690,Gerard McSorley,0,caterer|catering|chef|friend|lawn mower,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,Canada,PG-13,1999,2.35
Fritz Lang,145,18,Gustav Fröhlich,26435,Drama|Sci-Fi,Brigitte Helm,111841,Rudolf Klein-Rogge,1,art deco|bible quote|dance|silent film|worker,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,Germany,Not Rated,1927,1.33
Pierre Morel,84,58,Cyril Raffaelli,1197786,Action|Crime|Thriller,David Belle,55928,Dany Verissimo-Petit,2,bomb|gang|police|sister|undercover cop,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,France,R,2004,2.35
Gary Fleder,115,642,Bill Cobbs,529766,Crime|Drama,Steve Buscemi,22345,Treat Williams,2,death|finger gun|video message|what happened to epilogue|wheelchair,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,USA,R,1995,1.85
Hsiao-Hsien Hou,105,56,Chen Chang,613556,Action|Drama,Qi Shu,9427,Satoshi Tsumabuki,1,black magic|china|love|refusal to kill|wuxia,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,Taiwan,Not Rated,2015,1.37
Gregor Jordan,98,730,Scott Glenn,353743,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,20730,Leon,1,berlin wall|germany|murder|soldier|specialist,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,UK,R,2001,2.35
Andrey Zvyagintsev,99,9,Vladimir Garin,502028,Drama|Mystery|Thriller,Konstantin Lavronenko,31589,Nataliya Vdovina,0,boy|photograph|return|russian|wilderness,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,Russia,Unrated,2003,1.85
Tony Jaa,110,7,Petchtai Wongkamlao,102055,Action,Nirut Sirichanya,24570,Sarunyu Wongkrachang,0,cult film|elephant|jungle|martial arts|stylized violence,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,Thailand,R,2008,2.35
Neil Marshall,97,570,JJ Feild,122288,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,64777,Dave Legeno,0,mushroom|mute|roman soldier|screaming|wood carving,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,UK,R,2010,2.35
Russell Mulcahy,88,40,Gina Bellman,,Action|Drama|Thriller,Christopher Heyerdahl,2699,Conrad Dunn,0,assassin|die hard scenario|rangefinder|soldier|veteran,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,Canada,R,1996,2.35
Ryûhei Kitamura,103,1000,Brooke Shields,73548,Fantasy|Horror|Mystery,Bradley Cooper,47574,Leslie Bibb,0,butcher|girlfriend|mute character|photographer|subway,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,USA,R,2008,2.35
Darrell Roodt,104,2,Wendy Crewson,,Biography|Drama|History,Jennifer Hudson,609,Aubrey Poo,2,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,South Africa,R,2011,
Dito Montiel,90,642,Al Pacino,28870,Crime|Drama|Thriller,Channing Tatum,14280,Tracy Morgan,5,housing project|letter|man with glasses|murder|subjective camera,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,USA,R,2011,2.35
Stefan Ruzowitzky,105,125,Udo Kier,22723,Action|Comedy|Drama|War,Eddie Izzard,2236,Edward Fox,1,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,Germany,PG-13,2001,2.35
Jake Paltrow,93,66,Gael Le Cornec,20380,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,7519,Keith Allen,1,commercial|dream|dreaming|girl|new york city,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,USA,R,2007,1.85
Juraj Jakubisko,141,576,Hans Matheson,,Biography|Drama|Fantasy|History,Anna Friel,3425,Franco Nero,1,bathory|countess|female protagonist|legend|virgin blood,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,Slovakia,R,2008,2.35
Anthony Silverston,85,912,Steve Buscemi,,Adventure|Animation|Family,Liam Neeson,4006,Loretta Devine,0,herd|ostrich|waterhole|wildebeest|zebra,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,South Africa,Not Rated,2013,
Gabe Ibáñez,109,537,Robert Forster,,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,41638,Melanie Griffith,0,child hitman|dystopia|future|robot|self repair,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,Bulgaria,R,2014,2.35
Gerry Lively,105,51,Lucy Gaskell,,Action|Adventure|Fantasy,Bruce Payne,5018,Steven Elder,0,combat|helmet|martial arts|medieval times|violence,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,Germany,Not Rated,2005,1.78
Daniele Luchetti,98,50,Rodrigo De la Serna,,Biography,Maximilian Dirr,80,Ferdinando Vetere,0,,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,Italy,,2015,
Tung-Shing Yee,119,19,Daniel Wu,,Action|Crime|Drama|Thriller,Bingbing Fan,9177,Yasuaki Kurata,4,chinese|gang|gratitude|immigrant|japan,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,Hong Kong,R,2009,2.35
Julien Temple,124,303,Dexter Fletcher,,Biography|Drama,Samantha Morton,695,Linus Roache,1,betrayal|french revolution|friendship|poet|revolution,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,UK,PG-13,2000,
Harold Ramis,101,512,Chris Elliott,70906973,Comedy|Fantasy|Romance,Bill Murray,437418,Willie Garson,1,cult film|existentialism|groundhog day|time loop|trapped in a time loop,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,USA,PG,1993,1.85
Gregory Jacobs,115,642,Channing Tatum,66009973,Comedy|Drama|Music,Matt Bomer,38202,Kevin Nash,3,male bonding|male friendship|male objectification|muscular|stripper,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,USA,R,2015,2.35
Baz Luhrmann,120,954,Harold Perrineau,46338728,Drama|Romance,Leonardo DiCaprio,167750,Brian Dennehy,2,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,USA,PG-13,1996,2.35
Gilles Paquet-Brenner,111,121,Aidan Quinn,7691700,Drama|War,Kristin Scott Thomas,12937,Arben Bajraktaraj,2,apartment|escape|jewish family|journalist|key,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,France,PG-13,2010,2.35
Peter Cousens,94,124,David Rasche,,Drama|Family|Music,Sharon Leal,993,Bart Shatto,2,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,USA,R,2014,
Clint Eastwood,131,638,Morgan Freeman,101157447,Drama|Western,Clint Eastwood,277505,Frances Fisher,1,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,USA,R,1992,2.35
Lars von Trier,139,236,Jeremy Davies,74205,Drama,Bryce Dallas Howard,18646,Jean-Marc Barr,1,cotton|female frontal nudity|flogging|gangster|slavery,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,Denmark,Not Rated,2005,2.35
Danny Boyle,120,40,Saurabh Shukla,141319195,Drama|Romance,Anil Kapoor,641997,Ayush Mahesh Khedekar,0,cheating|falling from height|murder|non professional cast|slum,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,UK,R,2008,2.35
Adrian Lyne,119,249,Lois Smith,156645693,Drama|Romance|Thriller,Fred Gwynne,55101,Anne Archer,0,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,USA,R,1987,1.85
Garry Marshall,125,700,Hector Elizondo,178406268,Comedy|Romance,Julia Roberts,213476,Jason Alexander,2,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,USA,R,1990,1.85
John Blanchard,65,176,Andrea Martin,,Comedy,Martin Short,10,Joe Flaherty,2,,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,Canada,,,1.33
John Cornell,108,57,Linda Kozlowski,109306210,Action|Adventure|Comedy,Paul Hogan,44096,John Meillon,1,australia|australian|crime boss|crocodile|gangster,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,Australia,PG,1988,2.35
Vidhu Vinod Chopra,101,277,Chris Marquette,,Action|Crime|Drama|Mystery|Thriller,María Valverde,1554,Chad Bishop,0,,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,USA,R,2015,2.35
Oliver Stone,145,560,Tom Berenger,70001698,Biography|Drama|War,Tom Cruise,76842,Stephen Baldwin,0,desert|drunkenness|religious mother|strict mother|vietnam war,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,USA,R,1989,2.35
Jon Turteltaub,98,496,Leon,68856263,Adventure|Comedy|Family|Sport,Doug E. Doug,69733,Malik Yoba,1,bobsled|coach|jamaica|olympic games|olympics,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,USA,PG,1993,1.85
Patrick Lussier,101,725,Jaime King,51527787,Horror|Thriller,Jensen Ackles,45603,Edi Gathegi,0,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,USA,R,2009,1.85
Ole Bornedal,92,309,Madison Davenport,49122319,Horror|Thriller,Kyra Sedgwick,47169,Natasha Calis,0,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,USA,PG-13,2012,2.35
Ted Kotcheff,93,535,Brian Dennehy,,Action|Adventure|Drama,Sylvester Stallone,172493,Chris Mulkey,1,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,USA,R,1982,2.35
Sylvain White,109,748,Laz Alonso,61356221,Drama|Music|Romance,Chris Brown,19505,Harry Lennix,0,atlanta georgia|competition|dancer|death|fraternity,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35
Lewis Gilbert,123,238,Desmond Llewelyn,46800000,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,76477,Barbara Bach,2,1970s|cult film|official james bond series|submarine|world war three,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,UK,PG,1977,2.35
,60,84,Steve Gonsalves,,Documentary,Amy Bruni,5563,Jason Hawes,0,ghost|paranormal|paranormal research|shaky cam,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,USA,,,
Jamie Blanks,99,648,Loretta Devine,38048637,Horror|Mystery|Thriller,Alicia Witt,47814,Julian Richings,4,campus|death|friend|professor|urban legend,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,USA,R,1998,2.35
Stephen Frears,119,418,Peter Capaldi,34700000,Drama|Romance,Keanu Reeves,52846,Swoosie Kurtz,2,catholic|corruption|emotional abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,USA,R,1988,1.85
Tyler Perry,110,490,Phylicia Rashad,35010192,Comedy|Drama|Romance,Eddie Cibrian,6352,Jamie Kennedy,1,businessman|fight|mean brother|narrated by character|wordplay in title,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,USA,PG-13,2012,2.35
Randal Kleiser,107,25,Klaus Maria Brandauer,34793160,Adventure|Drama,Seymour Cassel,15730,Susan Hogan,1,alaska|dog|friendship|gold|yukon,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,USA,PG,1991,1.85
Bruce McCulloch,81,636,Elaine Hendrix,30628981,Comedy|Romance,Will Ferrell,15047,Molly Shannon,1,dancing|orphan|school|special education|student,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,USA,PG-13,1999,1.85
Phyllida Lloyd,105,583,Jim Broadbent,29959436,Biography|Drama|History,Meryl Streep,82327,Olivia Colman,1,british prime minister|female prime minister|politics|prime minister|told in flashback,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,UK,PG-13,2011,2.35
