num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,cast_total_facebook_likes,plot_keywords,movie_imdb_link,country,budget,title_year,imdb_score
39,96,5,52,196067,Drama|Romance,1251,1930s|car accident|hospital|marital rape|painter,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,UK,7000000,2002,6.7
133,103,6,935,532988,Biography|Drama|Romance,9660,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,USA,7000000,2015,6.5
104,108,30,281,453079,Comedy,2029,co worker|escort|magazine|teacher|writer,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,USA,7000000,2010,5.9
121,177,23,0,,Drama|Sci-Fi,8,fictional war|hanging|male full frontal nudity|medieval times|nudity,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,Russia,7000000,2013,6.7
27,118,0,410,46451,Comedy|Crime|Thriller,27756,cash|financial problem|heist|land rover|mortgage,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,USA,7000000,2010,6.0
49,97,554,530,233103,Drama,2544,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,UK,7000000,2005,6.9
100,102,78,184,,Action|Crime|Thriller,12680,fbi|fbi agent|friend|irish|mafia,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,Canada,7000000,1999,7.9
12,92,4,4,,Action|Crime,198,,http://www.imdb.com/title/tt3469440/?ref_=fn_tt_tt_1,Hong Kong,7000000,2014,5.3
112,88,0,507,,Comedy|Fantasy|Horror|Mystery,3150,ghost|hotel|murder|stake|what happened to epilogue,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,USA,7000000,2011,4.8
10,80,0,26,,Adventure|Animation|Family,218,3d,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,Russia,7000000,2012,5.3
2,45,24,29,,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,236,blindness|cave|spirit|wolf|wolf cub,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1,USA,7000000,2014,6.0
38,115,16000,240,41400000,Western,17209,gold|miner|preacher|prospector|sheriff,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,USA,6900000,1985,7.3
18,97,49,687,,Action|Adventure|Drama|Fantasy|Sci-Fi,4334,2000s|evil god|space opera|stargate|wormhole,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,USA,,2008,7.4
152,102,0,787,7993039,Comedy,18643,football|hazing|high school|last day of school|pledge,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,USA,6900000,1993,7.7
44,111,197,578,,Comedy|Drama|Family|Music|Musical|Romance,3009,2000s|basketball|country club|lifeguard|talent show,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,USA,7000000,2007,4.8
6,96,16,63,,Drama|Romance,414,,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,Canada,8700000,2016,7.2
46,94,0,493,,Crime|Drama|Thriller,17377,african american gangster|falling to death|in over one's head|murder|surveillance,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,USA,7000000,2015,5.8
63,125,4,36,927107,Biography|Drama|Romance|War,333,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,Germany,15000000,1999,7.3
74,108,3,436,49526,Comedy|Drama,2119,chumscrubber|death|friend|pills|school,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,USA,6800000,2005,7.0
25,101,0,83,10696,Crime|Thriller,490,bar|strip club|stripper|texas hold 'em|thong,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,USA,6800000,2003,6.4
224,101,13,261,31607598,Drama|Horror|Thriller,35717,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,Canada,6900000,2012,5.6
226,139,777,58,6857096,Drama|Mystery|War,343,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,Canada,6800000,2010,8.2
36,125,125,11,223878,Comedy|Drama|Romance,132,box office hit|dancer|sex scene|television|underage sex,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,Italy,5000000,2003,6.5
54,88,11,415,828,Action|Comedy|Crime|Drama|Romance|Thriller,2728,burglary|estranged father|money|neighbor|thug,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,Ireland,,2009,6.4
142,115,294,15,8060,Action|Crime|Drama|Thriller,666,brazil|military police|police|rio de janeiro brazil|slum,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,Brazil,4000000,2007,8.1
271,99,40,300,84263837,Horror|Mystery,2323,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,USA,6500000,2014,5.4
33,88,3,38,110029,Comedy|Drama|Musical,225,australia|journey|love|priest|traveling,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,Australia,6500000,2009,6.3
64,112,309,15,57504069,Crime|Drama,106,drugs|escape|football|friend|violence,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,USA,6000000,1991,7.8
18,108,7,51,54215416,Biography|Drama|Music,936,crash|hispanic|interracial relationship|interracial romance|racism,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,USA,6500000,1987,6.8
6,107,0,146,,Comedy|Drama,1285,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,USA,,1981,7.2
121,104,0,517,31899000,Mystery|Romance|Thriller,2442,apartment|elevator|murder|psychiatrist|sunglasses,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,USA,6500000,1980,7.1
14,108,208,689,24103594,Adventure|Comedy|Drama|Family,4840,boy|lesson|mississippi river|river|slave,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,USA,6500000,1993,6.2
137,102,218,376,16842303,Comedy|Crime,2475,drug deal|drugs|sex|sex on stairs|strip club,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,USA,6500000,1999,7.3
111,88,132,180,13367101,Comedy|Drama|Romance,1140,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,USA,6500000,2006,5.9
57,115,338,45,,Sci-Fi|Thriller,394,alien|baby|new mexico|satellite|scientist,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,USA,6500000,1971,7.2
97,91,38,91,10149779,Horror|Sci-Fi|Thriller,1405,animal attack|bat|creature feature|experiment|mad scientist,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,USA,6500000,1999,3.6
73,141,11,8,6173485,Biography|Drama,105,breasts|farm|jew|kenya|tween girl,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,Germany,7000000,2001,7.7
486,101,0,726,4000304,Drama,15230,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,UK,6500000,2011,7.3
149,105,905,466,2338695,Crime|Drama|Thriller,29277,cake|cocaine|drugs|pills|serbian,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,UK,4000000,2004,7.4
4,100,0,266,2024854,Drama|Western,1942,estrangement|missouri|mormon|mormon church|mormon temple,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,USA,6500000,2005,6.6
200,116,129,782,2268296,Drama|Thriller,13180,anarchist|corporation|greedy institution|vomiting|watching television,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,UK,6500000,2013,6.9
84,97,15,874,1029017,Drama|Romance,21107,hand job|hugging|long hair|new york city|two men one woman,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,USA,6500000,2004,6.8
28,106,19,0,64148,Drama,846,death|ferry|lawyer|norway|vomiting,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,UK,6500000,2000,7.3
217,105,38,706,66637,Drama|Romance|War,14462,captain|casualty notification|casualty notification team|sergeant|staff sergeant,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,USA,6500000,2009,7.2
12,102,9,368,,Action|Adventure|Drama|Western,1904,one word title,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,New Zealand,6500000,2010,6.5
183,122,210,471,871577,Biography|Drama|Music,2614,band|employment agency|singer|stage fright|suicide,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,UK,4500000,2007,7.7
204,107,0,255,38400000,Action|Sci-Fi,3582,cyborg|future war|robot|shootout in a police station|urban setting,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,UK,6500000,1984,8.1
153,121,31,43,4063859,Drama|Romance,200,coma|east germany|german democratic republic|germany|heart attack,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,Germany,4800000,2003,7.7
145,98,0,27,449558,Biography|Drama|Sport,1163,cup|derby county|flashback|football|leeds united,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,UK,10000000,2009,7.6
203,108,228,358,,Comedy|Horror|Sci-Fi,2020,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,USA,4000000,1985,7.3
10,55,,5,,Crime|Drama|Thriller,39,,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,Italy,,,8.7
93,123,0,781,2122561,Comedy|Romance,3254,comic|ex girlfriend|jay and silent bob|mall|teenager,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,USA,6000000,1995,7.2
124,110,116,898,181360000,Musical|Romance,5127,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,USA,6000000,1978,7.2
120,120,0,576,137963328,Drama|War,42028,1960s|famous score|hero|vietnam|vietnam war,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,UK,6000000,1986,8.1
288,122,909,282,119078393,Documentary|Drama|War,1448,anti war|interview|iraq|paranoia|war on terrorism,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,USA,6000000,2004,7.5
130,110,131,399,102308900,Biography|Crime|Drama|Western,2169,bolivia|gang|outlaw|posse|train,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,USA,6000000,1969,8.1
145,139,55,266,102300000,Comedy|Family|Fantasy|Musical,2045,banker|female protagonist|live action and animation|magic|nanny,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,USA,6000000,1964,7.8
62,124,0,535,54800000,Drama,5122,choir|death|friend|suicide|therapy,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,USA,6000000,1980,7.8
188,120,153,447,24004159,Action|Adventure|Comedy,3175,19th century|around the world|inventor|martial arts|train,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,USA,110000000,2004,5.8
120,152,34,249,43650000,Crime|Drama|Musical|Romance|Thriller,1802,dance|gang|new york city|puerto rican|tragedy,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,USA,6000000,1961,7.6
71,98,11000,484,39800000,Comedy|Sport,14921,caddy|country club|golf course|gopher|nudity,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,USA,6000000,1980,7.4
52,106,10,578,27457409,Comedy|Drama,6419,african american|commitment|friend|friendship|playboy,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,USA,6000000,2001,6.3
18,106,44,328,25047631,Comedy|Drama|Romance,2724,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,USA,6000000,1999,6.9
162,106,0,574,23272306,Crime|Drama|Mystery|Thriller,20821,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,USA,6000000,1995,8.6
88,89,81,92,22168359,Fantasy|Horror|Romance|Thriller,584,child|comic book|dream|murderer|nightmare,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,USA,8000000,1989,5.1
96,94,12,583,21005329,Comedy|Romance,19341,college|love|party|reporter|tuition,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,Germany,6000000,2002,6.4
391,109,0,120,26236603,Drama|Sport,1582,heart attack|stripper|supermarket|wrestler|wrestling,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,USA,6000000,2008,7.9
32,144,54,332,20400000,Drama|Romance|Western,2037,box office hit|half breed|infidelity|shooting|texas,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,USA,8000000,1946,6.9
119,90,378,658,18621249,Comedy,4611,dog show|gay|gay character|gay couple|gay interest,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,USA,6000000,2000,7.5
201,106,0,381,25244700,Action|Sci-Fi,2270,1990s|police|prison|rescue|year 1997,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,UK,6000000,1981,7.2
22,121,0,182,14545844,Comedy|Drama|Musical,1284,beauty salon|black college|college|fraternity|sorority,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,USA,6500000,1988,5.8
52,89,0,405,13235267,Comedy|Family,1752,competition|estranged father|skunk|summer camp|wall,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,USA,6000000,2007,2.9
63,86,472,64,12674183,Action|Comedy|Crime,773,chef|cook|drugs|gang|reporter,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,Hong Kong,,1997,6.2
97,91,378,345,17508936,Comedy|Music,1660,concert|mockumentary|musician|new york city|singer,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,USA,,2003,7.3
34,104,80,658,12793213,Comedy|Drama|Romance,10430,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,USA,6000000,1988,6.2
10,,,502,,Drama|History|Romance|War,4528,male frontal nudity|male nudity|tv mini series,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,UK,,,8.2
88,99,29,161,11883495,Comedy|Drama|Fantasy|Romance,1462,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,UK,9000000,1998,6.8
25,98,38,360,11797927,Comedy|Horror|Thriller,3221,child abuse|death|drugs|ku klux klan|police brutality,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,USA,6000000,1995,6.1
252,121,162,25,17605861,Biography|Drama|History|Thriller,1184,1970s|assassination|doctor|scottish|ugandan,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,UK,6000000,2006,7.7
137,96,2,120,11642254,Horror|Thriller,1308,cat|halloween|kitten|michael myers|psychotronic,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,USA,3000000,1989,5.2
231,99,0,84,9203192,Comedy|Crime|Drama,11328,funeral|stockbroker|texas|vacation|widow,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,USA,5000000,2011,6.8
9,42,0,,7518876,Adventure|Documentary|Short,844,3d in title|animal in title|digit in title|dolphin|manatee,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,UK,6000000,2008,6.5
115,122,0,221,8596914,Biography|Drama,1517,1940s|artist|drinking|life magazine|painter,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,USA,6000000,2000,7.0
67,101,112,612,6851636,Comedy|Drama|Romance,2697,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,USA,6000000,1999,5.9
216,102,49,10000,11434867,Drama|Mystery|Romance|Thriller,51355,american in paris|book|love|novel|writer,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,USA,6000000,2012,7.1
133,84,4,546,5895238,Comedy|Western,10123,absurd humor|drug lord|mexico|ranch|spaghetti western,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,USA,6000000,2012,5.5
149,104,20,130,6670712,Comedy|Drama,3825,anger|family reunion|father son reunion|hugging|movie making,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,USA,6000000,2009,7.4
261,96,51,28,5359774,Comedy|Crime|Thriller,3569,boat on fire|drug smuggling|fbi|fbi agent|small town,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,Ireland,6000000,2011,7.3
42,94,0,664,4693919,Comedy,4484,college|face slap|high school|loss of virginity|pierced nipple,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,USA,6500000,2008,4.6
152,90,0,826,4859475,Drama|Romance,7103,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,USA,6000000,1999,7.2
64,97,39,286,4595000,Comedy|Drama|Music|Romance,2103,mother|recluse|shy|singer|talent,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,UK,,1998,7.0
76,90,138,263,4542775,Comedy|Romance,1831,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,USA,6000000,2009,5.1
149,106,0,379,3588432,Comedy|Drama,18947,actor|dream sequence|genius recluse|jew|religion,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,USA,6000000,2014,6.7
35,96,3,353,4394936,Comedy|Drama|Fantasy|Romance,5668,chef|female chef|love|magic|restaurant,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,Germany,6000000,1999,5.3
47,44,,724,,Crime|Drama|Mystery,3318,best friend|high school|private detective|sheriff|student,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1,USA,,,8.4
108,95,263,179,3029081,Comedy|Drama|Music|Musical,993,band|rock band|sex change|song|transsexual,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,USA,6000000,2001,7.8
17,99,23,82,3273588,Action|Drama,382,capoeira|fight|fighting|martial arts|violence,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,USA,6000000,1993,6.7
12,93,10,34,,Drama|Horror|Mystery|Thriller,546,female nudity|hallucination|sex scene|strip club|stripper,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,USA,,2015,5.4
129,99,53,491,2207975,Drama|History,8297,fabricated facts|journalist|stephen glass|the new republic|writer,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,USA,6000000,2003,7.2
84,95,8,15,2025238,Comedy|Crime|Drama|Thriller,489,dentist|drugs|murder|sex|sunflower,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,USA,6000000,2001,5.8
61,84,5,152,1028337,Drama|Thriller,1407,airport|businesswoman|hotel|revenge|vegetarian,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,USA,,2001,6.4
147,144,541,242,,Action|Adventure|Western,2379,friendship|honor|righteous rage|soldier|texas,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,USA,6244087,1969,8.0
147,99,129,362,2077046,Comedy|Drama|Romance,2748,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,USA,6000000,2008,7.0
23,110,735,20,,Adventure|Crime|Drama|Thriller,297,bank|gold|key|safe|train,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,UK,6000000,1979,7.0
75,97,159,53,267194,Drama,841,breasts|cleavage|female rear nudity|girl in panties|public nudity,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,UK,,2002,6.7
17,107,0,284,869325,Action|Adventure|Fantasy|Sci-Fi,2000,beast|beastmaster|psychotronic|sword and sorcery|warrior,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,USA,6000000,1991,3.8
16,90,11,316,399611,Biography|Drama|Sport,2370,athletic training|football practice|funeral|gymnasium|man crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,USA,6000000,2010,5.7
60,104,324,27,181798,Drama,282,bordeaux|election|mayor|pamphlet|political thriller,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,France,,2003,6.6
63,96,19,71,115862,Drama|Romance,2163,car crash|loss|self help group|teenage mother|title directed by female,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,USA,6000000,2009,6.7
