director_name,num_critic_for_reviews,duration,gross,actor_1_name,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Fred Zinnemann,38,117,,Meryl Streep,Vanessa Redgrave,1930s|female protagonist|nazi|romantic friendship|writer,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,English,PG,1977,949,7.4,733
S.R. Bindler,26,85,36497,Matthew McConaughey,Sarah Wright,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,English,R,2008,826,4.7,850
Tony Kaye,47,152,23807,Noam Chomsky,Bill Baird,abortion|southern accent|title based on the bible|trial|usa,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,English,Unrated,2006,2,8.3,570
Greg Marcks,68,85,,Henry Thomas,Shawn Hatosy,convenience store|multiple perspectives|murder|paramedic|van,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,English,R,2003,618,7.2,0
Perry Lang,19,76,,Catherine Bell,Tim Guinee,cockney accent|fight|island|machismo|mercenary,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,English,R,1994,472,5.8,176
Jake Goldberger,39,87,,Pruitt Taylor Vince,Robert Wahlberg,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,English,R,2009,521,5.9,275
Stefan Ruzowitzky,162,95,65804,Charlie Hunnam,Sissy Spacek,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,English,R,2012,10000,6.3,0
Vic Sarin,37,101,,Connie Nielsen,John Bell,island|love|new home|orphan|rainbow,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,English,PG,2009,767,7.2,1000
William Kaufman,26,90,,Drew Waters,Cole Hauser,die hard scenario|engineer|held at gunpoint|race against time|shot to death,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,English,R,2011,816,5.4,0
,10,240,,Romola Garai,Rupert Evans,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,English,,,432,8.2,0
David Cronenberg,179,89,,Debbie Harry,Reiner Schwarz,cyberpunk|hallucination|illegality|snuff film|surrealism,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,English,R,1983,20,7.3,0
Cédric Klapisch,88,111,3895664,Romain Duris,Iddo Goldberg,apartment|erasmus|language|student|trip,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,French,R,2002,447,7.3,0
Kate Barker-Froyland,43,86,20200,Anne Hathaway,Li Jun Li,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,English,PG-13,2014,485,5.8,0
Barbet Schroeder,136,115,31874869,Ryan Gosling,Agnes Bruckner,disposing of a dead body|high school student|murder|sociopath|teenage boy,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,English,R,2002,455,6.1,0
Martin Koolhoven,111,103,542860,Yorick van Wageningen,Martijn Lakemeier,horse|nazi|occupation|resistance movement|uncle nephew relationship,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,Dutch,R,2008,20,7.1,0
Charles Matthau,13,90,,Billy Burke,Bill Duke,black panties|bomb squad|car bomb|dynamite|girl in panties,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,English,R,2012,2000,6.5,0
John Frankenheimer,64,133,,Jeanne Moreau,Michel Simon,art|french|german|painting|train,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,English,Unrated,1964,94,7.9,0
Christopher M. Bessette,6,88,15059,Mira Sorvino,Trieu Tran,angkor wat|human trafficking|sex slavery|sex tourism,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,English,PG-13,2012,323,5.4,543
Prachya Pinkaew,112,111,11905519,Jon Foo,Johnny Nguyen,die hard scenario|elephant|long take|police|sydney australia,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,Thai,R,2005,635,7.1,0
Gary Sinyor,12,94,69582,Sean Pertwee,Samuel West,class conflict|edwardian era|england|sexual awakening|spoof,http://www.imdb.com/title/tt0120210/?ref_=fn_tt_tt_1,English,R,1998,338,6.4,109
,15,25,,Simon Bird,James Buckley,black comedy|bully|friend|house|practical joke,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1,English,TV-14,,223,8.4,0
Gurinder Chadha,161,112,32541719,Archie Panjabi,Anupam Kher,hinduism|marriage engagement|soccer|team|tradition,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,English,PG-13,2002,528,6.7,0
John Sayles,68,141,3064356,Miguel Ferrer,Timothy Hutton,african american|business|coastline|florida|real estate,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,English,PG-13,2002,659,6.9,160
Preston A. Whitmore II,25,95,7009668,Wesley Jonathan,Eva Marcille,african american|basketball|basketball movie|critically bashed|tv commercial,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,English,PG-13,2006,378,2.1,244
Ashish R. Mohan,23,141,352684,Asin,Johnny Lever,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1,Hindi,Not Rated,2012,284,4.3,365
Jaume Balagueró,222,85,27024,Jonathan D. Mellor,Andrea Ros,apartment|apartment building|blood sample|crucifix|zombie,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,Spanish,R,2009,9,6.6,4000
Stewart Raffill,9,105,531806,Kayla Jackson,Kayla Raparelli,dance|dream|frog|philadelphia pennsylvania|snake,http://www.imdb.com/title/tt1303803/?ref_=fn_tt_tt_1,English,PG,2010,11,3.4,277
George Roy Hill,119,129,159600000,Eileen Brennan,Ray Walston,con|con man|courier|long con|murder,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,English,PG,1973,559,8.3,0
Hugh Hudson,90,125,58800000,Alice Krige,John Gielgud,athlete|jew|missionary|olympic games|race,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,English,PG,1981,303,7.2,0
Darren Grant,62,116,50382128,Cicely Tyson,Tamara Taylor,comic relief|diary|kiss|madea series|state flag,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,English,PG-13,2005,637,5.6,0
Scott Hicks,71,105,35811509,Noah Taylor,Nicholas Bell,abuse|australia|concert|pianist|piano,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,English,PG-13,1996,294,7.7,0
Joseph Gordon-Levitt,364,90,24475193,Joseph Gordon-Levitt,Tony Danza,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,English,R,2013,19000,6.6,33000
Clint Eastwood,72,105,,Clint Eastwood,John Hillerman,gravestone|gunfighter|outlaw|revenge|small town,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,English,R,1973,742,7.6,0
Terry Zwigoff,122,111,6200756,Scarlett Johansson,T.J. Thyne,art class|diner|friend|graduation|high school,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,English,R,2001,12000,7.4,5000
Richard Eyre,100,91,1292119,Kate Winslet,Kris Marshall,alzheimer's disease|book|love|novelist|writer,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,English,R,2001,1000,7.1,0
William Sachs,24,95,,Stephen Macht,Angelo Rossitto,alien|android|fem bot|female android|stars,http://www.imdb.com/title/tt0080771/?ref_=fn_tt_tt_1,English,R,1980,110,3.4,438
Christophe Barratier,112,97,3629758,Jean-Baptiste Maunier,Gérard Jugnot,boarding school|boy|choir|school|teacher,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,French,PG-13,2004,86,7.9,0
Émile Gaudreault,67,92,6239558,Paul Sorvino,Claudia Ferri,gay|immigrant|italian|police|police officer,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,English,R,2003,210,6.7,352
James Cox,91,104,1056102,Alexis Dziena,Franky G,murder|police|police investigation|porn star|robbery,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,English,R,2003,436,6.6,1000
Spike Lee,103,120,27545445,Ruby Dee,Danny Aiello,black militant|frustration|pizza|pizza parlor|pizzeria,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,English,R,1989,652,7.9,0
James Toback,27,99,56007,Sarah Michelle Gellar,Joey Lauren Adams,basketball|cheerleader|college|harvard|philosophy,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,English,R,2001,902,4.9,113
Aki Kaurismäki,205,93,611709,Jean-Pierre Léaud,Jean-Pierre Darroussin,bar|container|illegal immigrant|neighbor|shoe shiner,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,French,Not Rated,2011,67,7.2,0
Gaspar Noé,192,99,753501,Philippe Nahon,Jo Prestia,long take|male frontal nudity|revenge|reverse chronology|vengeance,http://www.imdb.com/title/tt0290673/?ref_=fn_tt_tt_1,French,Not Rated,2002,46,7.4,13000
Hitoshi Matsumoto,72,99,22770,Lindsay Kay Hayward,Shinobu Terajima,coma|one word title|spitting|sushi|swimming pool,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,Japanese,Unrated,2013,17,6.1,543
Rakeysh Omprakash Mehra,33,157,2197331,Anupam Kher,Madhavan,freedom|friend|india|student|urination,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,Hindi,Not Rated,2006,227,8.4,0
Collin Schiffli,22,90,,Kim Shaw,David Dastmalchian,drug addict|drug addiction|drug use|drugs|junkie,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,English,,2014,697,6.2,679
George Ratliff,48,96,27445,Jim Gaffigan,Mike Eshaq,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,English,R,2011,39,5.3,1000
David Wain,65,96,766487,Jon Hamm,Ron Silver,death|mexico|sabbath|surgeon|ten stories,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,English,R,2007,543,5.0,915
Shane Meadows,29,90,18434,Bob Hoskins,Shane Meadows,betrayal|family relationships|friendship|psychosis|stranger,http://www.imdb.com/title/tt0202559/?ref_=fn_tt_tt_1,English,R,1999,680,7.7,484
Morten Tyldum,284,100,1196752,Aksel Hennie,Julie R. Ølgaard,art thief|male frontal nudity|male nudity|male star appears nude|painting,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,Norwegian,R,2011,52,7.6,23000
Jon Wright,187,94,,Russell Tovey,Bronagh Gallagher,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,http://www.imdb.com/title/tt1525366/?ref_=fn_tt_tt_1,English,Not Rated,2012,567,6.3,11000
Michael McGowan,47,98,795126,Campbell Scott,Gordon Pinsent,boston marathon|coma|marathon|miracles|running,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,English,PG-13,2004,259,7.6,989
Liv Ullmann,88,129,,Samantha Morton,Colin Farrell,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,English,PG-13,2014,0,5.6,0
Jeannot Szwarc,41,103,,Teresa Wright,George Voskovec,hotel|love|love across time|time travel|time travel romance,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,English,PG,1980,191,7.3,0
Rohan Sippy,24,128,563699,Abhishek Bachchan,Prateik,airport|drugs|loss of loved one|police|title based on song,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,Hindi,R,2011,282,6.2,421
James Wan,318,106,83574831,Lin Shaye,Leigh Whannell,barricading a door|injection in leg|police detective|supernatural|taser,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,English,PG-13,2013,618,6.6,35000
Darren Lynn Bousman,250,95,87025093,Emmanuelle Vaugier,Shawnee Smith,death|detective|nerve gas|serial killer|trap,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,English,R,2005,654,6.6,0
Dan Trachtenberg,411,104,71897215,Bradley Cooper,Sumalee Montano,alien|bunker|car crash|kidnapping|minimal cast,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,English,PG-13,2016,338,7.3,33000
Jeff Tremaine,106,87,64267897,Bam Margera,Chris Pontius,alligator|golf|japan|panda|stunt,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,English,R,2002,362,6.6,0
David F. Sandberg,159,81,56536016,Billy Burke,Gabriel Bateman,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,English,PG-13,2016,509,6.9,0
Henry Joost,251,94,104007828,Johanna Braddy,Christopher Nicholas Smith,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,English,R,2011,438,5.8,24000
Stiles White,183,89,50820940,Lin Shaye,Daren Kagasoff,death of girlfriend|funeral|ghost|ouija|spirit,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,English,PG-13,2014,707,4.4,18000
Chuck Russell,131,88,44793200,John Saxon,Jennifer Rubin,dream|freddy krueger|killer|nightmare|springwood ohio,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,English,X,1987,449,6.6,0
Joel Edgerton,297,108,43771291,Busy Philipps,Wendell Pierce,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,English,R,2015,562,7.1,15000
Eugenio Derbez,41,115,44456509,Eugenio Derbez,Hugo Stiglitz,father daughter relationship,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,Spanish,PG-13,2013,89,7.6,14000
Henry Joost,248,96,53884821,Matt Shively,Alisha Boe,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,R,2012,119,4.6,26000
Henry Koster,42,135,36000000,Richard Burton,Victor Mature,box office hit|crucifixion|nightmare|palestine|robe,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,Unrated,1953,422,6.8,0
Blake Edwards,33,113,,Burt Kwouk,Catherine Schell,clouseau|diamond|panther|pink|pink panther,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,G,1975,278,7.1,620
