genres,movie_title,actor_3_name,movie_imdb_link,num_user_for_reviews,country,aspect_ratio,movie_facebook_likes
Adventure|Fantasy,Conan the Barbarian ,Sandahl Bergman,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,337,USA,2.35,0
Biography|Crime|Drama|History,Spotlight ,Brian d'Arcy James,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409,USA,1.85,80000
Crime|Drama|Thriller,Lakeview Terrace ,Robert Pine,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135,USA,2.35,0
Horror|Thriller,The Grudge 2 ,Matthew Knight,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284,USA,1.85,930
Comedy|Drama|Romance,How Stella Got Her Groove Back ,Barry Shabaka Henley,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51,USA,1.85,0
Adventure|Comedy|Fantasy|Music|Sci-Fi,Bill & Ted's Bogus Journey ,Alex Winter,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117,USA,1.85,0
Comedy|Drama|Romance|Thriller,Man of the Year ,Amy Poehler,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236,USA,2.35,0
Action|Sci-Fi,The Black Hole ,Yvette Mimieux,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230,USA,2.35,4000
Crime|Drama|Thriller,The American ,Filippo Timi,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463,USA,2.35,10000
Biography|Drama|Music,Selena ,Jacob Vargas,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155,USA,2.35,0
Comedy,Vampires Suck ,Anneliese van der Pol,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187,USA,1.85,16000
Drama,Babel ,Dermot Crowley,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908,France,1.85,0
Comedy|Drama,This Is Where I Leave You ,Jane Fonda,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145,USA,2.35,14000
Drama|Mystery,Doubt ,Carrie Preston,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321,USA,1.85,0
Action|Comedy,Team America: World Police ,Trey Parker,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700,USA,2.35,0
Horror|Thriller,Texas Chainsaw 3D ,Shaun Sipos,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255,USA,2.35,16000
Crime|Drama|Mystery|Thriller,Copycat ,Harry Connick Jr.,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140,USA,2.35,0
Comedy,Scary Movie 5 ,Molly Shannon,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177,USA,1.85,13000
Comedy|Drama|Musical|Romance|Western,Paint Your Wagon ,Ray Walston,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106,USA,2.35,0
Biography|Drama|History,Milk ,Lucas Grabeel,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281,USA,1.85,10000
Action|Adventure|Drama|Mystery,Risen ,María Botto,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,USA,2.35,21000
Horror,Ghost Ship ,Francesca Rettondini,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474,USA,1.85,0
Adventure|Comedy,A Very Harold & Kumar 3D Christmas ,Paula Garcés,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93,USA,2.35,21000
Crime|Drama|Mystery|Thriller,Wild Things ,Jeff Perry,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389,USA,2.35,0
Crime|Thriller,The Stepfather ,Skyler Samuels,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119,USA,2.35,0
