director_name,num_critic_for_reviews,director_facebook_likes,actor_2_name,genres,actor_1_name,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,budget,title_year,imdb_score,movie_facebook_likes
Andrew Davis,106,99,Zane Holtz,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,58222,Ski Carr,0,bad luck|camp|curse|digging|hole,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,English,USA,20000000,2003,7.1,0
Julie Anne Robinson,123,30,Bobby Coleman,Drama|Family|Music|Romance,Kelly Preston,62421,Melissa Ordway,1,beach|fire|love|pianist|summer,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,English,USA,20000000,2010,5.8,10000
Steve McQueen,597,0,Scoot McNairy,Biography|Drama|History,Quvenzhané Wallis,439176,Taran Killam,0,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,English,USA,20000000,2013,8.1,83000
Charles Stone III,64,30,Nick Cannon,Comedy|Drama|Music|Romance,Leonard Roberts,28649,Jason Weaver,0,drumline|drummer|fish out of water|marching band|university,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,English,USA,20000000,2002,5.7,2000
Tyler Perry,40,0,Cicely Tyson,Comedy|Drama|Romance,Michael Jai White,7664,Tasha Smith,8,question mark in title|returning character killed off|sequel|six word title|writer director,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,English,USA,20000000,2010,4.4,0
Tim Burton,111,13000,Dianne Wiest,Fantasy|Romance,Johnny Depp,357581,Conchata Ferrell,0,creation|inventor|magical realism|scissors|suburb,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,English,USA,20000000,1990,7.9,16000
Thea Sharrock,151,17,Emilia Clarke,Drama|Romance,Sam Claflin,44723,Brendan Coyle,0,accident|caretaker|economic hardship|quadriplegic|wheelchair,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,English,UK,20000000,2016,7.6,51000
Tyler Perry,31,0,Tom Arnold,Comedy|Crime|Drama,John Amos,7354,Romeo Miller,5,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,English,USA,20000000,2012,4.8,0
William Friedkin,138,607,Fernando Rey,Action|Crime|Drama|Thriller,Roy Scheider,82476,Tony Lo Bianco,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,English,USA,1800000,1971,7.8,0
Jon Lucas,81,24,Jay Hernandez,Comedy,Mila Kunis,4654,Jada Pinkett Smith,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,English,USA,20000000,2016,6.7,18000
Aaron Seltzer,99,64,Carmen Electra,Comedy|Romance,Alyson Hannigan,50415,Fred Willard,0,female protagonist|greek|overweight|spoof|wedding planner,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,English,USA,20000000,2006,2.7,806
Robin Budd,80,2,Rob Paulsen,Adventure|Animation|Family|Fantasy,Roger Rees,13324,Spencer Breslin,1,1940s|gang that lives together|outlaw gang|rescue|sequel,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,English,USA,20000000,2002,5.8,302
Ava DuVernay,364,151,Tom Wilkinson,Biography|Drama|History,David Oyelowo,61114,Oprah Winfrey,0,civil rights|courage|protest|selma alabama|u.s. politics,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,English,UK,20000000,2014,7.5,22000
Steve Trenbirth,85,0,Phil Collins,Adventure|Animation|Family|Musical,Haley Joel Osment,11634,Tony Jay,0,dog|jungle|shot gun|tiger|village,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,English,USA,20000000,2003,5.4,227
Stephen Kay,140,19,Skye McCole Bartusiak,Drama|Horror|Mystery|Thriller,Barry Watson,25960,Charles Mesure,0,boogeyman|childhood|fear|hometown|uncle,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,English,USA,20000000,2005,4.1,1000
Mennan Yapo,184,9,Amber Valletta,Drama|Mystery|Thriller,Nia Long,62364,Marc Macaulay,0,car|car accident|housewife|sheriff|suburb,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,English,USA,20000000,2007,5.9,0
Jun Falkenstein,89,25,John Fiedler,Animation|Comedy|Drama|Family|Musical,Kath Soucie,13319,Ken Sansom,0,cartoon tiger|coming of age|tiger|tigger|title directed by female,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,English,USA,30000000,2000,6.3,347
Jaume Collet-Serra,265,174,CCH Pounder,Horror|Mystery|Thriller,Jimmy Bennett,141663,Aryana Engineer,1,alcoholism|girl|little girl|orphan|troubled marriage,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,English,USA,,2009,7.0,20000
Boaz Yakin,61,132,Joseph Julian Soria,Adventure|Family,Jay Hernandez,18915,Edgar Arreola,0,afghanistan|death of marine|dog|dog adoption|man dog relationship,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,English,USA,20000000,2015,6.8,33000
,3,,David Mann,Comedy,Lamman Rucker,1922,Denise Boutte,2,african american|character name in title|family relationships|sitcom,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,English,USA,,,3.5,211
Jason Friedberg,112,82,Carmen Electra,Adventure|Comedy,David Carradine,89687,Fred Willard,11,chocolate|chocolate factory|factory|orphan|student,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,English,USA,20000000,2007,2.3,0
John Milius,166,468,Mako,Adventure|Fantasy,William Smith,113068,Sandahl Bergman,0,actual animal killed|cult|evil sorcerer|gladiator|warlord,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,English,USA,20000000,1982,6.9,0
Tom McCarthy,474,310,Jamey Sheridan,Biography|Crime|Drama|History,Billy Crudup,195333,Brian d'Arcy James,2,cover up|investigation|journalist|newspaper|sexual abuse,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,English,USA,20000000,2015,8.1,80000
Neil LaBute,165,119,Justin Chambers,Crime|Drama|Thriller,Jay Hernandez,40469,Robert Pine,1,interracial couple|lapd|male nudity|neighbor|nudity,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,English,USA,22000000,2008,6.1,0
Takashi Shimizu,131,70,Sarah Roemer,Horror|Thriller,Sarah Michelle Gellar,38658,Matthew Knight,0,curse|ghost|haunted house|high school|schoolgirl,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,English,USA,20000000,2006,5.0,930
Kevin Rodney Sullivan,29,8,James Pickens Jr.,Comedy|Drama|Romance,Richard Lawson,5427,Barry Shabaka Henley,1,female protagonist|jamaica|six word title|tragic event|vacation,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,English,USA,20000000,1998,5.5,0
Peter Hewitt,43,12,George Carlin,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,49680,Alex Winter,2,battle of the bands|bill and ted|heaven|hell|robot,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,English,USA,20000000,1991,6.2,0
Barry Levinson,111,272,Tina Fey,Comedy|Drama|Romance|Thriller,Robin Williams,28005,Amy Poehler,1,campaign|election|president|presidential election|satire,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,English,USA,20000000,2006,6.2,0
Gary Nelson,90,20,Maximilian Schell,Action|Sci-Fi,Robert Forster,18481,Yvette Mimieux,0,black hole|escape|palomino|robot|scientist,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,English,USA,20000000,1979,5.9,4000
Anton Corbijn,333,210,Thekla Reuten,Crime|Drama|Thriller,Violante Placido,79461,Filippo Timi,1,ambush|assassin|priest|prostitute|sweden,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,English,USA,20000000,2010,6.3,10000
Gregory Nava,37,16,Constance Marie,Biography|Drama|Music,Jon Seda,19126,Jacob Vargas,1,latin music|marriage|on tour|singer|tejano,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,English,USA,20000000,1997,6.7,0
Jason Friedberg,122,82,Dave Foley,Comedy,Diedrich Bader,39095,Anneliese van der Pol,7,cat|friend|love|sheriff|teenager,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,English,USA,20000000,2010,3.5,16000
Alejandro G. Iñárritu,285,0,Harriet Walter,Drama,Brad Pitt,243799,Dermot Crowley,3,american|destiny|mexican border|multiple perspectives|muslim,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,English,France,25000000,2006,7.5,0
Shawn Levy,156,189,Abigail Spencer,Comedy|Drama,Tina Fey,54242,Jane Fonda,8,brother sister relationship|childhood home|man child|sibling|vomiting,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,English,USA,19800000,2014,6.6,14000
John Patrick Shanley,293,53,Meryl Streep,Drama|Mystery,Philip Seymour Hoffman,99236,Carrie Preston,0,boy|catholic|nun|priest|student,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,English,USA,20000000,2008,7.5,0
Trey Parker,233,406,Maurice LaMarche,Action|Comedy,Jeremy Shada,136048,Trey Parker,5,actor|arab stereotype|broadway|terrorist|vomiting,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,English,USA,30000000,2004,7.2,0
John Luessenhop,282,34,Keram Malicki-Sánchez,Horror|Thriller,Gunnar Hansen,35131,Shaun Sipos,0,chainsaw|halloween|mansion|massacre|texas,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,English,USA,11000000,2013,4.8,16000
Jon Amiel,57,36,Holly Hunter,Crime|Drama|Mystery|Thriller,William McNamara,42315,Harry Connick Jr.,0,agoraphobia|copycat murder|detective|psychologist|serial killer,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,English,USA,20000000,1995,6.6,0
Malcolm D. Lee,153,92,Snoop Dogg,Comedy,Marisa Saks,50337,Molly Shannon,8,2010s|ape|ballet|psychic|supernatural,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,English,USA,20000000,2013,3.5,13000
Joshua Logan,20,32,Lee Marvin,Comedy|Drama|Musical|Romance|Western,Clint Eastwood,9352,Ray Walston,3,california|farmer|gold|mining|prospector,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,English,USA,20000000,1969,6.7,0
Gus Van Sant,324,835,Denis O'Hare,Biography|Drama|History,James Franco,136673,Lucas Grabeel,1,california|gay|gay activist|gay pickup|gay rights,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,English,USA,20000000,2008,7.6,10000
Kevin Reynolds,122,58,Jan Cornet,Action|Adventure|Drama|Mystery,Peter Firth,12276,María Botto,2,biblical|crucifixion|judea|resurrection|roman soldier,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,English,USA,20000000,2016,6.3,21000
Steve Beck,156,17,Ron Eldard,Horror,Isaiah Washington,75920,Francesca Rettondini,0,decapitation|ghost ship|passenger|severed head|torso cut in half,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,English,USA,35000000,2002,5.5,0
Todd Strauss-Schulson,161,12,Thomas Lennon,Adventure|Comedy,Patton Oswalt,55008,Paula Garcés,4,christmas|christmas tree|fire|new york city|stoner,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,English,USA,19000000,2011,6.3,21000
John McNaughton,69,39,Robert Wagner,Crime|Drama|Mystery|Thriller,Bill Murray,90677,Jeff Perry,3,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,English,USA,20000000,1998,6.5,0
Nelson McCormick,121,29,Paige Turco,Crime|Thriller,Sela Ward,23424,Skyler Samuels,0,head dunked in water|military school|plastic bag|playing a video game|suffocating,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,English,USA,,2009,5.6,0
John Madden,258,108,Jesper Christensen,Drama|Thriller,Tom Wilkinson,55441,Romi Aboulafia,3,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,English,USA,20000000,2010,6.9,0
Stephen Frears,174,350,Lili Taylor,Comedy|Drama|Music|Romance,Drake Bell,143137,Lisa Bonet,0,employer employee relationship|record store|store|thirty something|vinyl,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,English,UK,20000000,2000,7.6,10000
Eric Valette,141,2,Jason Beghe,Horror|Mystery,Johnny Lewis,26624,Margaret Cho,1,death|lifting someone into the air|telephone|telephone call|voice mail,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,English,Japan,27000000,2008,3.9,0
John Schlesinger,31,154,Beverly D'Angelo,Crime|Drama|Thriller,Joe Mantegna,9845,Philip Baker Hall,1,justice|rape|self defense|support group|vigilante,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,English,USA,20000000,1996,6.1,613
Roger Donaldson,222,79,Saffron Burrows,Crime|Drama|Romance|Thriller,Jason Statham,152247,Daniel Mays,0,chase|heist|london england|mobster|safe deposit,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,English,UK,20000000,2008,7.3,0
Michel Gondry,273,1000,Kirsten Dunst,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,666937,Tom Wilkinson,1,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,English,USA,20000000,2004,8.3,52000
Andy Fickman,91,99,James Wolk,Comedy|Family|Romance,Jamie Lee Curtis,41273,Christine Lakin,6,dancing|dog|flight|hostility|travel,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,English,USA,20000000,2010,5.8,0
David Ayer,190,453,Chris Evans,Action|Crime|Drama|Thriller,Keanu Reeves,94892,Noel Gugliemi,4,captain|lapd|murder|undercover cop|violence,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,English,USA,20000000,2008,6.8,0
Edgar Wright,427,1000,Thomas Law,Action|Comedy|Sci-Fi,Michael Smiley,185587,Jasper Levine,6,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,English,UK,20000000,2013,7.0,49000
Andrew Fleming,93,26,Laura Harring,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,15877,Tate Donovan,5,chase|clue|detective|movie star|murder,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,English,USA,20000000,2007,5.9,590
Michael Spierig,292,35,Damien Garvey,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,105797,Tiffany Lamb,0,blood|rationing|vampire|vampire society|year 2019,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,English,Australia,20000000,2009,6.5,0
Jim Field Smith,180,14,Kim Shaw,Comedy|Romance,Mike Vogel,101730,Geoff Stults,1,airport|airport security|confidence|iphone|love,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,English,USA,20000000,2010,6.4,0
Thomas Bezucha,94,15,Luke Bracey,Adventure|Comedy|Family|Romance,Leighton Meester,32951,Brett Cullen,3,cell phone|hotel|misunderstanding|monte carlo|young woman,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,English,Hungary,20000000,2011,5.8,6000
William Brent Bell,112,19,Frankie Muniz,Horror|Thriller,Adam Goldberg,25870,Samaire Armstrong,0,countess|game reality crossover|ghost|group of friends|tower,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,English,USA,9000000,2006,5.1,0
Simon Wincer,20,23,Tom Selleck,Action|Adventure|Drama|Romance|Western,Alan Rickman,15230,Ben Mendelsohn,1,aborigine|australian|australian aborigine|australian outback|rancher,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,English,Australia,20000000,1990,6.8,0
Anthony Bell,84,0,Larry Miller,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,10986,Christine Lakin,0,arranged marriage|geese|idaho|national park|park,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,English,USA,20000000,2010,5.3,0
Renny Harlin,120,212,Kyle Schmid,Action|Fantasy|Horror|Thriller,Laura Ramsey,39541,Toby Hemingway,0,family secret|friendship between men|magic|supernatural power|teenager,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,English,USA,20000000,2006,5.3,3000
Jessica Bendinger,90,31,Vanessa Lengies,Comedy|Drama|Sport,Jeff Bridges,22604,John Patrick Amedori,3,coach|gymnastics|houston texas|teenager|texas,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,English,Germany,,2006,6.4,0
Robert Rodriguez,103,0,Leo Howard,Comedy|Family|Fantasy,Jimmy Bennett,5332,Jake Short,4,boy|family relationships|rock|twin|two headed person,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,English,USA,40000000,2009,4.9,431
Gus Van Sant,59,835,Wayne Knight,Comedy|Crime|Drama,Kurtwood Smith,34774,Holland Taylor,0,career|fame|murder|new hampshire|television,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,English,USA,20000000,1995,6.8,1000
Henry Joost,86,24,Marc John Jefferies,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,4303,Emily Meade,0,dare|game|knocked out|motorcycle|online game,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,English,USA,20000000,2016,7.1,0
Ed Harris,190,0,James Gammon,Crime|Drama|Western,Viggo Mortensen,50198,Tom Bower,0,deputy|friend|hanging|rancher|widow,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,English,USA,,2008,6.8,0
John Carpenter,114,0,Cary-Hiroyuki Tagawa,Action|Horror|Thriller,Sheryl Lee,42664,Maximilian Schell,0,cross|relic|team|vampire|vampire hunter,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,English,USA,20000000,1998,6.1,0
,6,,,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,12417,,0,anime|based on manga|hero|surrealism|zen,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,Japanese,Japan,,,7.0,124
Alfred Hitchcock,290,13000,Vera Miles,Horror|Mystery|Thriller,Janet Leigh,422432,John Gavin,2,money|motel|rain|shower|theft,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,English,USA,806947,1960,8.5,18000
Howard Deutch,80,41,Taran Killam,Comedy|Romance,Dane Cook,36983,Riki Lindhome,3,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,English,USA,40000000,2008,5.9,0
Shana Feste,98,19,Bruce Greenwood,Drama|Romance,Alex Pettyfer,31323,Rhys Wakefield,0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,English,USA,20000000,2014,6.3,0
Garry Marshall,88,0,Zachary Gordon,Comedy|Drama,Hector Elizondo,20539,Jane Fonda,3,alcoholic|rules|secret|summer|teenager,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,English,USA,20000000,2007,5.9,681
Steve Rash,13,15,Adam Arkin,Comedy,Mako,2061,Billy Barty,0,assassin|hotel|japanese tourist|secret service|wizard of oz,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,English,USA,20000000,1981,5.4,501
Richard Donner,52,503,John Wood,Adventure|Comedy|Drama|Fantasy,Matthew Broderick,33597,Leo McKern,2,bishop|escape|hawk|lady|thief,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,English,USA,20000000,1985,7.0,0
Mark Steven Johnson,60,160,Jan Hooks,Comedy|Drama|Family,Oliver Platt,18366,Dana Ivey,2,boy|christmas|christmas pageant|friendship|illegitimate son,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,English,USA,30000000,1998,6.9,0
Mike Binder,154,57,Don Cheadle,Drama,Adam Sandler,83786,John de Lancie,2,college|depression|grief|mental breakdown|post september 11 2001,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,English,USA,20000000,2007,7.5,0
Sean Penn,274,0,William Hurt,Adventure|Biography|Drama,Kristen Stewart,426359,Hal Holbrook,0,alaska|based on true story|male nudity|self discovery|wilderness,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,English,USA,15000000,2007,8.2,76000
Todd Phillips,110,480,Sarah Silverman,Comedy,Jon Heder,26100,Jacinda Barrett,1,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,English,USA,20000000,2006,5.9,484
Michael J. Bassett,173,83,Deborah Kara Unger,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,49888,Martin Donovan,0,18th birthday|alternate reality|introduction|nightmare|on the run,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,English,France,20000000,2012,5.0,25000
Robert Rodriguez,165,0,Salma Hayek,Crime|Fantasy|Horror,Quentin Tarantino,219091,Cheech Marin,2,brother|human versus vampire|rapist|stripper|vampire,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,English,USA,19000000,1996,7.3,12000
Frank Nissen,45,0,Brenda Blethyn,Animation|Family|Fantasy|Mystery,Kath Soucie,4180,John Fiedler,0,creature|forest|mother son relationship|rabbit|winnie the pooh,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,English,USA,20000000,2005,6.4,264
Jodie Foster,45,0,Holly Hunter,Comedy|Drama|Romance,Robert Downey Jr.,9105,Steve Guttenberg,1,dinner|gay interest|gay sibling|homosexual|thanksgiving,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,English,USA,20000000,1995,6.6,0
Stephen Chow,377,0,Chi Ling Chiu,Action|Comedy|Crime|Fantasy,Shengyi Huang,99353,Qiu Yuen,1,1940s|axe|china|gang|sign language,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,Cantonese,Hong Kong,20000000,2004,7.8,0
,,,Mark Feuerstein,Comedy,Leah Remini,114,Sharon Lawrence,2,sitcom,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,English,USA,,,6.7,4
Peter Hastings,43,0,Alex Rocco,Comedy|Family|Music|Musical,Haley Joel Osment,3875,Stephen Root,1,animal in title|bear|box office flop|disney|satire,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,English,USA,35000000,2002,4.0,422
Marc Forster,201,395,Shaun Toub,Drama,Mustafa Haidari,68119,Khalid Abdalla,0,afghanistan|based on novel|boy|friend|kite,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,Dari,USA,20000000,2007,7.6,0
Alejandro G. Iñárritu,192,0,Eddie Marsan,Drama,Naomi Watts,189683,Danny Huston,0,accident|faith|love|mathematician|nonlinear timeline,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,English,USA,20000000,2003,7.7,0
Paul Abascal,77,2,Tom Hollander,Action|Crime|Drama|Thriller,Cole Hauser,13210,Kelly Carlson,0,actor|coma|movie star|paparazzi|revenge,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,English,USA,20000000,2004,5.8,269
Catherine Hardwicke,350,308,Taylor Lautner,Drama|Fantasy|Romance,Kristen Stewart,348010,Anna Kendrick,1,blood|high school|love|school|vampire,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,English,USA,37000000,2008,5.2,19000
Chris Koch,81,13,Lochlyn Munro,Comedy|Romance,Thomas Lennon,14147,James Brolin,3,bachelor party|climbing a tree|taxi|toilet|wedding,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,English,USA,20000000,2003,5.6,401
Amy Heckerling,81,143,Robert Miano,Comedy|Romance,Andy Dick,23076,Zak Orth,2,college|loser|love|new york city|overdose,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,English,USA,20000000,2000,5.3,1000
Michael Moore,222,909,Michael Moore,Crime|Documentary|News,Ronald Reagan,35137,Bernie Sanders,0,capitalism|critique of capitalism|investment bank|market economy|plutocracy,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,English,USA,,2009,7.4,10000
George Stevens,27,126,Carroll Baker,Biography|Drama|History,Martin Landau,6484,José Ferrer,6,70mm film|biblical epic|faith|jewish|king herod,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,English,USA,20000000,1965,6.6,1000
Billy Ray,155,53,Michael Kelly,Crime|Drama|Mystery|Thriller,Julia Roberts,20186,Joe Cole,0,digging a grave|grave digging|investigator|police|secret,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,English,USA,19500000,2015,6.2,0
Jason Friedberg,111,82,Tony Cox,Comedy,Carmen Electra,74945,Ike Barinholtz,0,disaster|glass|mousetrap|natural disaster|scatological humor,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,English,USA,25000000,2008,1.9,0
Nimród Antal,107,190,Fred Ward,Action|Crime|Thriller,Andrew Fiscella,26236,Lorna Raver,6,armored truck|blood splatter|die hard scenario|guard|heist,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,English,USA,27000000,2009,5.7,0
Jon Amiel,34,36,Peter Gallagher,Action|Comedy|Crime|Thriller,Bill Murray,23928,Joanne Whalley,1,assassin|bomb|dominatrix|mistaken identity|spy,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,English,USA,20000000,1997,6.6,0
Mark Mylod,151,20,Ari Graynor,Comedy|Romance,Chris Evans,58957,Ed Begley Jr.,1,ex boyfriend|morning after|prince charming|quarrel|womanizer,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,English,USA,20000000,2011,6.0,0
James Mather,289,4,Vincent Regan,Action|Adventure|Sci-Fi|Thriller,Joseph Gilgun,82082,Jacky Ido,2,bodyguard|maximum security prison|outer space|president|prison,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,English,France,20000000,2012,6.1,10000
Barry Levinson,76,272,Ariel Gade,Comedy,Amy Poehler,26390,Sam Lerner,1,best friend|dog|envy|jealousy|neighbor,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,English,USA,40000000,2004,4.8,713
Mark Neveldine,150,83,Clifton Collins Jr.,Action|Crime|Sci-Fi|Thriller,Jason Statham,112516,David Carradine,0,artificial heart|heart|horse penis|prostitute|stripper,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,English,USA,20000000,2009,6.2,0
Woody Allen,67,11000,Chazz Palminteri,Comedy|Crime,Jim Broadbent,29385,Dianne Wiest,4,actress|bodyguard|new york city|play|playwright,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,English,USA,20000000,1994,7.5,979
