director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,num_voted_users,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,country,budget
Edward Zwick,57,133,380,Brad Pitt,12000,Drama|Romance|War|Western,Anthony Hopkins,112175,Julia Ormond,epic|heart|killing an animal|passion|usa,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,329,USA,30000000
Jason Reitman,391,108,655,Anna Kendrick,24000,Drama|Romance,J.K. Simmons,270238,Chris Lowell,airport|business trip|downsizing|on the road|travel,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,452,USA,25000000
Alexander Payne,217,125,729,June Squibb,442,Comedy|Drama,Hope Davis,107557,Howard Hesseman,highway travel|on the road|retirement|road movie|wedding,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,612,USA,30000000
Jonathan Levine,452,98,129,Vincent Leclerc,303,Comedy|Horror|Romance,Cory Hardrict,184641,Daniel Rindress-Kay,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,326,USA,35000000
Rian Johnson,589,119,0,Bruce Willis,23000,Action|Crime|Drama|Sci-Fi|Thriller,Joseph Gordon-Levitt,428916,Tracie Thoms,chase|future|surprise ending|time loop|time travel,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,667,USA,30000000
Chris Weitz,61,87,129,Mark Addy,979,Comedy|Fantasy,Chazz Palminteri,19079,Wanda Sykes,angel|butler|heaven|manhattan new york city|reincarnation,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,122,USA,30000000
Chris Noonan,79,91,108,Christine Cavanaugh,405,Comedy|Drama|Family,Miriam Margolyes,94435,Roscoe Lee Browne,dog|farmer|pig|sheep|sheepdog,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,182,Australia,30000000
David Frankel,234,100,64,Steve Carell,11000,Comedy|Drama|Romance,Meryl Streep,34258,Jean Smart,couple|intimacy|marriage|marriage counseling|middle age couple,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,178,USA,30000000
Nicholas Stoller,253,118,89,Jack McBrayer,15000,Comedy|Drama|Romance,Mila Kunis,217507,Maria Thayer,breakup|hawaii|hotel|male full frontal nudity|resort,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,325,USA,30000000
,51,44,,Aimee Teegarden,971,Drama|Sport,Zach Gilford,42746,Scott Porter,football|football coach|high school|small town|texas,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,257,USA,
John Singleton,123,109,309,Tony Nappo,1000,Action|Crime|Drama|Mystery|Thriller,Josh Charles,109894,Fionnula Flanagan,bare butt|corrupt police|four brothers|funeral|murder,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,340,USA,45000000
Michael McCullers,145,99,5,Amy Poehler,2000,Comedy|Romance,Tina Fey,34079,Romany Malco,baby|book|cartoon on tv|female protagonist|male anorexia,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,97,USA,30000000
Forest Whitaker,65,114,0,Harry Connick Jr.,970,Drama|Romance,Bill Cobbs,18973,Gena Rowlands,best friend|friend|mother daughter relationship|small town|texas,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,162,USA,30000000
Gary Winick,152,89,56,Steve Howey,11000,Comedy|Romance,Anne Hathaway,79094,Candice Bergen,best friend|dyed hair|fake tan|rivalry|wedding,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,129,USA,30000000
Steven Brill,94,95,65,Scott Adsit,506,Adventure|Comedy|Mystery,Antony Starr,37479,Bonnie Somerville,death|friend|hijacker|river|tree house,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152,USA,19000000
Gary Winick,119,98,56,Judy Greer,3000,Comedy|Fantasy|Romance,Jennifer Garner,122187,Christa B. Allen,13 year old|13th birthday|30 year old|wish|year 1987,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,339,USA,37000000
Woody Allen,487,94,11000,Audrey Fleurot,617,Comedy|Fantasy|Romance,Kurt Fuller,301149,Nina Arianda,1920s|golden age|midnight|paris france|time travel romance,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,509,Spain,17000000
Peter Lepeniotis,121,85,7,Brendan Fraser,14000,Adventure|Animation|Comedy|Family,Liam Neeson,19547,Sarah Gadon,bank robbery|heist|raccoon|rat|squirrel,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,64,Canada,42000000
Ted Demme,147,124,47,Ethan Suplee,40000,Biography|Crime|Drama,Johnny Depp,198066,Jordi Mollà,1960s|1970s|california|cocaine|wealth,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,426,USA,30000000
Luis Mandoki,85,131,43,John Savage,18000,Drama|Romance,Robin Wright,28942,Raphael Sbarge,beach|bottle|jogging|letter|love,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223,USA,55000000
William Shatner,98,107,0,Nichelle Nichols,12000,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,43743,Walter Koenig,captain|half brother|klingon|planet|vulcan,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,293,USA,27800000
John Schultz,39,99,13,Robert Forster,1000,Comedy|Family|Fantasy|Sport,Brenda Song,15074,Anne Meara,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72,USA,30000000
Peter Segal,43,83,88,Fred Ward,3000,Comedy|Crime,George Kennedy,76850,Priscilla Presley,retirement|spoof|terrorist|transsexual|undercover,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,85,USA,30000000
John Glen,108,131,46,Alison Doody,1000,Action|Adventure|Thriller,Patrick Macnee,68565,Tanya Roberts,computer|earthquake|microchip|official james bond series|silicon valley,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,300,UK,30000000
Steve Box,209,85,9,Geraldine McEwan,567,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,98160,Peter Sallis,competition|giant vegetable|pest control|stop motion animation|vegetable,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,307,UK,30000000
Richard LaGravenese,131,126,98,Harry Connick Jr.,18000,Drama|Romance,Gerard Butler,167967,Nellie McKay,birthday|friendship|hairy chest|letter|widow,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243,USA,30000000
Frederik Du Chau,73,102,7,Frankie Muniz,984,Adventure|Comedy|Drama|Family|Sport,Bruce Greenwood,12570,M. Emmet Walsh,farm|horse|kentucky|racehorse|zebra,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,86,USA,
Joe Wright,316,123,456,Alfie Allen,19000,Drama|Mystery|Romance|War,Benedict Cumberbatch,192930,Brenda Blethyn,death of sister|dying|loss of virginity|septicemia|sex,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,581,UK,30000000
Gary Winick,159,105,56,Marcia DeBonis,898,Comedy|Drama|Romance,Vanessa Redgrave,74630,Luisa Ranieri,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156,USA,30000000
Ridley Scott,63,125,0,Ken Takakura,939,Action|Crime|Thriller,Stephen Root,39306,Kate Capshaw,counterfeit|detective|japan|police chase|yakuza,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,119,USA,30000000
Bobby Farrelly,162,92,101,Larry David,971,Comedy,Kate Upton,25484,Sean Hayes,mule|nun|orphanage|tennis court|the three stooges,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,189,USA,
Tim Burton,267,77,13000,Christopher Lee,40000,Animation|Drama|Family|Fantasy|Musical|Romance,Johnny Depp,188785,Joanna Lumley,arranged marriage|bride|corpse|groom|woods,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,467,USA,40000000
James Gartner,95,118,0,Austin Nichols,696,Biography|Drama|Sport,Mehcad Brooks,34910,Derek Luke,coach|college basketball|national championship|ncaa|texas,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,145,USA,
Denis Villeneuve,478,121,777,Bernardo Saracino,455,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,196217,Daniel Kaluuya,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461,USA,30000000
Antoine Fuqua,305,124,845,50 Cent,15000,Drama|Sport,Jake Gyllenhaal,147128,Oona Laurence,boxer|boxing training|death of wife|male in shower|rage,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,277,USA,30000000
Sam Raimi,397,99,0,Alison Lohman,2000,Horror|Thriller,Bojana Novakovic,158354,Reggie Lee,evil|fight|hell|psychic|psychologist,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,691,USA,30000000
Lee Toland Krieger,214,112,43,Michiel Huisman,11000,Drama|Fantasy|Romance,Harrison Ford,93767,Ellen Burstyn,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,209,USA,25000000
Tim McCanlies,82,111,23,Robert Duvall,3000,Comedy|Drama|Family,Haley Joel Osment,43378,Emmanuelle Vaugier,africa|eyeglasses|money|texas|veteran,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,292,USA,30000000
Jon M. Chu,138,107,209,Stephen Boss,2000,Drama|Music|Romance,Alyson Stoner,47297,Facundo Lombard,dance|dance crew|dancer|mortgage|new york city,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,86,USA,30000000
John Stockwell,69,104,134,Mika Boorem,585,Drama|Romance|Sport,Faizon Love,26066,Sanoe Lake,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,216,USA,30000000
Marc Forster,253,113,395,Christian Stolte,8000,Comedy|Drama|Fantasy|Romance,Will Ferrell,186977,Danny Rhodes,author|fate|novelist|professor|writer,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,529,USA,38000000
David Slade,304,113,171,Mark Rendall,430,Horror,Danny Huston,138435,Megan Franich,alaska|small town|snow|vampire|winter,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,527,USA,32000000
Drew Goddard,634,95,246,Bradley Whitford,26000,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,277172,Kristen Connolly,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,986,USA,30000000
Jason Friedberg,111,86,82,Diedrich Bader,869,Comedy,Carmen Electra,88518,Method Man,king|persian|spartan|training|xerxes,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,409,USA,30000000
Martin Brest,77,126,102,Yaphet Kotto,22000,Action|Comedy|Crime|Thriller,Robert De Niro,54042,Philip Baker Hall,accountant|bounty hunter|fbi|mafia|mob,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,215,USA,30000000
Paul Michael Glaser,120,101,343,Maria Conchita Alonso,581,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,112669,Richard Dawson,game of death|government conspiracy|latina|oppression|police,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,226,USA,27000000
Frank Oz,63,102,0,Jim Belushi,13000,Comedy|Horror|Musical|Sci-Fi,Bill Murray,49349,Tisha Campbell-Martin,eclipse|florist|nerd|plant|shop,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,165,USA,25000000
Joe Wright,417,111,456,Vicky Krieps,157,Action|Drama|Thriller,Jessica Barden,159198,John Macmillan,assassin|female warrior|martial arts|playground|training,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,438,USA,30000000
,9,60,,Joan Allen,971,Drama|Mystery,Zach Gilford,3322,Liam James,family drama|lie|missing child|political campaign|secret,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,30,USA,
John R. Leonetti,59,95,40,Talisa Soto,663,Action|Adventure|Fantasy|Sci-Fi|Thriller,Brian Thompson,36363,Robin Shou,alternate reality|battle|martial arts|mortal kombat|warrior,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,256,USA,30000000
Tom Hanks,218,98,15000,Rob Riggle,15000,Comedy|Drama|Romance,Tom Hanks,49205,Randall Park,bus stop|college|community college|scooter|speech class,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184,USA,30000000
Kimberly Peirce,359,100,108,Judy Greer,17000,Drama|Fantasy|Horror,Chloë Grace Moretz,108242,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,USA,30000000
Liz Friedlander,101,118,3,Yaya DaCosta,1000,Drama|Music,Alfre Woodard,21767,Jasika Nicole,ballroom|dance|dance teacher|student|teacher,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,127,USA,30000000
,52,28,,Kevin Connolly,680,Comedy|Drama,Debi Mazar,135643,Kevin Dillon,actor|fame|friendship between men|hollywood california|sitcom,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,145,USA,
Phil Joanou,85,125,21,Jurnee Smollett-Bell,12000,Crime|Drama|Sport,Dwayne Johnson,33067,Kevin Dunn,alliterative title|football|football coach|football practice|football team,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,134,USA,30000000
Sam Weisman,64,94,39,Larry Miller,1000,Comedy|Crime,Bernie Mac,12466,Richard Schiff,businessman|ring|thief|vulgarity|washington d.c.,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,84,USA,45000000
Shane Acker,263,79,30,Alan Oppenheimer,940,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,111117,Tom Kane,hope|key|machine|number|rag doll,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,245,USA,30000000
Steven Soderbergh,450,106,0,David Costabile,17000,Crime|Drama|Thriller,Channing Tatum,148327,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,274,USA,30000000
Martha Coolidge,85,111,57,Miranda Richardson,1000,Comedy|Family|Romance,Devin Ratray,31984,Luke Mably,denmark|king|love|prince|wisconsin,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,154,USA,
Stephen J. Anderson,162,63,15,Robert Lopez,759,Adventure|Animation|Comedy|Family|Musical,Craig Ferguson,15600,Huell Howser,disney|owl|rabbit|sequel|tiger,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,55,USA,30000000
Troy Miller,85,85,14,Mimi Rogers,577,Comedy,Elden Henson,30651,Cheri Oteri,1980s|buddy|high school|prequel to cult favorite|teenager,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,267,USA,19000000
Warren Beatty,110,108,631,Kirk Baltz,631,Comedy|Drama|Romance,Warren Beatty,21998,Graham Beckel,hip hop|liberal|politics|senator|truth,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,227,USA,30000000
Tate Taylor,165,139,150,Josh Hopkins,521,Biography|Drama|Music,Tika Sumpter,15843,Aunjanue Ellis,1970s|1980s|african american|breaking the fourth wall|mother son relationship,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,104,USA,30000000
Carl Franklin,64,127,73,William Hurt,11000,Drama,Meryl Streep,9283,Tom Everett Scott,cancer|job|love|new york|professor,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,112,USA,30000000
Brett Leonard,44,106,32,Costas Mandylor,18000,Action|Crime|Sci-Fi|Thriller,Denzel Washington,23579,Traci Lords,android|ex cop|serial killer|virtual character come to life|virtual reality,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,88,USA,30000000
Ivan Reitman,147,95,425,Eddie Izzard,973,Comedy|Romance|Sci-Fi,Rainn Wilson,53884,Wanda Sykes,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,203,USA,30000000
Scott Derrickson,242,118,301,Dorian Missick,2000,Horror|Mystery|Thriller,Olivia Munn,54447,Edgar Ramírez,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,201,USA,30000000
Alister Grierson,244,108,24,Rhys Wakefield,2000,Adventure|Drama|Thriller,Ioan Gruffudd,47003,Richard Roxburgh,cave|expedition|panic|rebreather|underwater,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,215,USA,30000000
Nick Hurran,73,105,34,Kevin Sussman,1000,Comedy|Drama|Romance,Holly Hunter,15052,Dave Annable,electronic devices|gynecologist|little black book|plan|set up,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,116,USA,35000000
Nicholas Stoller,232,131,89,Jacki Weaver,2000,Comedy|Romance,Alison Brie,78974,David Paymer,kissing while having sex|kitchen|reference to princess diana|wedding band|wedding ring,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,141,USA,30000000
Charles Stone III,63,104,30,Chris Noth,1000,Comedy|Drama|Romance|Sport,Bernie Mac,12164,Paul Sorvino,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,USA,30000000
Paul Haggis,239,133,549,Daniel Stern,10000,Crime|Drama|Romance|Thriller,Olivia Wilde,146364,Aisha Hinds,argument|evidence|fingerprints|murder|murder weapon,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,237,USA,35000000
Kurt Wimmer,158,94,110,Cameron Bright,14000,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,70341,Nick Chinlund,boy|disease|hemophagia|speed|vampire,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830,USA,30000000
Jean-François Richet,152,109,25,Drea de Matteo,954,Action|Crime|Drama|Thriller,Brian Dennehy,65979,Hugh Dillon,criminal|mobster|new year's eve|police|sergeant,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,220,USA,20000000
Antoine Fuqua,105,96,845,Clifton Collins Jr.,978,Action|Crime|Thriller,Mira Sorvino,23345,Patrick Kilpatrick,forger|hitman|passport|police|replacement,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,167,USA,30000000
Kevin Hooks,36,105,114,Stephen Baldwin,4000,Action|Adventure|Crime|Drama|Romance,Salma Hayek,7073,Will Patton,disk|floppy disk|mafia|prison|prisoner,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,29,USA,25000000
Ellory Elkayem,181,99,11,Doug E. Doug,19000,Action|Comedy|Horror,Scarlett Johansson,43764,Riley Smith,creature feature|human versus spider|spider|spider feature|woman sheriff,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291,USA,30000000
Edward Zwick,219,112,380,Anne Hathaway,15000,Comedy|Drama|Romance,Jake Gyllenhaal,143368,Judy Greer,female nudity|male objectification|pfizer|viagra|zoloft,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,215,USA,30000000
Jon Avnet,158,108,50,Alicia Witt,14000,Crime|Drama|Mystery|Thriller,Al Pacino,65628,Deborah Kara Unger,death|fbi|forensics|murder|serial killer,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,262,USA,30000000
Niki Caro,155,126,51,Charlize Theron,10000,Drama,Jeremy Renner,32815,Sissy Spacek,based on true story|innocence|lawsuit|mine|sexual harassment,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,214,USA,35000000
Howard Deutch,74,98,41,Matthew Perry,13000,Comedy|Crime|Thriller,Bruce Willis,45775,Natasha Henstridge,dentist|face slap|flashback|hitman|killing an animal,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,112,USA,40000000
Vincenzo Natali,368,104,165,David Hewlett,900,Drama|Horror|Sci-Fi,Sarah Polley,79517,Delphine Chanéac,dna|experiment|genetics|interspecies sex|scientist,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,354,Canada,26000000
Willard Huyck,81,110,8,Jeffrey Jones,1000,Action|Adventure|Comedy|Romance|Sci-Fi,Lea Thompson,33669,Jordan Prentice,alien|duck|laser|planet|singer,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,269,USA,35000000
Gavin O'Connor,154,130,149,Rick Gonzalez,1000,Crime|Drama|Thriller,Jennifer Ehle,53053,Frank Grillo,brother in law|corruption|drug dealer|drugs|police,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,132,USA,30000000
Bruce Hunt,140,93,2,Cole Hauser,849,Adventure|Horror|Thriller,Eddie Cibrian,28606,Marcel Iures,cave|diver|diving|flare|parasite,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,262,USA,30000000
Rob Reiner,73,96,0,Lobo Sebastian,372,Comedy|Romance,David Paymer,11520,Robert Costanzo,gambling|novel|stenographer|writer|writer's block,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,105,USA,30000000
Paul McGuigan,98,114,118,Christopher Cousins,489,Drama|Mystery|Romance|Thriller,Jessica Paré,44979,Mark Camacho,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,USA,30000000
Craig Gillespie,358,106,44,Reid Ewing,596,Comedy|Horror,Grace Phipps,85024,Sandra Vergara,neighbor|remake|suburb|teenager|vampire,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,242,USA,30000000
Terrence Malick,222,150,0,Michael Greyeyes,23000,Biography|Drama|History|Romance,Christian Bale,70771,Wes Studi,captain|fort|love|native american|trade,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,671,USA,30000000
Chris Roberts,85,100,38,David Suchet,811,Action|Adventure|Sci-Fi,Saffron Burrows,14747,Jürgen Prochnow,27th century|fighter pilot|orchestral music score|outer space|space opera,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,338,USA,30000000
Neil Jordan,62,100,277,Aidan Quinn,21000,Drama|Fantasy|Thriller,Robert Downey Jr.,11003,Paul Guilfoyle,dream|mental institution|padded cell|serial killer|suicide attempt,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,148,USA,30000000
James Wong,130,100,70,Texas Battle,473,Action|Adventure|Fantasy|Sci-Fi|Thriller,Ian Whyte,56451,Randall Duk Kim,bad|dragon|grandfather|orb|warrior,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,524,USA,45000000
Jee-woon Kim,376,107,419,James Burnett,971,Action|Crime|Thriller,Zach Gilford,114241,Christiana Leucas,deputy|escape|fbi|modern western|sheriff,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,258,USA,45000000
Nick Hamm,130,102,6,Cameron Bright,22000,Drama|Horror|Sci-Fi|Thriller,Robert De Niro,22449,Munro Chambers,birthday|boy|clone|cloning|doctor,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,191,USA,25000000
Andy Cadiff,65,101,3,Stark Sands,448,Comedy|Romance,Annabella Sciorra,30092,Terence Maynard,first daughter|photographer|prague|president|secret service agent,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,USA,23000000
Mike Disa,77,86,6,Phil LaMarr,1000,Animation|Comedy|Family,Amy Poehler,9682,Cheech Marin,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,38,USA,30000000
Lasse Hallström,107,108,529,Camryn Manheim,11000,Drama,Morgan Freeman,24033,Lynda Boyd,abusive boyfriend|bear|car accident|ranch|wyoming,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,152,USA,30000000
Terry Gilliam,292,123,0,Lily Cole,10000,Adventure|Fantasy|Mystery,Andrew Garfield,126307,Verne Troyer,birthday|bridge|midget|rescue|sideshow,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,210,UK,40000000
Richard J. Lewis,193,134,12,Atom Egoyan,891,Comedy|Drama,Mark Addy,21086,Paul Gross,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,87,Canada,
,16,511,,Ingvar Eggert Sigurðsson,147,Crime|Drama|Thriller,Ólafur Darri Ólafsson,2308,Björn Hlynur Haraldsson,coastal town|iceland|police|snowstorm|winter storm,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,19,Iceland,
Brad Furman,184,88,65,John Heard,3000,Crime|Thriller,Justin Timberlake,52069,David Costabile,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,95,USA,30000000
Peter Howitt,123,109,29,Richard Roundtree,779,Action|Crime|Drama|Thriller,Tyler Labine,25558,Ned Bellamy,boss|communications|computer|genius|job,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,221,USA,30000000
Edward Zwick,60,122,380,Morgan Freeman,18000,Drama|History|War,Denzel Washington,101888,Matthew Broderick,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,USA,18000000
Sergio Leone,111,251,0,Burt Young,22000,Crime|Drama,Robert De Niro,221000,Treat Williams,1920s|ambiguity|childhood friend|new york|speakeasy,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,495,Italy,30000000
Niels Arden Oplev,217,118,76,Isabelle Huppert,3000,Action|Crime|Drama|Thriller,Dominic Cooper,54147,James Biberi,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,USA,30000000
Michael Radford,117,131,53,Mackenzie Crook,14000,Drama|Romance,Al Pacino,29715,Kris Marshall,debt|jew|loan|merchant|pound of flesh,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,161,USA,18000000
Neil Jordan,105,109,277,Saïd Taghmaoui,2000,Action|Crime|Drama|Romance|Thriller,Emir Kusturica,9004,Tchéky Karyo,casino|french riviera|gambler|heist|partner,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,103,France,25000000
Steve Boyum,41,80,9,Mike Vogel,17000,Action|Drama|Romance|Sport,Channing Tatum,3926,Steve Howey,one word title|paddock|supercross|swimming pool|winning,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,38,USA,
Chris Noonan,124,88,108,Bill Paterson,876,Biography|Drama|Romance,Emily Watson,23864,Lucy Boynton,book|children|friend|illustrator|letter,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142,UK,30000000
Kaige Chen,90,103,45,Toby Leonard Moore,489,Action|Drama|Fantasy,Dong-gun Jang,8215,Nicholas Tse,armor|general|king|princess|slave,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,132,China,60000000
Corey Yuen,110,87,23,Holly Valance,826,Action|Adventure,Steve Howey,38503,Sarah Carter,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180,USA,21000000
Andrew Dominik,273,160,181,Jeremy Renner,11000,Biography|Crime|Drama|History|Western,Brad Pitt,136104,Sam Shepard,long title|outlaw|robbery|train|train robbery,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,415,USA,30000000
