director_name,actor_2_name,actor_1_facebook_likes,genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,country,content_rating,title_year,imdb_score,movie_facebook_likes
Neil Jordan,Aidan Quinn,21000,Drama|Fantasy|Thriller,In Dreams ,11003,22006,Paul Guilfoyle,0,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,English,USA,R,1999,5.5,654
James Wong,Texas Battle,473,Action|Adventure|Fantasy|Sci-Fi|Thriller,Dragonball: Evolution ,56451,1100,Randall Duk Kim,0,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,English,USA,PG,2009,2.7,0
Jee-woon Kim,James Burnett,971,Action|Crime|Thriller,The Last Stand ,114241,1643,Christiana Leucas,2,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,English,USA,R,2013,6.4,24000
Nick Hamm,Cameron Bright,22000,Drama|Horror|Sci-Fi|Thriller,Godsend ,22449,23352,Munro Chambers,1,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,4.8,387
Andy Cadiff,Stark Sands,448,Comedy|Romance,Chasing Liberty ,30092,842,Terence Maynard,0,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.1,0
Mike Disa,Phil LaMarr,1000,Animation|Comedy|Family,Hoodwinked Too! Hood vs. Evil ,9682,5393,Cheech Marin,0,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,English,USA,PG,2011,4.8,0
Lasse Hallström,Camryn Manheim,11000,Drama,An Unfinished Life ,24033,11519,Lynda Boyd,3,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,7.0,0
Terry Gilliam,Lily Cole,10000,Adventure|Fantasy|Mystery,The Imaginarium of Doctor Parnassus ,126307,11769,Verne Troyer,1,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,English,UK,PG-13,2009,6.8,19000
Richard J. Lewis,Atom Egoyan,891,Comedy|Drama,Barney's Version ,21086,1873,Paul Gross,2,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,English,Canada,R,2010,7.3,0
,Ingvar Eggert Sigurðsson,147,Crime|Drama|Thriller,Trapped             ,2308,307,Björn Hlynur Haraldsson,0,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,Icelandic,Iceland,,,8.2,0
Brad Furman,John Heard,3000,Crime|Thriller,Runner Runner ,52069,5706,David Costabile,3,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,English,USA,R,2013,5.6,0
Peter Howitt,Richard Roundtree,779,Action|Crime|Drama|Thriller,Antitrust ,25558,1297,Ned Bellamy,2,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.1,0
Edward Zwick,Morgan Freeman,18000,Drama|History|War,Glory ,101888,32930,Matthew Broderick,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,English,USA,R,1989,7.9,0
Sergio Leone,Burt Young,22000,Crime|Drama,Once Upon a Time in America ,221000,24719,Treat Williams,8,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,English,Italy,R,1984,8.4,12000
Niels Arden Oplev,Isabelle Huppert,3000,Action|Crime|Drama|Thriller,Dead Man Down ,54147,4253,James Biberi,2,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,English,USA,R,2013,6.5,0
Michael Radford,Mackenzie Crook,14000,Drama|Romance,The Merchant of Venice ,29715,16252,Kris Marshall,3,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,English,USA,R,2004,7.1,0
Neil Jordan,Saïd Taghmaoui,2000,Action|Crime|Drama|Romance|Thriller,The Good Thief ,9004,2759,Tchéky Karyo,0,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,English,France,R,2002,6.6,287
Steve Boyum,Mike Vogel,17000,Action|Drama|Romance|Sport,Supercross ,3926,21519,Steve Howey,1,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,4.0,353
Chris Noonan,Bill Paterson,876,Biography|Drama|Romance,Miss Potter ,23864,1518,Lucy Boynton,1,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,English,UK,PG,2006,7.0,0
Kaige Chen,Toby Leonard Moore,489,Action|Drama|Fantasy,The Promise ,8215,949,Nicholas Tse,0,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,Mandarin,China,PG-13,2005,5.6,445
Corey Yuen,Holly Valance,826,Action|Adventure,DOA: Dead or Alive ,38503,4473,Sarah Carter,4,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,4.8,0
Andrew Dominik,Jeremy Renner,11000,Biography|Crime|Drama|History|Western,The Assassination of Jesse James by the Coward Robert Ford ,136104,22516,Sam Shepard,0,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,English,USA,R,2007,7.5,0
Li Zhang,Joan Chen,974,Action|Adventure|Drama|History|War,1911 ,4670,1887,Jaycee Chan,0,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,Mandarin,China,R,2011,6.0,0
Laurent Tirard,Sandrine Kiberlain,295,Comedy|Family,Little Nicholas ,9214,545,Kad Merad,7,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,French,France,,2009,7.2,0
Simon West,Michael Angarano,26000,Action|Crime|Drama|Thriller,Wild Card ,36487,29773,Jason Alexander,0,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,English,USA,R,2015,5.6,0
Marc Forster,Madeline Carroll,18000,Action|Biography|Crime|Drama,Machine Gun Preacher ,52972,19620,Kathy Baker,1,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,English,USA,R,2011,6.8,21000
Reinhard Klooss,Vanessa Redgrave,1000,Animation|Comedy|Family,Animals United ,4599,3095,James Corden,0,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,German,Germany,PG,2010,4.9,885
Bille August,Patrick Lyster,113,Biography|Drama|History,The Color of Freedom ,10175,143,Tyrone Keogh,1,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,English,Germany,R,2007,7.1,0
Frédéric Auburtin,Thomas Kretschmann,922,Drama|History|Sport,United Passions ,3279,2725,Jemima West,4,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,English,France,Not Rated,2014,2.0,0
Olivier Dahan,Frank Langella,963,Biography|Drama|Romance,Grace of Monaco ,12410,2806,Derek Jacobi,3,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,English,Switzerland,,2014,5.7,6000
Maksim Fadeev,Fedor Bondarchuk,114,Adventure|Animation|Fantasy,A Warrior's Tail ,393,229,Sergey Garmash,1,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Russian,Russia,,2015,4.1,161
Liliana Cavani,Dougray Scott,1000,Crime|Drama|Mystery|Thriller,Ripley's Game ,14618,1831,Chiara Caselli,0,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,English,Italy,R,2002,6.7,447
Greg Tiernan,Salma Hayek,11000,Adventure|Animation|Comedy|Fantasy,Sausage Party ,3302,15795,Anders Holm,0,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,English,USA,R,2016,7.5,13000
Elizabeth Banks,Birgitte Hjort Sørensen,10000,Comedy|Music,Pitch Perfect 2 ,97697,13159,Hana Mae Lee,8,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,6.5,40000
James Mangold,Dallas Roberts,523,Biography|Drama|Music|Romance,Walk the Line ,188637,1383,Tyler Hilton,0,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,7.9,11000
,Kirk Acevedo,757,Adventure|Drama|Mystery|Sci-Fi|Thriller,12 Monkeys             ,20839,3309,Tom Noonan,0,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,English,USA,TV-14,,7.6,12000
Edward Norton,Milos Forman,955,Comedy|Drama|Romance,Keeping the Faith ,44816,5404,Anne Bancroft,3,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,6.4,0
Peter Hewitt,Bradley Pierce,1000,Adventure|Comedy|Family|Fantasy,The Borrowers ,16222,2056,Mark Williams,0,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,English,UK,PG,1997,5.8,0
Ron Howard,Clint Howard,2000,Drama,Frost/Nixon ,88682,6161,Oliver Platt,1,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,English,USA,R,2008,7.7,0
George Clooney,David Julian Hirsh,504,Biography|Comedy|Crime|Drama|Romance|Thriller,Confessions of a Dangerous Mind ,71596,810,Jennifer Hall,0,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,English,USA,R,2002,7.1,3000
Reginald Hudlin,Jerry Stiller,2000,Comedy|Romance,Serving Sara ,14315,4169,Vincent Pastore,2,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,English,Germany,PG-13,2002,5.3,201
Ben Falcone,Tyler Labine,22000,Comedy,The Boss ,16984,23562,Ben Falcone,1,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,English,USA,R,2016,5.3,0
Richard Attenborough,Kevin McNally,18000,Biography|Drama|History,Cry Freedom ,9913,18855,Penelope Wilton,0,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,English,UK,PG,1987,7.5,0
Lawrence Kasdan,Alfre Woodard,11000,Comedy|Drama,Mumford ,8134,17873,Mary McDonnell,4,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,English,USA,R,1999,6.9,209
Don Mancini,Billy Boyd,1000,Comedy|Fantasy|Horror|Thriller,Seed of Chucky ,28632,2567,Hannah Spearritt,0,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,English,Romania,R,2004,4.9,0
John Maybury,Jason Lewis,1000,Drama|Mystery|Sci-Fi|Thriller,The Jacket ,92850,5085,Angel Coulby,0,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,English,USA,R,2005,7.1,0
Ron Clements,Frank Welker,49000,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Aladdin ,260939,52970,Scott Weinger,0,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,English,USA,G,1992,8.0,0
F. Gary Gray,Neil Brown Jr.,559,Biography|Crime|Drama|History|Music,Straight Outta Compton ,119928,2702,R. Marcos Taylor,0,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,English,USA,R,2015,7.9,76000
Steven Spielberg,Amrish Puri,11000,Action|Adventure,Indiana Jones and the Temple of Doom ,329969,11898,Kate Capshaw,2,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,English,USA,PG,1984,7.6,0
Igor Kovalyov,Cree Summer,971,Adventure|Animation|Comedy|Drama|Family|Musical,The Rugrats Movie ,14005,3438,Christine Cavanaugh,0,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,English,USA,G,1998,5.9,418
Lee Tamahori,Billy Burke,11000,Crime|Drama|Thriller,Along Came a Spider ,59232,17109,Monica Potter,0,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,English,USA,R,2001,6.3,0
Stephen Frears,Nina Arianda,11000,Biography|Comedy|Drama|Music|Romance,Florence Foster Jenkins ,2167,11534,John Sessions,3,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,English,UK,PG-13,2016,7.1,0
Robert Rodriguez,Salma Hayek,40000,Action|Crime|Thriller,Once Upon a Time in Mexico ,130094,46186,Enrique Iglesias,1,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,English,USA,R,2003,6.4,0
John McTiernan,Bruce Willis,25000,Action|Thriller,Die Hard ,592582,40585,Reginald VelJohnson,0,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,English,USA,R,1988,8.2,25000
David Wain,Ken Marino,833,Comedy,Role Models ,195255,3400,Bobb'e J. Thompson,1,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,English,Germany,R,2008,6.9,0
Adam McKay,Christian Bale,33000,Biography|Comedy|Drama|History,The Big Short ,182983,57308,Charlie Talbert,4,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,English,USA,R,2015,7.8,99000
Ang Lee,Kevin Chamberlin,579,Comedy|Drama|Music,Taking Woodstock ,24663,1500,Demetri Martin,12,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,English,USA,R,2009,6.7,0
Gavin O'Connor,Noah Emmerich,639,Biography|Drama|History|Sport,Miracle ,36636,1845,Kenneth Mitchell,0,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,English,USA,PG,2004,7.5,0
Zack Snyder,Kevin Zegers,3000,Action|Horror|Thriller,Dawn of the Dead ,194422,10438,Mekhi Phifer,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,USA,R,2004,7.4,7000
Adam Shankman,Judy Greer,11000,Comedy|Romance,The Wedding Planner ,61317,17533,Alex Rocco,2,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,English,Germany,PG-13,2001,5.2,0
Shinji Aramaki,Yû Aoi,173,Adventure|Animation|Sci-Fi,Harlock: Space Pirate ,8227,386,Haruma Miura,0,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,Japanese,Japan,Not Rated,2013,6.5,0
Wes Anderson,Anjelica Huston,13000,Comedy|Drama,The Royal Tenenbaums ,209133,14609,Seymour Cassel,1,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,English,USA,R,2001,7.6,0
James Mangold,Rebecca De Mornay,1000,Mystery|Thriller,Identity ,177828,3969,Jake Busey,0,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,English,USA,R,2003,7.3,11000
Jon Turteltaub,Morgan Freeman,22000,Comedy|Romance,Last Vegas ,106755,35694,Romany Malco,2,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,6.6,27000
John Glen,Topol,844,Action|Adventure|Thriller,For Your Eyes Only ,72085,2118,Desmond Llewelyn,1,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,English,UK,PG,1981,6.8,2000
Peter Chelsom,David Sparrow,11,Comedy|Romance,Serendipity ,85423,37,Ann Talman,0,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.9,12000
Peter Hyams,Bruce McGill,664,Action|Crime|Sci-Fi|Thriller,Timecop ,44394,2010,Gloria Reuben,1,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,English,Canada,R,1994,5.8,0
Ben Stiller,Alexander Skarsgård,14000,Comedy,Zoolander ,201084,34565,Will Ferrell,0,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,English,Germany,PG-13,2001,6.6,0
Lasse Hallström,Noah Lomax,576,Drama|Romance|Thriller,Safe Haven ,78008,1554,Mimi Kirkland,0,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,6.7,23000
Kenny Ortega,Omri Katz,580,Comedy|Family|Fantasy,Hocus Pocus ,60494,1275,Larry Bagby,0,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,English,USA,PG,1993,6.7,16000
Scott Hicks,Lily Rabe,943,Comedy|Drama|Romance,No Reservations ,59068,3497,Bob Balaban,2,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,English,USA,PG,2007,6.3,0
Matthew Vaughn,Deborah Twiss,553,Action|Comedy,Kick-Ass ,435864,2357,Michael Rispoli,1,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,English,UK,R,2010,7.7,36000
Ruben Fleischer,Dilshad Vadsaria,731,Action|Comedy|Crime,30 Minutes or Less ,77935,1987,Fred Ward,3,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,English,Germany,R,2011,6.1,0
Patrick Lussier,Danny Masterson,18000,Action|Fantasy|Horror|Thriller,Dracula 2000 ,27378,23344,Jeri Ryan,0,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,English,USA,R,2000,4.9,0
Miguel Arteta,Steve Carell,35000,Comedy|Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,47677,Jennifer Garner,6,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,English,USA,PG,2014,6.2,12000
Joe Wright,Brenda Blethyn,422,Drama|Romance,Pride & Prejudice ,193455,1083,Simon Woods,2,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,English,France,PG,2005,7.8,17000
Ridley Scott,Sean Young,11000,Sci-Fi|Thriller,Blade Runner ,461609,13877,M. Emmet Walsh,2,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,English,USA,R,1982,8.2,34000
Michael Caton-Jones,Jason Flemyng,14000,Adventure|Biography,Rob Roy ,34427,16125,Eric Stoltz,1,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,English,USA,R,1995,6.9,0
McG,Richard Sammel,933,Action|Drama|Thriller,3 Days to Kill ,69355,1286,Tómas Lemarquis,0,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.2,10000
James Gray,Oleg Taktarov,3000,Crime|Drama|Thriller,We Own the Night ,72693,3681,Antoni Corone,4,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,English,USA,R,2007,6.9,0
Janusz Kaminski,Bob Clendenin,497,Drama|Horror|Thriller,Lost Souls ,9338,1805,Ben Chaplin,2,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,English,USA,R,2000,4.8,209
Jacques Perrin,Philippe Labro,63,Documentary,Winged Migration ,10369,66,,0,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,English,France,G,2001,8.0,1000
Donald Petrie,Carlos Ponce,806,Comedy|Fantasy|Romance,Just My Luck ,44103,3211,Faizon Love,3,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,5.3,0
Jay Roach,Mary McCormack,738,Comedy|Drama|Sport,"Mystery, Alaska ",22250,2171,Ron Eldard,0,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,English,Canada,R,1999,6.7,913
Brian Levant,Amber Valletta,1000,Action|Comedy|Family,The Spy Next Door ,29971,3436,George Lopez,4,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,English,USA,PG,2010,5.4,0
Michael Ritchie,Francis Capra,1000,Comedy|Family|Fantasy,A Simple Wish ,4288,5535,Kathleen Turner,3,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,English,USA,PG,1997,5.4,517
John Carpenter,Clea DuVall,26000,Action|Horror|Sci-Fi,Ghosts of Mars ,43006,28867,Natasha Henstridge,5,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,English,USA,R,2001,4.9,0
David Gordon Green,Zoe Kazan,1000,Comedy|Drama,Our Brand Is Crisis ,11476,3944,Scoot McNairy,2,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,English,USA,R,2015,6.1,0
Burr Steers,Bella Heathcote,2000,Action|Horror|Romance,Pride and Prejudice and Zombies ,23775,4710,Sam Riley,0,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,English,USA,PG-13,2016,5.8,73000
Martin Scorsese,Tulku Jamyang Kunga Tenzin,2,Biography|Drama|History|War,Kundun ,21606,4,Tencho Gyalpo,0,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,7.0,0
Robert B. Weide,Katherine Parkinson,480,Comedy|Drama|Romance,How to Lose Friends & Alienate People ,61269,858,Fenella Woolgar,4,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,English,UK,R,2008,6.5,0
Jeff Wadlow,Donald Faison,17000,Action|Comedy|Crime,Kick-Ass 2 ,202967,19168,Augustus Prew,0,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,English,USA,R,2013,6.6,36000
Agustín Díaz Yanes,Elena Anaya,10000,Adventure|Drama|History|Romance|Thriller|War,Captain Alatriste: The Spanish Musketeer ,10266,11669,Eduardo Noriega,1,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,Spanish,Spain,,2006,6.1,0
Camille Delamarre,Robert Maillet,23000,Action|Crime|Drama|Thriller,Brick Mansions ,32103,25387,RZA,2,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,English,France,PG-13,2014,5.7,0
John Glen,Kabir Bedi,594,Action|Adventure|Thriller,Octopussy ,74374,1898,Steven Berkoff,0,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,English,UK,PG,1983,6.6,0
Judd Apatow,Martin Starr,11000,Comedy|Romance,Knocked Up ,298590,12874,Charlyne Yi,2,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,English,USA,R,2007,7.0,0
Nick Cassavetes,Sofia Vassilieva,673,Drama,My Sister's Keeper ,74476,1775,Jeffrey Markle,2,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,7.4,15000
Malcolm D. Lee,Mike Epps,940,Comedy|Drama|Romance,"Welcome Home, Roscoe Jenkins ",10791,3565,Cedric the Entertainer,3,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,5.3,464
David Lean,Judy Davis,358,Adventure|Drama|History,A Passage to India ,12980,1334,Art Malik,0,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,English,UK,PG,1984,7.4,845
