director_name,director_facebook_likes,actor_3_facebook_likes,actor_2_name,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,budget,actor_2_facebook_likes,aspect_ratio
Tom Dey,9,11000,Matthew McConaughey,Comedy|Romance,Bradley Cooper,58412,37967,Zooey Deschanel,2,friend|intervention|moving|secret|slacker,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,242,English,USA,50000000,11000,2.35
Hideo Nakata,62,874,Gary Cole,Horror|Mystery,Naomi Watts,71153,10163,Sissy Spacek,0,cartoon on tv|foreign language adaptation|second part|videotape|writer,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,560,English,USA,,989,1.85
Glenn Ficarra,43,7000,Emma Stone,Comedy|Drama|Romance,Ryan Gosling,375456,57426,Steve Carell,7,bar|divorce|friend|girl|male objectification,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,English,USA,50000000,15000,2.39
Peter Hewitt,12,58,Mark Christopher Lawrence,Animation|Comedy|Family|Fantasy,Bill Murray,58961,13430,Michael Monks,0,cat|dog|first part|lasagna|veterinarian,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,232,English,USA,35000000,258,1.85
Joe Roth,148,660,Cheech Marin,Comedy|Family,Jamie Lee Curtis,27548,6729,Jake Busey,1,act of kindness|christmas|christmas eve|neighbor|vacation,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,209,English,USA,60000000,843,2.35
Bennett Miller,152,11000,Robin Wright,Biography|Drama|Sport,Philip Seymour Hoffman,283563,53094,Brad Pitt,1,baseball|meeting|statistics|strategy|voice over,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,English,USA,50000000,18000,1.85
Wolfgang Petersen,249,808,Morgan Freeman,Action|Drama|Thriller,Kevin Spacey,91176,30383,Rene Russo,3,disease|epidemic|monkey|quarantine|virus,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,130,English,USA,50000000,11000,1.85
Jaume Collet-Serra,174,660,Nate Parker,Action|Mystery|Thriller,Liam Neeson,200647,16967,Scoot McNairy,0,air marshal|death|passenger|terrorist|transatlantic flight,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,384,English,UK,50000000,664,2.35
Andy Fickman,99,433,Billy Brown,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Dwayne Johnson,43328,14007,Tom Everett Scott,3,alien|military|mountain|spacecraft|ufo,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,110,English,USA,65000000,536,2.35
James McTeigue,160,443,Eddie Marsan,Action|Drama|Thriller,Natalie Portman,791783,22417,Rupert Graves,1,dystopia|freedom|government|revolution|terrorist,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,2042,English,USA,54000000,979,2.35
David Dobkin,71,55,Anna-Louise Plowman,Action|Adventure|Comedy,Fann Wong,81444,428,Georgina Chapman,2,1880s|arrow|imperial seal|murder|revenge,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,192,English,USA,50000000,131,2.35
,,132,Gemma Jones,Crime|Drama,Bernard Hill,1824,1816,Nicola Walker,2,,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1,9,English,UK,,171,
Matthew O'Callaghan,5,1000,Frank Welker,Adventure|Animation|Comedy|Family,Will Ferrell,12845,11124,Alexander Gould,0,hat|monkey|museum|shrine|yellow,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,118,English,USA,50000000,2000,1.85
Angela Robinson,23,541,Thomas Lennon,Adventure|Comedy|Family|Fantasy|Romance|Sport,Scoot McNairy,36431,2177,Cheryl Hines,1,automobile racing|car|mechanic|nascar|street racing,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,168,English,USA,50000000,651,1.85
Gary Fleder,39,477,Jennifer Esposito,Crime|Drama|Mystery|Thriller,Oliver Platt,40362,3341,Conrad Goode,0,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,248,English,USA,50000000,912,2.35
Tommy Wirkola,75,467,Derek Mears,Action|Fantasy|Horror,Jeremy Renner,159868,11946,Ingrid Bolsø Berdal,2,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,304,English,Germany,50000000,520,2.35
Adrian Lyne,213,372,Erik Per Sullivan,Drama|Thriller,Olivier Martinez,63067,2583,Chad Lowe,0,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,533,English,USA,50000000,593,1.85
D.J. Caruso,154,144,Emily Wickersham,Action|Adventure|Sci-Fi|Thriller,Alex Pettyfer,195043,15608,Reuben Langdon,1,based on young adult novel|good versus evil|guardian|human alien|ohio,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329,English,USA,60000000,348,1.85
Stephen Gaghan,79,414,Amr Waked,Drama|Thriller,Matt Damon,109188,14747,Kayvan Novak,0,cia|hezbollah|lebanon|oil|prince,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,625,English,USA,50000000,903,2.35
Michael Bay,0,681,James Badge Dale,Action|Drama|Thriller|War,Toby Stephens,47764,3580,David Costabile,0,based on true story|cia agent|libya|mercenary|u.s. ambassador,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219,English,USA,50000000,726,2.35
Jorge R. Gutiérrez,34,679,Hector Elizondo,Adventure|Animation|Comedy|Family|Fantasy|Romance,Channing Tatum,45580,19513,Ana de la Reguera,1,afterlife|bullfight|bullfighting|love triangle|mexico,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,102,English,USA,50000000,995,2.35
Richard Loncraine,12,935,Harrison Ford,Crime|Thriller,Jimmy Bennett,50170,101383,Mary Lynn Rajskub,1,architect|bank|cayman islands|meeting|murder,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,306,English,USA,50000000,11000,2.35
Clint Eastwood,16000,826,Mark Margolis,Action|Crime|Drama|Thriller,Clint Eastwood,39529,19139,Scott Glenn,0,death|death of wife|murder|thief|violence,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,142,English,USA,50000000,1000,2.35
Ridley Scott,0,957,Demi Moore,Action|Drama|War,Viggo Mortensen,60326,15569,John Michael Higgins,1,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,142,English,USA,50000000,2000,2.35
David Fincher,21000,283,Armin Mueller-Stahl,Drama|Mystery|Thriller,Deborah Kara Unger,261069,1397,Charles Martinet,1,birthday|falling through a glass roof|game|hitchcockian|suicide,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,506,English,USA,50000000,294,2.35
Christophe Gans,50,368,Deborah Kara Unger,Adventure|Horror|Mystery,Radha Mitchell,172792,1933,Alice Krige,0,gothic|police|police officer|silent hill|sleepwalking,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,1740,English,Canada,50000000,495,2.35
Howard Deutch,41,585,Jon Favreau,Comedy|Sport,Keanu Reeves,48322,24024,Faizon Love,1,coach|football player|misfits|strike|sumo wrestler,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,261,English,USA,50000000,4000,1.85
Jon Hurwitz,22,1000,Dania Ramirez,Comedy,Alyson Hannigan,172112,8398,Natasha Lyonne,7,bikini|female female kiss|high school reunion|outdoor sex|upskirt,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,181,English,USA,50000000,1000,1.85
F. Gary Gray,473,294,Michael Cudlitz,Action|Crime|Drama|Mystery|Thriller,Kevin Spacey,107227,20152,Siobhan Fallon Hogan,2,hostage|innocence|murder|negotiator|police,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,279,English,Germany,50000000,822,2.35
