director_name,num_critic_for_reviews,actor_2_name,gross,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,actor_2_facebook_likes,imdb_score
Chris Noonan,79,Christine Cavanaugh,66600000,Babe ,94435,1185,Roscoe Lee Browne,0,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,Australia,368,6.8
David Frankel,234,Steve Carell,63536011,Hope Springs ,34258,19420,Jean Smart,2,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,USA,7000,6.3
Nicholas Stoller,253,Jack McBrayer,62877175,Forgetting Sarah Marshall ,217507,16758,Maria Thayer,1,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,USA,975,7.2
,51,Aimee Teegarden,,Friday Night Lights             ,42746,3418,Scott Porter,1,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,USA,741,8.7
John Singleton,123,Tony Nappo,74484168,Four Brothers ,109894,2740,Fionnula Flanagan,3,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,USA,654,6.9
Michael McCullers,145,Amy Poehler,60269340,Baby Mama ,34079,6930,Romany Malco,2,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,USA,1000,6.0
Forest Whitaker,65,Harry Connick Jr.,60033780,Hope Floats ,18973,2860,Gena Rowlands,1,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,USA,631,5.9
Gary Winick,152,Steve Howey,58715510,Bride Wars ,79094,13794,Candice Bergen,2,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,USA,826,5.4
Steven Brill,94,Scott Adsit,58156435,Without a Paddle ,37479,1266,Bonnie Somerville,3,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,USA,316,5.9
Gary Winick,119,Judy Greer,56044241,13 Going on 30 ,122187,6742,Christa B. Allen,1,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,USA,2000,6.1
Woody Allen,487,Audrey Fleurot,56816662,Midnight in Paris ,301149,1289,Nina Arianda,1,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,Spain,204,7.7
Peter Lepeniotis,121,Brendan Fraser,64238770,The Nut Job ,19547,18795,Sarah Gadon,0,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,Canada,3000,5.8
Ted Demme,147,Ethan Suplee,52937130,Blow ,198066,43453,Jordi Mollà,1,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,USA,1000,7.6
Luis Mandoki,85,John Savage,52799004,Message in a Bottle ,28942,19815,Raphael Sbarge,0,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,USA,652,6.1
William Shatner,98,Nichelle Nichols,55210049,Star Trek V: The Final Frontier ,43743,14710,Walter Koenig,1,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,USA,664,5.4
John Schultz,39,Robert Forster,51432423,Like Mike ,15074,3679,Anne Meara,7,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,USA,889,5.1
Peter Segal,43,Fred Ward,51109400,Naked Gun 33 1/3: The Final Insult ,76850,4767,Priscilla Presley,5,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,USA,459,6.4
John Glen,108,Alison Doody,50300000,A View to a Kill ,68565,2943,Tanya Roberts,2,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,UK,439,6.3
Steve Box,209,Geraldine McEwan,56068547,The Curse of the Were-Rabbit ,98160,1145,Peter Sallis,0,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,UK,269,7.5
Richard LaGravenese,131,Harry Connick Jr.,53680848,P.S. I Love You ,167967,18726,Nellie McKay,1,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,USA,631,7.1
Frederik Du Chau,73,Frankie Muniz,49186871,Racing Stripes ,12570,2910,M. Emmet Walsh,0,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,USA,934,5.2
Joe Wright,316,Alfie Allen,50921738,Atonement ,192930,20499,Brenda Blethyn,1,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,UK,1000,7.8
Gary Winick,159,Marcia DeBonis,53021560,Letters to Juliet ,74630,1026,Luisa Ranieri,1,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,USA,60,6.5
Ridley Scott,63,Ken Takakura,45645204,Black Rain ,39306,1748,Kate Capshaw,2,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,USA,255,6.6
Bobby Farrelly,162,Larry David,44328238,The Three Stooges ,25484,6137,Sean Hayes,0,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,USA,860,5.1
Tim Burton,267,Christopher Lee,53337608,Corpse Bride ,188785,60683,Joanna Lumley,1,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,USA,16000,7.4
James Gartner,95,Austin Nichols,42643187,Glory Road ,34910,2577,Derek Luke,1,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,USA,663,7.2
Denis Villeneuve,478,Bernardo Saracino,46875468,Sicario ,196217,1467,Daniel Kaluuya,2,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,USA,221,7.6
Antoine Fuqua,305,50 Cent,52418902,Southpaw ,147128,16881,Oona Laurence,0,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,USA,1000,7.5
Sam Raimi,397,Alison Lohman,42057340,Drag Me to Hell ,158354,5642,Reggie Lee,0,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,USA,1000,6.6
Lee Toland Krieger,214,Michiel Huisman,42478175,The Age of Adaline ,93767,15327,Ellen Burstyn,1,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,USA,2000,7.2
Tim McCanlies,82,Robert Duvall,41407470,Secondhand Lions ,43378,9638,Emmanuelle Vaugier,1,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,USA,3000,7.6
Jon M. Chu,138,Stephen Boss,42385520,Step Up 3D ,47297,4059,Facundo Lombard,0,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,USA,594,6.2
John Stockwell,69,Mika Boorem,40118420,Blue Crush ,26066,1165,Sanoe Lake,3,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,USA,495,5.6
Marc Forster,253,Christian Stolte,40137776,Stranger Than Fiction ,186977,8362,Danny Rhodes,1,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,USA,189,7.6
David Slade,304,Mark Rendall,39568996,30 Days of Night ,138435,814,Megan Franich,0,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,USA,72,6.6
Drew Goddard,634,Bradley Whitford,42043633,The Cabin in the Woods ,277172,29551,Kristen Connolly,0,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,USA,821,7.0
Jason Friedberg,111,Diedrich Bader,38232624,Meet the Spartans ,88518,3854,Method Man,0,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,USA,759,2.7
Martin Brest,77,Yaphet Kotto,38413606,Midnight Run ,54042,23866,Philip Baker Hall,1,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,USA,581,7.6
Paul Michael Glaser,120,Maria Conchita Alonso,38122105,The Running Man ,112669,2373,Richard Dawson,1,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,USA,571,6.6
Frank Oz,63,Jim Belushi,38747385,Little Shop of Horrors ,49349,15308,Tisha Campbell-Martin,2,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,USA,854,6.9
Joe Wright,417,Vicky Krieps,40247512,Hanna ,159198,257,John Macmillan,0,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,USA,33,6.8
,9,Joan Allen,,The Family             ,3322,3295,Liam James,4,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,USA,805,7.5
John R. Leonetti,59,Talisa Soto,35927406,Mortal Kombat: Annihilation ,36363,2266,Robin Shou,0,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,USA,349,3.7
Tom Hanks,218,Rob Riggle,35565975,Larry Crowne ,49205,16827,Randall Park,0,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,USA,839,6.1
Kimberly Peirce,359,Judy Greer,35266619,Carrie ,108242,20051,Portia Doubleday,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,USA,2000,5.9
Liz Friedlander,101,Yaya DaCosta,34703228,Take the Lead ,21767,3797,Jasika Nicole,0,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,USA,712,6.7
,52,Kevin Connolly,,Entourage             ,135643,2867,Kevin Dillon,2,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,USA,638,8.5
Phil Joanou,85,Jurnee Smollett-Bell,38432823,Gridiron Gang ,33067,15811,Kevin Dunn,1,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,USA,2000,6.9
Sam Weisman,64,Larry Miller,32095318,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,0,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,USA,611,5.5
Shane Acker,263,Alan Oppenheimer,31743332,9 ,111117,1594,Tom Kane,0,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,USA,271,7.1
Steven Soderbergh,450,David Costabile,32154410,Side Effects ,148327,18469,Katie Lowes,0,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,USA,681,7.1
Martha Coolidge,85,Miranda Richardson,28165882,The Prince and Me ,31984,3239,Luke Mably,1,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,USA,530,5.9
Stephen J. Anderson,162,Robert Lopez,26687172,Winnie the Pooh ,15600,1002,Huell Howser,0,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,USA,73,7.3
Troy Miller,85,Mimi Rogers,26096584,Dumb and Dumberer: When Harry Met Lloyd ,30651,1653,Cheri Oteri,0,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,USA,291,3.4
Warren Beatty,110,Kirk Baltz,26525834,Bulworth ,21998,1023,Graham Beckel,1,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,USA,199,6.8
Tate Taylor,165,Josh Hopkins,30513940,Get on Up ,15843,2060,Aunjanue Ellis,0,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,USA,491,6.9
Carl Franklin,64,William Hurt,23209440,One True Thing ,9283,12785,Tom Everett Scott,3,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,USA,882,7.0
Brett Leonard,44,Costas Mandylor,24048000,Virtuosity ,23579,20772,Traci Lords,1,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,USA,723,5.5
Ivan Reitman,147,Eddie Izzard,22526144,My Super Ex-Girlfriend ,53884,2737,Wanda Sykes,1,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,USA,776,5.1
Scott Derrickson,242,Dorian Missick,30523568,Deliver Us from Evil ,54447,5697,Edgar Ramírez,0,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,USA,1000,6.2
Alister Grierson,244,Rhys Wakefield,23070045,Sanctum ,47003,3892,Richard Roxburgh,0,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,USA,942,5.9
Nick Hurran,73,Kevin Sussman,20422207,Little Black Book ,15052,4369,Dave Annable,1,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,USA,681,5.2
Nicholas Stoller,232,Jacki Weaver,28644770,The Five-Year Engagement ,78974,3479,David Paymer,2,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,USA,401,6.2
Charles Stone III,63,Chris Noth,21800302,Mr 3000 ,12164,4462,Paul Sorvino,1,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,USA,962,5.5
Paul Haggis,239,Daniel Stern,21129348,The Next Three Days ,146364,11799,Aisha Hinds,0,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,USA,796,7.4
Kurt Wimmer,158,Cameron Bright,18500966,Ultraviolet ,70341,15271,Nick Chinlund,1,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,USA,829,4.4
Jean-François Richet,152,Drea de Matteo,19976073,Assault on Precinct 13 ,65979,3148,Hugh Dillon,1,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,USA,739,6.3
Antoine Fuqua,105,Clifton Collins Jr.,18967571,The Replacement Killers ,23345,3072,Patrick Kilpatrick,2,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,USA,968,6.1
Kevin Hooks,36,Stephen Baldwin,17100000,Fled ,7073,6152,Will Patton,1,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,USA,561,5.3
Ellory Elkayem,181,Doug E. Doug,17266505,Eight Legged Freaks ,43764,22554,Riley Smith,1,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,USA,953,5.4
Edward Zwick,219,Anne Hathaway,32357532,Love & Other Drugs ,143368,31278,Judy Greer,0,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,USA,11000,6.7
Jon Avnet,158,Alicia Witt,16930884,88 Minutes ,65628,16722,Deborah Kara Unger,1,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,USA,975,5.9
Niki Caro,155,Charlize Theron,18324242,North Country ,32815,20563,Sissy Spacek,4,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,USA,9000,7.3
Howard Deutch,74,Matthew Perry,16323969,The Whole Ten Yards ,45775,18085,Natasha Henstridge,5,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,USA,2000,5.5
Vincenzo Natali,368,David Hewlett,16999046,Splice ,79517,2222,Delphine Chanéac,0,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,Canada,686,5.8
Willard Huyck,81,Jeffrey Jones,16295774,Howard the Duck ,33669,3000,Jordan Prentice,1,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,USA,692,4.6
Gavin O'Connor,154,Rick Gonzalez,15709385,Pride and Glory ,53053,5101,Frank Grillo,0,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,USA,807,6.7
Bruce Hunt,140,Cole Hauser,14888028,The Cave ,28606,2178,Marcel Iures,0,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,USA,787,5.1
Rob Reiner,73,Lobo Sebastian,14208384,Alex & Emma ,11520,977,Robert Costanzo,2,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,USA,206,5.6
Paul McGuigan,98,Christopher Cousins,12831121,Wicker Park ,44979,679,Mark Camacho,0,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,USA,93,7.0
Craig Gillespie,358,Reid Ewing,18298649,Fright Night ,85024,1393,Sandra Vergara,1,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,USA,343,6.4
Terrence Malick,222,Michael Greyeyes,12712093,The New World ,70771,27829,Wes Studi,0,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,USA,909,6.7
Chris Roberts,85,David Suchet,11576087,Wing Commander ,14747,2497,Jürgen Prochnow,3,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,USA,586,4.1
Neil Jordan,62,Aidan Quinn,11900000,In Dreams ,11003,22006,Paul Guilfoyle,0,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,USA,767,5.5
James Wong,130,Texas Battle,9353573,Dragonball: Evolution ,56451,1100,Randall Duk Kim,0,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,USA,315,2.7
Jee-woon Kim,376,James Burnett,12026670,The Last Stand ,114241,1643,Christiana Leucas,2,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,USA,236,6.4
Nick Hamm,130,Cameron Bright,14334645,Godsend ,22449,23352,Munro Chambers,1,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,USA,829,4.8
Andy Cadiff,65,Stark Sands,12189514,Chasing Liberty ,30092,842,Terence Maynard,0,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,USA,143,6.1
Mike Disa,77,Phil LaMarr,10134754,Hoodwinked Too! Hood vs. Evil ,9682,5393,Cheech Marin,0,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,USA,857,4.8
