director_name,director_facebook_likes,movie_title,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Michael Winterbottom,187,The Claim ,5254,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,English,UK,R,20000000,900,6.5,2.35,141
Mark Neveldine,83,The Vatican Tapes ,7199,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,English,USA,PG-13,8495000,1000,4.5,1.85,0
Joe Cornish,115,Attack the Block ,82331,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,English,UK,R,13000000,305,6.6,2.35,18000
Angelina Jolie Pitt,11000,In the Land of Blood and Honey ,31414,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,Bosnian,USA,R,13000000,164,4.3,2.35,0
Brad Anderson,122,The Call ,88241,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,English,USA,R,13000000,461,6.7,1.85,23000
John H. Lee,32,Operation Chromite ,90,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,English,South Korea,,12620000,81,6.8,,139
John Stainton,0,The Crocodile Hunter: Collision Course ,5663,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,English,Australia,PG,13000000,238,5.4,2.35,332
Glenn Ficarra,43,I Love You Phillip Morris ,77305,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,English,France,R,13000000,157,6.6,1.85,11000
Jean-Jacques Annaud,218,Quest for Fire ,16281,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,None,Canada,R,12500000,201,7.4,2.35,0
Denzel Washington,18000,Antwone Fisher ,26493,black american|extortion|navy|psychiatrist|sailor,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,English,USA,PG-13,12500000,638,7.3,2.35,0
Michael Hoffman,97,The Emperor's Club ,14354,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,English,USA,PG-13,12500000,795,6.9,1.85,0
Tony Scott,12000,True Romance ,163492,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,English,USA,R,13000000,10000,8.0,2.35,15000
Benedek Fliegauf,28,Womb ,9957,clone|love|male nudity|medical ethics|virginity,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,English,Germany,Unrated,3660000,2000,6.4,2.35,0
James Foley,164,Glengarry Glen Ross ,75675,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,English,USA,R,12500000,14000,7.8,2.35,0
Michael Winterbottom,187,The Killer Inside Me ,28483,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,English,USA,R,13000000,467,6.1,2.35,0
Paul Schrader,261,Cat People ,14193,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,English,USA,R,18000000,782,6.1,1.85,0
Stewart Hendler,10,Sorority Row ,24012,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,English,USA,R,16000000,668,5.1,2.35,0
John Cromwell,19,The Prisoner of Zenda ,3256,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,English,USA,Approved,,185,7.8,1.37,337
Craig Gillespie,44,Lars and the Real Girl ,114762,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,730,7.4,1.85,19000
Mark Herman,39,The Boy in the Striped Pajamas ,132386,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,English,UK,PG-13,12500000,32,7.8,1.85,38000
Lars von Trier,3000,Dancer in the Dark ,79330,ends with quotation|execution|factory|women's prison|year 1964,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,English,Denmark,R,12800000,595,8.0,2.35,0
Gillian Armstrong,44,Oscar and Lucinda ,5648,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,English,USA,R,16000000,653,6.7,2.35,329
Abel Ferrara,220,The Funeral ,6921,1930s|madness|murder|new york city|violence,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,English,USA,R,12500000,787,6.6,1.85,344
Brian Koppelman,34,Solitary Man ,13371,aging|hdtv|high definition television|love|marriage,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,English,USA,R,15000000,681,6.4,1.85,0
Ethan Maniquis,20,Machete ,165792,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,English,USA,R,10500000,982,6.7,1.85,44000
George Hickenlooper,60,Casino Jack ,14757,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,English,Canada,R,15000000,322,6.2,2.35,0
Don Bluth,383,The Land Before Time ,61753,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,English,USA,G,12500000,320,7.3,1.33,5000
Je-kyu Kang,16,Tae Guk Gi: The Brotherhood of War ,31943,1950s|archeologist|korea|korean war|soldier,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,Korean,South Korea,R,12800000,517,8.1,2.35,0
William Dear,50,The Perfect Game ,2676,baseball movie|little league|little league baseball|mexico|three word title,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,English,Canada,PG,12500000,844,7.0,2.35,0
William Friedkin,607,The Exorcist ,284252,demonic possession|exorcism|exorcist|loss of innocence|priest,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,English,USA,R,8000000,931,8.0,1.37,18000
Steven Spielberg,14000,Jaws ,412454,beach|blockbuster|fishing|great white shark|shark,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,English,USA,PG,8000000,559,8.0,2.35,21000
Paul Weitz,80,American Pie ,315549,1990s|first love|milf|prom|virginity,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,English,USA,R,11000000,1000,7.0,1.85,0
Stéphane Aubier,2,Ernest & Celestine ,12029,bear|dentist|friendship|mouse|prejudice,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,French,France,PG,9600000,637,7.9,1.85,0
Michael Ritchie,23,The Golden Child ,39798,boy|child|chosen one|demon|detective,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,English,USA,PG-13,25000000,255,5.9,1.85,0
Tim Story,167,Think Like a Man ,34579,advice|black romance|hip hop|reading a book|sex scene,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,966,6.6,2.35,0
Tim Story,167,Barbershop ,22147,barber|barbershop|blaxploitation|loan shark|theft,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,528,6.3,1.85,770
Nicholas Meyer,120,Star Trek II: The Wrath of Khan ,91414,jamming communications|planet|space station|taunt|trap,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,English,USA,PG,11000000,980,7.7,2.35,0
Tom Shadyac,293,Ace Ventura: Pet Detective ,216486,detective|dolphin|mascot|nudity|stupidity,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,595,6.9,1.85,0
John Badham,139,WarGames ,71842,computer|game|high school|norad|teenager,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,English,USA,PG,12000000,883,7.1,1.85,0
Peter Weir,608,Witness ,66966,amish|love|murder|police|train,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,English,USA,R,12000000,10000,7.4,1.85,0
Mike McCoy,16,Act of Valor ,57996,mission|navy seal|terrorist|torture|valor,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,English,USA,R,12000000,17,6.5,2.35,15000
Anne Fletcher,98,Step Up ,90938,dance|dancer|school|showcase|student,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,2000,6.5,2.35,0
Mike Judge,406,Beavis and Butt-Head Do America ,42892,beavis and butt head|fbi|score|television|television set,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,2000,6.8,1.85,0
Quentin Tarantino,16000,Jackie Brown ,239540,arms dealer|atf|bail|money|multiple perspectives,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,English,USA,R,12000000,1000,7.5,1.85,0
Jon Hurwitz,22,Harold & Kumar Escape from Guantanamo Bay ,113918,bong|escape|ex girlfriend|guantanamo bay|texas,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,English,USA,R,12000000,954,6.6,1.85,0
Josh Trank,128,Chronicle ,204327,found footage|high school|subjective camera|teen angst|troubled teen,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,465,7.1,1.85,32000
Barbra Streisand,0,Yentl ,9503,love|study|talmud|wedding|yeshiva,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,English,UK,PG,12000000,194,6.6,1.85,0
Terry Gilliam,0,Time Bandits ,45890,cult director|dwarf|robin hood|satire|treasure,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,English,UK,PG,5000000,561,7.0,1.85,0
Tamra Davis,33,Crossroads ,34219,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,188,3.3,1.85,0
