director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
K. King,93,3,115,Jason K. Wixom,Zombie Hunter ,656,Jarrod Phillips,desert|drifter|seduction|siege|zombie,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,USA,1000000,211,3.5,0
Jonathan Meyers,111,0,426,Justin Baldoni,A Fine Step ,2677,Leonor Varela,,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,USA,1000000,608,5.3,212
Danny Boyle,101,0,888,Rosario Dawson,Trance ,5056,Tuppence Middleton,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,UK,20000000,1000,7.0,23000
Ralph Nelson,103,17,113,Cliff Robertson,Charly ,1567,Claire Bloom,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,USA,,605,7.1,785
Blair Erickson,87,0,302,Monique Candelaria,Banshee Chapter ,1618,Michael McMillian,experiment|lsd|missing friend|mk ultra|radio broadcast,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,Germany,950000,371,5.5,2000
,30,,223,Eric Lloyd,Jesse             ,1713,Bruno Campos,1990s|brother sister relationship|female protagonist|single mother|sitcom,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,USA,,275,5.9,57
Allison Burnett,100,12,354,Kimberly Williams-Paisley,Ask Me Anything ,2468,Cathryn de Prume,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,USA,950000,413,6.0,884
Richard Schenkman,90,29,558,Vanessa Williams,And Then Came Love ,2504,Eartha Kitt,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,USA,989000,569,4.8,42
Sanjay Rawal,83,0,17,Alma Martinez,Food Chains ,104,Eve Ensler,two word title,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,USA,913000,28,7.1,489
Elia Kazan,108,603,279,Marlon Brando,On the Waterfront ,11094,Rod Steiger,death|dock|longshoreman|murder|union,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,USA,910000,416,8.2,0
Kat Coiro,100,28,501,Justin Kirk,L!fe Happens ,2924,Kristen Johnston,friendship|los angeles california|one night stand|roommate|single mother,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,USA,930000,756,5.7,995
Cristian Mungiu,113,163,27,Anamaria Marinca,4 Months, 3 Weeks and 2 Days ,264,Alexandru Potocean,female rear nudity|friend|hotel|rainy night|towel,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Romania,590000,60,7.9,14000
Brian Dorton,97,171,76,Javier Botet,The Horror Network Vol. 1 ,1343,Jan Cornet,anthology,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,USA,3000000,171,7.3,52
David Slade,104,171,0,Odessa Rae,Hard Candy ,117,Patrick Wilson,chatting|missing person poster|online dating|photographer|sexual predator,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,USA,950000,8,7.1,12000
Jamie Babbit,91,91,659,Katy Mixon,The Quiet ,3299,Edie Falco,deaf|death|dysfunctional family|godparent|secret,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,USA,900000,796,6.4,698
Maryam Keshavarz,107,32,127,Sarah Kazemy,Circumstance ,509,Sina Amedson,closeted lesbian|iranian|islamophobia|propaganda|teenager,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,France,,127,5.9,0
Ryan Coogler,85,0,88,Ahna O'Reilly,Fruitvale Station ,687,Ariana Neal,22 year old|b.a.r.t.|bay area|birthday|police,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,USA,900000,270,7.5,17000
Ramaa Mosley,101,6,727,Jack McBrayer,The Brass Teapot ,4184,Alia Shawkat,mini dress|mini skirt|money|voyeur|voyeurism,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,USA,900000,947,6.4,0
James Algar,70,11,8,Sam Edwards,Bambi ,63,Ann Gillis,animal|bambi|deer|forest|hunter,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,USA,,12,7.4,0
Charles Herman-Wurmfeld,88,0,102,John Enos III,The Hammer ,897,Adam Carolla,birthday|boxing|coach|gym|olympics,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,USA,850000,140,7.3,337
Ric Roman Waugh,112,29,874,Dwayne Johnson,Snitch ,15800,Nadine Velazquez,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,USA,15000000,1000,6.5,12000
C. Jay Cox,107,6,522,Joseph Gordon-Levitt,Latter Days ,26017,Jacqueline Bisset,christian|male frontal nudity|mormon|mormon missionary|nudity,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,USA,850000,813,7.2,0
Mariette Monpierre,78,0,0,Stana Roumillac,Elza ,0,Teddy Doloir,foreign|french,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,France,900000,0,6.7,24
Tommy Oliver,90,66,734,Bokeem Woodbine,1982 ,5435,Quinton Aaron,number in title|semi autobiographical,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,USA,1000000,782,7.1,181
Jamie Travis,88,15,567,James Wolk,For a Good Time, Call... ,3770,Nia Vardalos,friend|friendship|gay|phone sex|sex,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,USA,850000,904,6.0,0
Lee Toland Krieger,92,43,172,Ari Graynor,Celeste & Jesse Forever ,1751,Rob Huebel,best friends|friendship|masturbation|reference to matthias steiner|single,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,USA,,517,6.7,0
Rich Christiano,95,14,221,Gavin MacLeod,Time Changer ,1185,Hal Linden,bible|christian propaganda|christianity|time machine|zealot,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,USA,825000,234,5.6,409
Paul Andrew Williams,85,46,141,Lorraine Stanley,London to Brighton ,926,Georgia Groome,bathroom|chase|girl|pimp|toilet,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,UK,500000,146,7.0,933
Nick Love,86,63,175,Eddie Griffin,American Hero ,1278,Michelle Tabora,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,USA,990000,207,4.9,549
Natalie Bible',90,8,487,Tommy O'Reilly,Windsor Drive ,3336,Matt Cohen,,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,USA,100000,806,3.2,312
Asghar Farhadi,123,0,620,Shahab Hosseini,A Separation ,2501,Peyman Moaadi,alzheimer's disease|caregiver|divorce|iran|iranian,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,Iran,500000,712,8.4,48000
Justin Molotnikov,93,5,10,Jo Hartley,Crying with Laughter ,81,Joe Cassidy,cocaine|edinburgh scotland|stand up comedian,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,UK,,11,6.9,33
Todd Solondz,88,377,236,Heather Matarazzo,Welcome to the Dollhouse ,1502,Christina Vidal,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,USA,800000,502,7.5,0
Victor Nunez,114,9,86,Allison Dean,Ruby in Paradise ,423,Dorothy Lyman,desire|florida|identity|resort town|sales,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,USA,800000,143,7.2,81
Peter Sollett,88,6,68,Victor Rasuk,Raising Victor Vargas ,663,Judy Marte,based on short film|manhattan new york city|urination|vomiting|watching television,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,France,800000,270,7.2,219
Georg Wilhelm Pabst,110,21,3,Louise Brooks,Pandora's Box ,455,Fritz Kortner,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,Germany,,20,8.0,926
Daniel Davila,95,0,167,Martin Landau,Harrison Montgomery ,1484,Diane Baker,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,USA,850000,188,7.4,18
Jorge Gaggero,83,0,0,Norma Aleandro,Live-In Maid ,29,Claudia Lapacó,buenos aires argentina|economics|housekeeper|maid|servant,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,Argentina,800000,5,7.2,83
Rod Lurie,104,37,501,Kevin Pollak,Deterrence ,1983,Timothy Hutton,colorado|diner|iraq|nuclear missile|president,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,France,800000,573,6.5,130
Michael Burke,94,3,181,Zachary Knighton,The Mudge Boy ,991,Ryan Donowho,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,USA,800000,262,7.2,396
Catherine Jelski,87,0,258,Leslie Bibb,The Young Unknowns ,2359,Arly Jover,based on play|independent film,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,USA,,749,4.2,4
Shane Dawson,93,247,152,Shane Dawson,Not Cool ,954,Cherami Leigh,,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,USA,600000,217,5.1,0
Tommy Wirkola,91,75,13,Bjørn Sundquist,Dead Snow ,116,Ane Dahl Torp,medical student|nazi|snow|snowmobile|zombie,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,Norway,800000,16,6.4,23000
Ryan Little,90,38,69,Corbin Allred,Saints and Soldiers ,587,Kirby Heyborne,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,USA,780000,115,6.8,1000
Clark Baker,14,0,37,Taylor Pigeon,Vessel ,315,Whit Spurgeon,alien|flight attendant|monster|pilot|tentacle,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,USA,,93,6.2,14
George Lucas,112,0,425,Harrison Ford,American Graffiti ,14954,Mackenzie Phillips,california|car|drag racing|high school|rock 'n' roll,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,USA,777000,2000,7.5,0
Robert Greenwald,75,21,0,Scott Helvenston,Iraq for Sale: The War Profiteers ,25,Donna Zovko,american politics|armed forces|political corruption|shady|war profiteer,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,USA,750000,0,7.7,274
Matt Maiellaro,86,8,357,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,3071,Chris Kattan,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,USA,750000,424,6.9,307
Colin Trevorrow,86,365,522,Mary Lynn Rajskub,Safety Not Guaranteed ,2714,Jeff Garlin,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,USA,750000,830,7.0,31000
Leslie Small,89,15,95,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,548,Jeanette Branch,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,USA,,135,7.5,614
Ben Wheatley,95,214,246,MyAnna Buring,Kill List ,1269,Neil Maskell,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,UK,500000,257,6.3,0
Ti West,101,243,74,Lena Dunham,The Innkeepers ,1252,Pat Healy,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,USA,750000,128,5.5,0
David S. Goyer,89,687,389,Gary Oldman,The Unborn ,12183,Rachel Brosnahan,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,USA,16000000,787,4.8,0
Bernardo Bertolucci,106,973,48,Jean-Louis Trintignant,The Conformist ,500,Dominique Sanda,fascist|gun|italy|nudity|sexuality,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,Italy,750000,90,8.1,0
Neil Burger,88,168,21,Raymond J. Barry,Interview with the Assassin ,243,Renee Faia,conspiracy theory|kennedy assassination|mock documentary|paranoia,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,USA,750000,72,6.6,163
Oliver Blackburn,99,4,201,Julian Morris,Donkey Punch ,1558,Tom Burke,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,UK,900000,233,5.2,0
Jonathan Levine,90,129,280,Luke Grimes,All the Boys Love Mandy Lane ,2170,Whitney Able,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,USA,750000,611,5.6,2000
Christopher Hutson,95,3,118,Dichen Lachman,Bled ,1117,Michele Morrow,artist|blood|drug|tree sap|vampire,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,USA,750000,134,3.1,128
Fred Zinnemann,85,160,433,Gary Cooper,High Noon ,2496,Lon Chaney Jr.,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,USA,750000,575,8.1,3000
Steve James,170,23,2,William Gates,Hoop Dreams ,15,Isiah Thomas,athlete|basketball|high school|high school student|school,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,USA,700000,6,8.3,0
David LaChapelle,86,30,14,Kevin Scott Richardson,Rize ,321,Tommy the Clown,clown|clowning|dance|gang|south central los angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,USA,,23,7.1,903
Joseph Kosinski,,364,567,Peter Dinklage,Destiny ,26578,Erick Avari,first person shooter,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,USA,,4000,8.1,1000
Michael Cuesta,97,52,36,Adam LeFevre,L.I.E. ,209,Walter Masterson,ephebophile|pederasty|pedophilia|playing hooky|shaving,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,USA,700000,67,7.2,420
Caryn Waechter,104,0,195,Laura Fraser,The Sisterhood of Night ,1581,Louis Ozawa Changchien,accused of witchcraft|based on short story,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,USA,1000000,524,6.3,523
Emily Dell,88,0,311,Aimee Garcia,B-Girl ,2476,Drew Sidora,brooklyn new york city|los angeles california|teacher|trauma|violence,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,USA,,592,4.0,303
Peter Jackson,201,0,84,Naomi Watts,King Kong ,7122,Evan Parke,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,New Zealand,207000000,918,7.2,0
Jaume Collet-Serra,108,174,324,Robert Ri'chard,House of Wax ,2160,Brian Van Holt,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,Australia,30000000,716,5.3,0
Ryan Fleck,106,31,71,Ryan Gosling,Half Nelson ,33734,Jeff Lima,bathroom|classroom|dialectics|drugs|student,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,USA,700000,519,7.2,0
Jennifer Wynne Farmer,107,0,236,Irene Bedard,Naturally Native ,1763,Max Gail,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,USA,700000,282,6.5,102
Christopher Scott Cherot,84,21,48,Hill Harper,Hav Plenty ,714,Chenoa Maxwell,friend|new year's eve|screwball|self discovery|social differences,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,USA,650000,170,6.5,161
H.M. Coakley,91,0,137,Mehcad Brooks,Adulterers ,1210,Danielle Savre,cheating husband|female nudity|male nudity|male rear nudity|revenge,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,USA,750000,320,4.9,158
Randy Moore,90,13,432,Trey Loney,Escape from Tomorrow ,2483,Amy Lucas,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,USA,,511,5.2,0
Chris Atkins,103,2,442,Richard Curtis,Starsuckers ,1683,Elton John,celebrity|consumerism|fashion|media manipulation,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,UK,400000,474,7.4,203
Bill Benenson,71,0,21,Alfre Woodard,The Hadza: Last of the First ,1359,Jane Goodall,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,USA,650000,338,7.4,5
Ryan Smith,90,4,258,Sandra Ellis Lafferty,After ,1553,Karolina Wydra,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,USA,650000,385,5.4,1000
Travis Romero,67,4,2000,Matthew Ziff,Treachery ,283939,Michael Biehn,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,USA,625000,21000,3.9,0
Anna Mastro,94,7,912,Leven Rambin,Walter ,4767,Virginia Madsen,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,USA,700000,945,5.3,0
Mark Sandrich,81,10,23,Ginger Rogers,Top Hat ,824,Eric Blore,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,USA,609000,172,7.8,1000
Daniel Myrick,81,19,39,Heather Donahue,The Blair Witch Project ,399,Michael C. Williams,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,USA,60000,170,6.4,0
Michael Wadleigh,215,14,136,Joe Cocker,Woodstock ,778,Joan Baez,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,USA,600000,227,8.1,0
John Landis,83,644,11,David Zucker,The Kentucky Fried Movie ,190,Tara Strohmeier,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,USA,650000,29,6.5,0
Jon Gunn,106,16,254,Stacy Keach,Mercy Streets ,1281,Cynthia Watros,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,USA,600000,266,5.6,12
Gene Teigland,103,0,20,Kendyl Joi,Arnolds Park ,85,Tac Fitzgerald,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,USA,600000,20,5.6,11
Scott Ziehl,90,4,218,William Smith,Broken Vessels ,2288,Brent David Fraser,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,USA,600000,711,6.6,51
Richard Montoya,88,12,359,Nicholas Gonzalez,Water & Power ,2241,Exie Booker,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,USA,,371,6.3,358
Johanna Schwartz,105,0,0,Aliou Touré,They Will Have to Kill Us First ,0,Khaira Arby,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,UK,400000,0,7.7,34
William Gazecki,115,3,0,Karen Alexander,Crop Circles: Quest for Truth ,0,Francine Blake,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,USA,750000,0,7.0,32
Lance McDaniel,90,0,271,Russell Wong,Light from the Darkroom ,1754,Lymari Nadal,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,USA,600000,412,8.0,9
Thomas Lilti,102,12,2,François Cluzet,Irreplaceable ,553,Marianne Denicourt,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,France,,8,7.2,36
Michael Walker,98,5,233,Paula Garcés,The Maid's Room ,1707,John Brodsky,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,USA,600000,448,4.5,128
Richard Lester,87,44,704,Paul McCartney,A Hard Day's Night ,2538,George Harrison,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,UK,560000,725,7.7,0
U. Roberto Romano,80,6,,,The Harvest/La Cosecha ,0,,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,USA,560000,,7.2,88
Amy Holden Jones,88,11,221,Jamie Lee Curtis,Love Letters ,2996,Amy Madigan,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,USA,550000,433,6.1,7
Blaz Zavrsnik,83,0,0,Dario Nozic Serini,Julija in alfa Romeo ,0,Andrej Nahtigal,,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenia,500000,0,6.4,18
Alex Kendrick,122,589,150,Kirk Cameron,Fireproof ,1164,Erin Bethea,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,USA,500000,153,6.5,0
Pan Nalin,115,95,0,Bhole Baba,Faith Connections ,0,Shriman Umeshanad Brahmachari,faith|ganja|kumbh mela|little boy|orphan,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,India,550000,0,7.0,126
Joe Camp,86,24,142,Frances Bavier,Benji ,1090,Edgar Buchanan,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,USA,500000,189,6.1,816
Chris Kentis,79,9,7,Blanchard Ryan,Open Water ,67,Daniel Travis,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,USA,500000,10,5.7,0
Matt Walsh,87,490,201,Joe Lo Truglio,High Road ,2295,Abby Elliott,,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,USA,,523,5.4,244
John 'Bud' Cardos,97,8,22,Woody Strode,Kingdom of the Spiders ,516,Tiffany Bolling,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,USA,500000,23,5.9,0
Marilyn Agrelo,105,2,0,Heather Berman,Mad Hot Ballroom ,0,Paul Daggett,ballroom dancing|new york city|poise|self confidence|teacher,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,USA,,0,7.5,588
Tom McCarthy,89,310,587,Peter Dinklage,The Station Agent ,24419,Paula Garcés,abandoned|depot|dwarf|newfoundland new jersey|train,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,USA,500000,833,7.7,0
Brian Baugh,120,3,234,Randy Wayne,To Save a Life ,2563,D. David Morin,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,USA,1000000,801,7.1,0
Patrick Creadon,94,3,2,Ken Burns,Wordplay ,382,Bob Dole,comedian|crossword puzzle|editor|new york times|puzzle,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,USA,,184,7.4,694
Barry W. Blaustein,108,6,43,Terry Funk,Beyond the Mat ,194,Mick Foley,championship|drugs|three word title|wrestler|wrestling,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,USA,500000,44,7.6,491
Kurt Hale,102,0,15,Kirby Heyborne,The Singles Ward ,161,Daryn Tufts,church|love|marriage|mormon|single,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,USA,500000,24,6.4,43
Siddiq Barmak,83,6,0,Marina Golbahari,Osama ,30,Mohamad Haref Harati,boy|girl|hair|school|taliban,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Afghanistan,46000,0,7.4,0
Joseph Dorman,93,0,59,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,660,Jason Kravits,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,USA,500000,169,6.8,287
Greg Harrison,86,7,17,Rachel True,Groove ,407,Denny Kirkwood,dj|ecstasy the drug|rave|raver|warehouse,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,USA,500000,27,6.5,0
Kurt Hale,101,0,17,Kirby Heyborne,The R.M. ,155,Curt Doussett,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,USA,500000,34,6.0,44
Michael Polish,111,35,482,Sasha Alexander,Twin Falls Idaho ,3166,Jon Gries,conjoined twins|independent film|low budget film|separation|twin,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,USA,500000,505,7.3,180
Jacob Aaron Estes,90,9,595,Rory Culkin,Mean Creek ,2655,Trevor Morgan,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,USA,500000,634,7.3,1000
Morgan J. Freeman,86,204,474,Edie Falco,Hurricane Streets ,2322,Lynn Cohen,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,USA,500000,529,6.5,51
Eric Schaeffer,98,71,658,Peter Dinklage,Never Again ,24382,Michael McKean,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,USA,500000,1000,6.0,139
Neema Barnette,91,21,469,Monica Calhoun,Civil Brand ,2555,Clifton Powell,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,USA,500000,485,5.3,86
Steve Buscemi,91,12000,213,Kevin Corrigan,Lonesome Jim ,1440,Mary Kay Place,bail|coma|dart board|indiana|ladder factory,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,USA,500000,327,6.6,238
Joe Swanberg,90,217,243,Olivia Wilde,Drinking Buddies ,20480,Ti West,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,USA,,10000,6.1,0
Molly Bernstein,88,0,49,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,483,Dick Cavett,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,USA,500000,79,7.1,590
Akira Kurosawa,202,0,4,Takashi Shimura,Seven Samurai ,338,Kamatari Fujiwara,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,Japan,2000000,8,8.7,11000
Marius A. Markevicius,89,6,8,Tommy Sheppard,The Other Dream Team ,44,Mickey Hart,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,USA,500000,9,8.4,0
Tom DiCillo,97,32,329,Brad Pitt,Johnny Suede ,11839,Nick Cave,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,Switzerland,500000,422,5.8,344
Justin Lin,84,681,143,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,734,Joe McQueen,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,USA,500000,172,6.2,155
Quentin Dupieux,82,248,196,Haley Ramm,Rubber ,1498,Cecelia Antoinette,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,France,500000,248,5.8,46000
Tim Johnson,94,12,183,Jim Parsons,Home ,17883,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,USA,135000000,523,6.7,26000
