director_name,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,imdb_score,movie_facebook_likes
Chris Columbus,102,0,3000,Macaulay Culkin,Home Alone ,311075,7521,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,English,PG,18000000,7.5,20000
Leonard Nimoy,21,12000,19000,Tom Selleck,3 Men and a Baby ,36918,21499,1980s|baby|heroin|package|questioned by police,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,English,PG,11000000,5.9,3000
Sydney Pollack,94,521,13000,Bill Murray,Tootsie ,77366,14701,actor|actress|friend|love|reputation,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,English,PG,22000000,7.4,0
Tony Scott,173,12000,10000,Tom Cruise,Top Gun ,219171,13069,flying|gay subtext|machismo|male objectification|pilot,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,English,PG,15000000,6.9,19000
Ang Lee,287,0,103,Chen Chang,Crouching Tiger, Hidden Dragon ,217740,129,bare midriff|china|magical realism|martial arts|sword,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,Mandarin,PG-13,15000000,7.9,0
Sam Mendes,176,0,18000,Kevin Spacey,American Beauty ,822500,19078,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English,R,15000000,8.4,22000
Tom Hooper,479,0,14000,Colin Firth,The King's Speech ,503631,15732,king|king george vi|speech|speech therapist|throne,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,English,R,15000000,8.0,64000
Ivan Reitman,27,425,742,Kelly Preston,Twins ,87538,2151,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English,PG,15000000,6.0,0
,20,,460,Bex Taylor-Klaus,Scream: The TV Series             ,18058,2380,generation y|millennial generation|murder|teenage girl|throat slitting,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68,English,TV-14,,7.3,0
Udayan Prasad,60,4,17000,Kristen Stewart,The Yellow Handkerchief ,6723,30978,louisiana|overalls|road trip|southern u.s.|teenage boy,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,English,PG-13,15500000,6.8,1000
Steven Spielberg,70,14000,852,Oprah Winfrey,The Color Purple ,60988,2592,book strap|girl|racial discrimination|racial tension|stereotype,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,English,PG-13,15000000,7.8,6000
JK Youn,43,2,94,Nicole Dionne,Tidal Wave ,2659,213,korea|lifeguard|single father|tears|tsunami,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,Korean,R,,5.7,558
Timur Bekmambetov,1,335,11000,Morgan Freeman,Ben-Hur ,62,13390,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,English,PG-13,100000000,6.1,0
Morten Tyldum,454,77,19000,Benedict Cumberbatch,The Imitation Game ,467613,20295,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English,PG-13,14000000,8.1,165000
Howard Zieff,25,6,1000,Eileen Brennan,Private Benjamin ,18140,2419,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English,R,10000000,6.1,855
Michael Apted,46,150,874,Sissy Spacek,Coal Miner's Daughter ,12974,2667,country music|kissing while having sex|poverty|singer|title based on song,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,English,PG,,7.5,0
Thor Freudenthal,111,87,17000,Chloë Grace Moretz,Diary of a Wimpy Kid ,32002,20154,cheese|diary|friend|middle school|school,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,English,PG,15000000,6.2,0
Andrés Muschietti,393,127,1000,Javier Botet,Mama ,134869,1949,aunt|children|death of sister|forest|hiding in a closet,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,English,PG-13,20000000,6.2,57000
John Carpenter,318,0,2000,Jamie Lee Curtis,Halloween ,157857,4400,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,R,300000,7.9,12000
Harold Ramis,55,11000,816,Beverly D'Angelo,National Lampoon's Vacation ,71183,3617,amusement park|dog|family vacation|national lampoon series|vacation,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,English,R,15000000,7.4,0
Jeff Tremaine,157,79,925,Jackson Nicoll,Bad Grandpa ,77724,1018,child beauty pageant|grandson|hidden camera|jackass|road trip,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,English,R,15000000,6.6,26000
Stephen Frears,280,350,326,Roger Allam,The Queen ,85333,486,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,English,PG-13,9800000,7.3,0
Tim Burton,109,13000,925,Catherine O'Hara,Beetlejuice ,189413,1953,attic|ghost|surrealism|teenage girl|yuppie,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,English,PG,15000000,7.5,15000
Tyler Perry,41,0,2000,Michael Jai White,Why Did I Get Married? ,9811,6510,marriage|overweight|psychologist|secret|work,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,English,PG-13,15000000,5.6,1000
Gillian Armstrong,27,44,23000,Christian Bale,Little Women ,36624,29370,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,English,PG,15000000,7.3,0
James Watkins,462,43,11000,Daniel Radcliffe,The Woman in Black ,139749,11946,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,English,PG-13,17000000,6.4,29000
Simon West,152,165,1000,Madeline Carroll,When a Stranger Calls ,34711,2452,babysitting|cell phone|high school|nightmare|teenager,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,English,PG-13,15000000,5.0,0
Shawn Levy,69,189,934,Frankie Muniz,Big Fat Liar ,29008,3707,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,PG,15000000,5.4,896
Michael Cimino,140,517,22000,Robert De Niro,The Deer Hunter ,232577,34025,escape|friend|party|pittsburgh steelers|vietnam,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026,English,R,15000000,8.2,11000
Barry Levinson,130,272,22000,Robert De Niro,Wag the Dog ,67604,29252,death|election|hollywood|president|scandal,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218,English,R,15000000,7.1,12000
Jim Fall,66,13,925,Clayton Snyder,The Lizzie McGuire Movie ,27580,3423,best friend|roma|singer|spaghetti|teenager,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,English,PG,17000000,5.3,0
Ric Roman Waugh,238,29,12000,Dwayne Johnson,Snitch ,64747,15800,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,English,PG-13,15000000,6.5,12000
Michael Dougherty,198,66,3000,Adam Scott,Krampus ,29867,4567,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,English,PG-13,15000000,6.2,27000
Robert Rodriguez,154,0,4000,Jordana Brewster,The Faculty ,92074,12170,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502,English,R,15000000,6.4,0
Brian Gibson,19,13,90,Rae'Ven Kelly,What's Love Got to Do with It ,13442,114,abusive husband|love|singer|tina turner|violence,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59,English,R,,7.2,0
James Mangold,131,446,22000,Robert De Niro,Cop Land ,69576,40117,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207,English,R,10000000,6.9,2000
Joel Gallen,97,11,11000,Chris Evans,Not Another Teen Movie ,80305,15369,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,English,R,16000000,5.7,0
David Ayer,355,453,15000,Jake Gyllenhaal,End of Watch ,181025,27788,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,English,R,7000000,7.7,38000
Cameron Crowe,138,488,15000,Emma Stone,Aloha ,39782,44037,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,English,PG-13,37000000,5.4,11000
Rob Cohen,102,357,23000,Paul Walker,The Skulls ,26846,26652,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193,English,PG-13,15000000,5.6,0
James Marsh,419,120,13000,Eddie Redmayne,The Theory of Everything ,265507,14100,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,English,PG-13,15000000,7.7,90000
John Whitesell,37,14,833,Greg Grunberg,Malibu's Most Wanted ,15939,4435,los angeles california|person in car trunk|racial impersonation|south asian|street gang,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,English,PG-13,16000000,5.1,0
Matt Williams,78,18,20000,Natalie Portman,Where the Heart Is ,27044,22383,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240,English,PG-13,15000000,6.8,0
David Lean,181,767,607,Claude Rains,Lawrence of Arabia ,192775,1076,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559,English,PG,15000000,8.4,11000
Rob Zombie,220,0,908,Scout Taylor-Compton,Halloween II ,36372,3226,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English,R,15000000,4.9,3000
Jean-Marc Vallée,349,212,2000,Michiel Huisman,Wild ,86664,4896,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,English,R,15000000,7.1,38000
Dennis Iliadis,241,29,956,Tony Goldwyn,The Last House on the Left ,67822,3861,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279,English,R,15000000,6.6,0
Clare Kilner,103,6,1000,Jack Davenport,The Wedding Date ,38248,2666,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,English,PG-13,15000000,6.1,0
Rick Rosenthal,151,28,2000,Jamie Lee Curtis,Halloween: Resurrection ,26905,5440,cult film|halloween|killer|michael myers|serial killer,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614,English,R,15000000,4.1,0
Louis Leterrier,344,255,14000,Liam Neeson,Clash of the Titans ,229687,18003,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,English,PG-13,125000000,5.8,15000
Rob Reiner,185,0,18000,Robin Wright,The Princess Bride ,294163,20060,fairy tale|giant|pirate|princess|true love,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,English,PG,16000000,8.1,33000
Denzel Washington,112,18000,18000,Denzel Washington,The Great Debaters ,47626,22745,college|debate|student|texas|wiley college,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118,English,PG-13,15000000,7.6,0
Nicolas Winding Refn,676,0,33000,Ryan Gosling,Drive ,431578,34337,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,English,R,15000000,7.8,81000
Sara Sugarman,74,10,811,Adam Garcia,Confessions of a Teenage Drama Queen ,23408,2167,band|friend|new york city|suburb|teenager,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,English,PG,15000000,4.6,810
Nicholas Hytner,65,13,818,Liam Aiken,The Object of My Affection ,15582,1450,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,English,R,15000000,6.0,849
Juan Carlos Fresnadillo,274,35,10000,Jeremy Renner,28 Weeks Later ,212167,11471,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713,English,R,15000000,7.0,0
Thomas Carter,50,49,116,Jessie T. Usher,When the Game Stands Tall ,12596,525,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64,English,PG,15000000,6.7,0
Wayne Wang,96,61,907,Cicely Tyson,Because of Winn-Dixie ,8427,3462,10 year old|dog|florida|girl|supermarket,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,English,PG,14000000,6.4,1000
Gina Prince-Bythewood,68,107,1000,Alfre Woodard,Love & Basketball ,14322,5135,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116,English,PG-13,15000000,7.2,0
George Armitage,111,5,893,Minnie Driver,Grosse Pointe Blank ,73347,2044,assassin|high school|high school reunion|reunion|suburb,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,English,R,15000000,7.4,0
Phil Traill,128,3,14000,Bradley Cooper,All About Steve ,33088,16461,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143,English,PG-13,15000000,4.8,0
Joe Berlinger,160,31,193,Kim Director,Book of Shadows: Blair Witch 2 ,28964,608,convenience store|digit in title|punctuation in title|violence|witch,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457,English,R,15000000,4.0,949
Andrew Fleming,93,26,838,Christine Taylor,The Craft ,57140,1812,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195,English,R,15000000,6.2,6000
Woody Allen,278,11000,19000,Scarlett Johansson,Match Point ,166269,20391,extramarital affair|infidelity|irony of fate|surprise ending|tennis,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735,English,R,15000000,7.7,0
Elizabeth Allen Rosenbaum,81,20,512,Sierra McCormick,Ramona and Beezus ,13874,1002,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,English,G,15000000,6.7,0
James Ivory,58,133,12000,Anthony Hopkins,The Remains of the Day ,45703,12749,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,English,PG,11500000,7.9,0
Paul Thomas Anderson,153,0,3000,Don Cheadle,Boogie Nights ,189032,3677,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560,English,R,15000000,7.9,0
Robert Harmon,25,11,1000,Kieran Culkin,Nowhere to Run ,17074,2210,business|escaped convict|farm|motorcycle|widow,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,55,English,R,15000000,5.5,466
Michael Mayer,46,15,1000,Alison Lohman,Flicka ,6095,3845,father son relationship|horse|horse ranch|ranch|wild mustang,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,English,PG,15000000,6.2,1000
Martin Weisz,161,7,919,Jeff Kober,The Hills Have Eyes II ,49721,2559,desert|fight|hill|murder|mutant,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,English,R,15000000,5.1,0
John Ottman,108,83,912,Loretta Devine,Urban Legends: Final Cut ,13048,2682,film set|movie set|sequel|slow motion|urban legend,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227,English,R,14000000,4.1,243
Jay Russell,69,13,882,William Hurt,Tuck Everlasting ,17983,2661,fountain of youth|immortality|secret|woods|young man,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127,English,PG,15000000,6.7,0
John Bonito,78,8,472,Kelly Carlson,The Marine ,27486,1045,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,English,PG-13,20000000,4.7,0
Peter Atencio,129,10,826,Nia Long,Keanu ,15385,2958,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84,English,R,15000000,6.4,0
Shana Feste,135,19,3000,Leighton Meester,Country Strong ,14814,4204,country music|panties|pink panties|relapse|songwriter,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,English,PG-13,15000000,6.3,0
David Nutter,96,119,989,Bruce Greenwood,Disturbing Behavior ,17328,4660,blue ribbon|high school|jacket|jock|yogurt,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,237,English,R,15000000,5.5,673
Derek Cianfrance,417,310,33000,Ryan Gosling,The Place Beyond the Pines ,187170,34413,bank|carnival|motorcycle|police|rookie cop,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376,English,R,15000000,7.3,47000
Roger Donaldson,172,79,775,Luke Bracey,The November Man ,50056,3033,critically bashed|premarital sex|sex scene|sex standing up|stripper,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,152,English,R,15000000,6.3,0
Stephan Elliott,88,11,471,Jason Priestley,Eye of the Beholder ,13320,1069,chicago illinois|false identity|femme fatale|new york city|spying,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,English,R,15000000,4.9,327
Kathryn Bigelow,388,0,10000,Jeremy Renner,The Hurt Locker ,332065,11114,army|bomb|dangerous job|death|iraq,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,876,English,R,15000000,7.6,16000
Mark L. Lester,45,73,695,Heather Locklear,Firestarter ,22797,3444,captain|experiment|fire|psychic|secret government agency,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,English,R,15000000,6.0,0
Andrew Dominik,414,181,11000,Brad Pitt,Killing Them Softly ,111625,14025,exploding car|hit by a car|poker game|punched in the face|shot to death,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,369,English,R,15000000,6.2,20000
Anton Corbijn,291,210,22000,Philip Seymour Hoffman,A Most Wanted Man ,57210,22574,intelligence|intelligence agency|secret service|surveillance camera|war on terror,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,158,English,R,15000000,6.8,13000
Tom Green,97,374,826,Rip Torn,Freddy Got Fingered ,39788,2689,animator|bamboo cane|cartoonist|sausage|slacker,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,English,R,15000000,4.5,0
Mike Nawrocki,37,12,354,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,568,17th century|king|pirate|vegetable|waiter,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,22,English,G,15000000,5.7,175
Catherine Owens,68,0,468,Bono,U2 3D ,2673,646,3d in title|digit in title|rock band|rocker|u2,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,31,English,G,,8.4,116
Douglas Aarniokoski,90,36,1000,Christopher Lambert,Highlander: Endgame ,16340,2764,battle|explosion|immortal|revenge|sequel to cult film,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355,English,R,15000000,4.6,356
Bryan Barber,81,16,907,Cicely Tyson,Idlewild ,4603,3633,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91,English,R,15000000,6.2,489
Lone Scherfig,221,92,11000,Anne Hathaway,One Day ,106111,17627,23 year time span|accidental death|best friend|loss of loved one|male female friendship,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,English,PG-13,15000000,7.0,49000
Drew Barrymore,230,0,796,Daniel Stern,Whip It ,55665,2633,beauty pageant|friend|pageant|roller derby|texas,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,118,English,PG-13,15000000,6.9,10000
Brian Koppelman,57,34,14000,Vin Diesel,Knockaround Guys ,19768,15644,mob|mobster|money|montana|sheriff,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,135,English,R,,6.1,566
James Foley,119,164,436,Louis Lombardi,Confidence ,30643,1172,con|grifter|lap dance|organized crime|shot in the forehead,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,English,R,15000000,6.7,622
Albert Brooks,97,745,12000,Jeff Bridges,The Muse ,9294,15209,directed by star|muse|satire|screenwriter|tiffany's,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,English,PG-13,15000000,5.6,251
Irwin Winkler,119,34,427,Kevin McNally,De-Lovely ,9649,729,cole porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,English,PG-13,20000000,6.6,1000
Woody Allen,42,11000,11000,Woody Allen,New York Stories ,13692,12685,12 year old|artist|hotel|three word title|written and directed by cast member,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,English,PG,15000000,6.4,877
Steve Gomer,24,9,595,Trevor Morgan,Barney's Great Adventure ,2724,1139,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,53,English,G,15000000,2.8,436
RZA,208,561,746,Rick Yune,The Man with the Iron Fists ,53471,2377,blacksmith|box office flop|chop socky|critically bashed|village,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,224,English,R,15000000,5.4,29000
Dean Parisot,42,23,925,Catherine O'Hara,Home Fries ,7159,2913,baby|infidelity|pilot|pregnant|waitress,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88,English,PG-13,15000000,5.0,247
Mark Piznarski,44,4,989,Bruce Greenwood,Here on Earth ,7403,3142,diner|love|private school|school|small town,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162,English,PG-13,15000000,5.1,648
Terry Gilliam,230,0,22000,Robert De Niro,Brazil ,152306,29475,black comedy|bureaucracy|dream|terrorist|wrongful arrest,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,English,R,15000000,8.0,16000
Sean McNamara,46,80,1000,Oliver James,Raise Your Voice ,22649,4676,music school|scholarship|small town|stage fright|three word title,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,English,PG,15000000,5.9,1000
,18,,443,David Ogden Stiers,The Dead Zone             ,7122,981,psychic|psychic power|psychometry|spin off|supernatural power,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,77,English,TV-14,,7.5,576
Joel Coen,249,0,22000,Philip Seymour Hoffman,The Big Lebowski ,537419,47728,death|drug|nihilism|rug|white russian,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English,R,15000000,8.2,35000
Craig Brewer,197,153,3000,Justin Timberlake,Black Snake Moan ,52421,5012,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,English,R,15000000,7.0,0
Ron Shelton,71,41,556,Khandi Alexander,Dark Blue ,17261,1873,corrupt|criminal|investigation|lapd|police,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,English,R,15000000,6.6,455
Michael Winterbottom,190,187,11000,Angelina Jolie Pitt,A Mighty Heart ,24150,12178,fbi|journalist|missing|pakistan|reporter,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118,English,R,16000000,6.7,923
David Raynr,50,9,11000,James Franco,Whatever It Takes ,8055,13524,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89,English,PG-13,15000000,5.5,816
Mort Nathan,63,2,890,Vivica A. Fox,Boat Trip ,26598,3161,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,English,R,20000000,4.9,1000
Oliver Parker,104,32,14000,Colin Firth,The Importance of Being Earnest ,18966,16502,comedy of manners|false identity|farce|love|period drama,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141,English,PG,15000000,6.9,0
Dan Curtis,,45,1000,Jennifer Jason Leigh,The Love Letter ,1465,2166,antique|desk|letter|love|time travel,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,56,English,Unrated,,7.4,515
Wil Shriner,49,6,8000,Logan Lerman,Hoot ,6562,10732,fight|florida|montana|owl|school,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,English,PG,15000000,5.6,647
Martin McDonagh,300,454,65,Elizabeth Berrington,In Bruges ,307639,173,bruges|bullet|hope|irish|tourist,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,513,English,R,15000000,8.0,32000
Tina Gordon Chism,43,24,931,Tyler James Williams,Peeples ,4065,3322,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,English,PG-13,15000000,5.3,0
Peter Cattaneo,132,11,15000,Emma Stone,The Rocker ,32311,33153,20 years later|drummer|hdtv|rock band|rock star,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,104,English,PG-13,15000000,6.2,0
Vicky Jenson,97,96,24000,J.K. Simmons,Post Grad ,11498,25637,graduation|graduation speech|title directed by female|tv studio|unemployment,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53,English,PG-13,15000000,5.3,0
Gus Van Sant,242,835,13000,Matt Damon,Promised Land ,30284,14544,corporate greed|corporation|natural gas|salesman|small town,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,102,English,R,15000000,6.6,10000
Woody Allen,218,11000,860,Larry David,Whatever Works ,58967,2717,atheist|limp|quantum mechanics|religion|runaway,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,169,English,PG-13,15000000,7.2,10000
Mary Lambert,49,52,477,Matthew Settle,The In Crowd ,3668,2312,clique|country club|female protagonist|lip gloss|title directed by female,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,English,PG-13,15000000,4.6,157
Tommy Lee Jones,172,0,572,Levon Helm,Three Burials ,34194,1627,cemetery|friend|journey|mexico|promise,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,199,English,R,15000000,7.5,0
Peter Kassovitz,68,0,49000,Robin Williams,Jakob the Liar ,12601,51657,german|ghetto|hope|nazi|radio,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,English,PG-13,15000000,6.5,0
Shane Black,223,1000,21000,Robert Downey Jr.,Kiss Kiss Bang Bang ,175962,23932,actor|detective sergeant|hotel|nightclub|thief,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336,English,R,15000000,7.6,0
Rodman Flender,59,6,890,Vivica A. Fox,Idle Hands ,33745,3654,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,English,R,20000000,6.2,0
