director_name,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,imdb_score,movie_facebook_likes
Renny Harlin,212,Ashley Scott,969,12232937,Action|Crime|Thriller,12 Rounds ,22823,2799,1,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,113,English,PG-13,22000000,5.6,0
Matt Reeves,198,Dylan Minnette,17000,12134420,Drama|Fantasy|Horror|Mystery,Let Me In ,92237,20258,0,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,366,English,R,20000000,7.2,25000
Charles T. Kanganis,18,Dustin Nguyen,400,11784000,Action|Comedy|Family,3 Ninjas Kick Back ,6701,1151,0,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26,English,PG,20000000,4.3,444
Michel Gondry,1000,Mia Farrow,734,11169531,Comedy,Be Kind Rewind ,79855,1778,2,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,235,English,PG-13,20000000,6.4,0
Stephen Frears,350,Christopher Guest,5000,11034436,Comedy|Drama|Music|War,Mrs Henderson Presents ,13505,5637,1,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,180,English,R,20000000,7.1,0
John Hillcoat,214,Norman Reedus,14000,12626905,Action|Crime|Drama|Thriller,Triple 9 ,32567,27214,3,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106,English,R,20000000,6.3,0
Woody Allen,11000,Lynn Cohen,11000,10569071,Comedy,Deconstructing Harry ,35586,11867,2,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131,English,R,20000000,7.4,0
Damon Santostefano,4,Oliver Platt,2000,10544143,Comedy|Romance,Three to Tango ,16372,4843,2,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,121,English,PG-13,20000000,6.1,311
John Wells,53,Omar Sy,14000,13650738,Comedy|Drama,Burnt ,61360,16926,1,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129,English,R,20000000,6.6,25000
Neil Jordan,277,Demi Moore,22000,10555348,Comedy|Crime,We're No Angels ,17349,24887,0,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42,English,PG-13,20000000,6.0,855
Woody Allen,11000,Gaby Hoffmann,1000,9714482,Comedy|Musical|Romance,Everyone Says I Love You ,30083,1614,0,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140,English,R,20000000,6.8,0
Frank Oz,0,Ewen Bremner,22000,8579684,Comedy,Death at a Funeral ,89547,24324,0,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,English,R,9000000,7.4,0
James Wan,0,Kelly Preston,856,9525276,Action|Crime|Thriller,Death Sentence ,60156,3309,0,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299,English,R,20000000,6.8,0
Kirk Jones,52,James Frain,22000,8855646,Adventure|Drama,Everybody's Fine ,49855,23409,1,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117,English,PG-13,21000000,7.2,10000
Bob Clark,84,Vanessa Angel,650,9109322,Comedy|Family|Sci-Fi,Superbabies: Baby Geniuses 2 ,25371,1343,3,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129,English,PG,20000000,1.9,0
Les Mayfield,10,Susie Essman,688,8326035,Action|Comedy|Crime,The Man ,21933,1019,2,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76,English,PG-13,33000000,5.5,676
Les Mayfield,10,Will Patton,716,8104069,Action|Comedy|Crime,Code Name: The Cleaner ,9785,2700,3,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26,English,PG-13,20000000,4.5,233
Michael Lembeck,54,Nia Vardalos,786,8054280,Comedy|Crime|Music,Connie and Carla ,6838,2730,3,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117,English,PG-13,20000000,6.3,924
Bob Fosse,189,Ricardo Montalban,683,,Comedy|Drama|Music|Musical|Romance,Sweet Charity ,3454,2172,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,64,English,G,20000000,7.0,548
Paul Thomas Anderson,0,Katherine Waterston,204,8093318,Comedy|Crime|Drama|Mystery|Romance,Inherent Vice ,61935,707,0,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242,English,R,20000000,6.7,18000
Dave Borthwick,3,Kylie Minogue,787,7382993,Adventure|Animation|Comedy|Family|Fantasy,Doogal ,3851,2185,0,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114,English,G,20000000,2.8,346
Benson Lee,9,Caity Lotz,997,8888355,Drama|Music,Battle of the Year ,7894,3177,19,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25,English,PG-13,20000000,5.0,0
,,Eric McCormack,1000,,Crime|Drama|Mystery|Thriller,Perception             ,15612,2240,1,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,29,English,TV-14,,7.5,0
David Zucker,119,Geoffrey Arend,885,7001720,Comedy|Fantasy,An American Carol ,8560,2907,2,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205,English,PG-13,12000000,4.3,797
Robert Rodriguez,0,Demián Bichir,2000,7268659,Action|Comedy|Crime|Thriller,Machete Kills ,59248,2848,7,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,164,English,R,20000000,5.6,48000
Glen Morgan,17,Ty Olsson,669,6852144,Drama|Horror|Sci-Fi|Thriller,Willard ,15169,1267,0,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213,English,PG-13,22000000,6.2,0
Fred Wolf,29,Ashley Scott,1000,6563357,Adventure|Comedy,Strange Wilderness ,18571,4218,4,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120,English,R,20000000,5.3,847
Mike Leigh,608,Dexter Fletcher,1000,6201757,Biography|Comedy|Drama|History|Music|Musical,Topsy-Turvy ,10037,1690,1,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202,English,R,10000000,7.4,608
Alejandro Monteverde,38,Cary-Hiroyuki Tagawa,1000,6420319,Drama|War,Little Boy ,15978,5705,0,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122,English,PG-13,20000000,7.4,15000
David Cronenberg,0,Viggo Mortensen,13000,5702083,Biography|Drama|Thriller,A Dangerous Method ,80617,23755,3,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,190,English,R,15000000,6.5,36000
Richard Linklater,0,Keanu Reeves,21000,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,A Scanner Darkly ,89383,39507,0,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293,English,R,8700000,7.1,0
Michael Apted,150,Abigail Spencer,18000,6002756,Biography|Drama|Sport,Chasing Mavericks ,24997,21200,2,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75,English,PG,20000000,7.2,13000
Uwe Boll,892,Darren Shahlavi,310,5132655,Horror|Sci-Fi,Alone in the Dark ,37626,838,0,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,521,English,R,20000000,2.3,1000
Todd Graff,650,Charlie Saxton,690,5205343,Comedy|Drama|Family|Music|Romance,Bandslam ,11958,1573,3,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39,English,PG,20000000,6.4,1000
Jonathan Glazer,143,Anne Heche,829,5005883,Drama|Mystery|Romance|Thriller,Birth ,29649,2295,1,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361,English,R,20000000,6.1,0
J.C. Chandor,78,Ashley Williams,1000,5749134,Action|Crime|Drama|Thriller,A Most Violent Year ,45799,3979,0,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180,English,R,20000000,7.0,0
Paul Gross,329,Michael Greyeyes,1000,,Drama|History|Romance|War,Passchendaele ,6904,3493,0,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102,English,R,20000000,6.5,971
Marc Abraham,18,Bill Lake,20,4234040,Biography|Drama,Flash of Genius ,14301,64,0,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,English,PG-13,20000000,7.0,0
Todd Haynes,162,Heath Ledger,23000,4001121,Biography|Drama|Music,I'm Not There. ,48346,36398,0,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,English,R,20000000,7.0,0
Mabrouk El Mechri,19,Bruce Willis,15000,3749061,Action|Thriller,The Cold Light of Day ,28629,30134,3,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,English,PG-13,20000000,4.9,0
Rian Johnson,0,Maximilian Schell,975,3519627,Adventure|Comedy|Drama|Romance,The Brothers Bloom ,41737,3014,4,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105,English,PG-13,20000000,6.9,0
Charlie Kaufman,0,Jennifer Jason Leigh,22000,3081925,Comedy|Drama|Romance,"Synecdoche, New York ",55842,24732,0,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274,English,R,21000000,7.5,13000
Hayao Miyazaki,6000,Jada Pinkett Smith,893,2298191,Adventure|Animation|Fantasy,Princess Mononoke ,221552,2710,0,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570,Japanese,PG-13,2400000000,8.4,11000
Jean-Paul Rappeneau,22,Peter Coyote,572,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,Bon voyage ,4293,1776,5,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53,French,PG-13,20000000,6.9,235
Nancy Walker,42,Randy Jones,801,2000000,Biography|Comedy|Musical,Can't Stop the Music ,2998,1462,0,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74,English,PG,20000000,4.5,1000
John Hillcoat,214,Noah Taylor,1000,1900725,Crime|Drama|Western,The Proposition ,43205,2129,1,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232,English,R,2000000,7.4,0
Angelo Pizzo,14,Finn Wittrock,2000,2246000,Biography|Drama|Sport,Courage ,2302,3384,4,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,English,PG,20000000,7.0,0
Richard Benjamin,121,Jane Krakowski,836,1646664,Comedy|Music,Marci X ,4518,2467,2,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66,English,R,20000000,2.8,241
Kurt Wimmer,110,Emily Watson,23000,1190018,Action|Drama|Sci-Fi|Thriller,Equilibrium ,261317,25088,2,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137,English,R,20000000,7.5,20000
Roger Spottiswoode,55,Guang Li,991,1027749,Drama|War,The Children of Huang Shi ,8087,1003,4,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33,English,R,40000000,7.1,1000
James Gray,115,Ellen Burstyn,9000,882710,Crime|Drama|Romance|Thriller,The Yards ,16215,11433,2,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138,English,R,24000000,6.4,401
Matthew Diamond,12,Garrett Clayton,979,1064277,Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure ,14015,1978,0,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,83,English,G,20000000,6.7,831
Angelina Jolie Pitt,11000,Angelina Jolie Pitt,11000,531009,Drama|Romance,By the Sea ,7976,22319,0,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61,English,R,10000000,5.3,0
Katsuhiro Ôtomo,78,Robin Atkin Downes,488,410388,Action|Adventure|Animation|Family|Sci-Fi|Thriller,Steamboy ,13727,991,1,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79,Japanese,PG-13,2127519898,6.9,973
