num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,num_voted_users,movie_imdb_link,num_user_for_reviews,language,title_year,actor_2_facebook_likes,movie_facebook_likes
95,112,480,Sissy Spacek,3000,26494611,Comedy|Drama|Romance|Sci-Fi,48621,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,239,English,1999,874,0
100,111,455,William Hootkins,591,,Action|Adventure|Sci-Fi,38017,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,247,English,1980,488,12000
164,102,769,Mike Starr,939,25266129,Comedy|Drama|Romance,54346,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,358,English,2004,854,0
211,101,374,Chad Lindberg,907,25863915,Action|Crime|Mystery|Thriller,28257,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,151,English,2012,445,11000
91,155,229,Bob Gunton,18000,25078937,Crime|Drama|Mystery|Thriller,31751,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216,English,1997,461,0
44,93,558,Joshua Mikel,22000,,Action|Crime|Thriller,16193,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,English,2015,1000,0
97,109,167,Bill Bailey,287,28995450,Comedy|Family|Fantasy,19230,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,English,2010,175,0
32,140,210,J.T. Walsh,436,24276500,Biography|Crime|Drama,17124,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,68,English,1992,263,949
270,108,296,Callum Rennie,826,20981633,Drama|Mystery|Sci-Fi|Thriller,78256,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,492,English,2008,716,0
89,96,973,Steve Coogan,11000,22913677,Comedy|Family|Fantasy|Romance,47800,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,English,2004,1000,0
219,123,745,Eddie Marsan,10000,34531832,Biography|Drama|Sport,44788,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,138,English,2015,979,23000
180,106,63,Benjamin J. Cain Jr.,327,28064226,Action|Mystery|Thriller,65044,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,173,English,2011,73,13000
93,76,72,Olivia Williams,1000,19447478,Adventure|Animation|Comedy|Family|War,15788,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,80,English,2005,766,538
173,107,549,Rip Torn,21000,19389454,Comedy|Drama,54643,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,335,English,2000,826,0
121,82,418,Tracy Morgan,1000,25871834,Action|Comedy|Sci-Fi|Thriller,52052,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,173,English,2008,642,0
298,109,344,James Ransone,1000,19692608,Crime|Drama|Thriller,63548,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134,English,2013,412,0
158,99,520,Portia de Rossi,1000,19294901,Comedy|Horror,26126,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,325,English,2005,573,0
248,91,346,Dania Ramirez,23000,20275446,Action|Crime|Thriller,95274,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,178,English,2012,1000,20000
155,87,253,Richard T. Jones,472,34507079,Action|Comedy|Crime,34948,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,118,English,2015,328,0
105,125,39,Lucy Gordon,3000,18306166,Adventure|Drama|Romance|War,28130,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,215,English,2002,61,0
224,118,458,Clifton Collins Jr.,26000,17609982,Action|Crime|Romance|Thriller,90046,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141,English,2013,968,17000
129,98,663,Jon Favreau,4000,16831505,Comedy|Romance|Sport,51842,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,173,English,2004,4000,0
101,92,734,Brooke Shields,3000,17596256,Comedy|Family,12399,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84,English,2010,1000,0
145,93,174,Cariba Heine,465,,Action|Horror|Sci-Fi,11482,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,82,English,2012,351,0
57,116,136,Alun Armstrong,14000,,Action|Adventure|Fantasy,23351,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,178,English,1983,192,0
227,92,10000,Tom Cruise,11000,14998070,Drama|Thriller|War,41170,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,298,English,2007,10000,0
13,115,150,Dann Florek,605,14587732,Action|Drama|Thriller|War,4795,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,39,English,1991,367,452
171,120,134,Nat Faxon,553,18317151,Comedy|Music,55630,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,200,English,2007,214,0
119,111,505,Scott Glenn,18000,11405825,Drama,28542,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,208,English,2001,826,0
44,94,141,Ronny Cox,694,13264986,Action|Western,12077,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,162,English,2001,605,433
188,100,919,Jim Broadbent,2000,10991381,Biography|Drama|History|Romance,44931,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,100,English,2009,1000,0
166,101,230,Bashar Rahal,1000,10268846,Action|Crime|Mystery|Thriller,31918,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,142,English,2009,603,0
584,139,687,Tye Sheridan,11000,13303319,Drama|Fantasy,136367,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,975,English,2011,1000,39000
67,91,105,Lela Rochon,635,10076136,Action|Comedy|Thriller,11512,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,141,English,1998,316,471
233,109,120,Martin Donovan,1000,10499968,Action|Crime|Drama|Thriller,47498,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212,English,2014,206,10000
112,102,127,Mark Addy,13000,7659747,Action|Mystery|Thriller,14962,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,204,English,2003,891,704
151,103,766,Wayne Knight,3000,7948159,Action|Crime|Drama|Thriller,48999,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,280,English,2008,967,0
63,83,690,Rip Torn,2000,11631245,Action|Adventure|Family|Sci-Fi,15015,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113,English,2006,826,494
335,123,6,Soleyman Pierini,23000,10137502,Adventure|Biography|Drama|Thriller,77394,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195,English,2015,22,24000
24,101,448,Lee Arenberg,690,6448817,Action|Adventure|Fantasy,2189,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,31,English,1997,457,0
147,117,567,Albert Finney,883,7458269,Comedy|Drama|Romance,70698,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196,English,2006,883,9000
51,60,256,Indira Varma,2000,,Crime|Drama|Mystery|Thriller,70568,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,105,English,,729,20000
10,114,697,Thomas Ian Nicholas,2000,4651977,Drama,10410,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,71,English,1992,864,892
12,330,672,Jesse Borrego,848,4496583,Crime|Drama,23181,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,129,English,1993,674,6000
50,121,918,Tom Wilkinson,1000,2221994,Action|Drama|Sci-Fi|Thriller,11747,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,99,English,1997,1000,561
149,114,115,Gregg Henry,548,6592103,Crime|Drama|Mystery|Thriller,28584,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,232,English,2002,298,675
24,156,249,Rod Steiger,695,,Biography|Drama|History|War,9852,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55,English,1980,279,0
28,135,45,François Cluzet,837,1877179,Adventure|Drama|Romance|War,4885,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,25,French,1995,541,262
95,148,0,Jeffrey Dover,3,630779,Drama|Romance|War|Western,11101,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,159,English,1999,2,633
288,148,7,Hanaa Bouchaib,30,5100937,Drama,68885,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,127,Spanish,2010,9,29000
10,109,282,Alice Englert,621,,Action|Adventure|Romance|Sci-Fi,2138,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,English,2015,525,677
58,93,324,Sam Shepard,4000,,Action|Comedy|Crime|Western,28848,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,76,English,2006,820,0
,,816,Aisha Tyler,970,,Crime|Drama,219,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,,English,2009,856,26
297,113,129,Aml Ameen,988,102413606,Action|Mystery|Sci-Fi|Thriller,310903,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,524,English,2014,149,38000
90,91,141,June Diane Raphael,1000,10214013,Comedy,23072,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,89,English,2015,249,0
56,139,94,Geraldine Chaplin,554,32000000,Drama|Romance,36267,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,150,English,1993,382,0
274,96,1000,Ellen Burstyn,20000,10139254,Drama|Sci-Fi,190990,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,915,English,2006,1000,23000
68,102,239,Kevin J. O'Connor,372,11227940,Action|Adventure|Comedy|Drama|Thriller,8367,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,94,English,1999,248,120
98,96,566,Mark Valley,12000,183125,Action|Crime|Drama|Thriller,36914,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86,English,2012,774,0
256,101,2,Yûki Amami,6,15081783,Adventure|Animation|Family|Fantasy,85589,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,144,Japanese,2008,3,0
117,128,954,Melissa Benoist,989,37432299,Drama|Romance,50041,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,116,English,2015,970,23000
107,109,1000,Charlize Theron,40000,10654581,Drama|Sci-Fi|Thriller,45497,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260,English,1999,9000,1000
