director_name,num_critic_for_reviews,duration,actor_2_name,gross,actor_1_name,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating
Brett Leonard,44,106,Costas Mandylor,24048000,Denzel Washington,23579,android|ex cop|serial killer|virtual character come to life|virtual reality,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,English,USA,R
Ivan Reitman,147,95,Eddie Izzard,22526144,Rainn Wilson,53884,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,English,USA,PG-13
Scott Derrickson,242,118,Dorian Missick,30523568,Olivia Munn,54447,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,English,USA,R
Alister Grierson,244,108,Rhys Wakefield,23070045,Ioan Gruffudd,47003,cave|expedition|panic|rebreather|underwater,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,English,USA,R
Nick Hurran,73,105,Kevin Sussman,20422207,Holly Hunter,15052,electronic devices|gynecologist|little black book|plan|set up,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,English,USA,PG-13
Nicholas Stoller,232,131,Jacki Weaver,28644770,Alison Brie,78974,kissing while having sex|kitchen|reference to princess diana|wedding band|wedding ring,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,English,USA,R
Charles Stone III,63,104,Chris Noth,21800302,Bernie Mac,12164,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,English,USA,PG-13
Paul Haggis,239,133,Daniel Stern,21129348,Olivia Wilde,146364,argument|evidence|fingerprints|murder|murder weapon,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,English,USA,PG-13
Kurt Wimmer,158,94,Cameron Bright,18500966,Milla Jovovich,70341,boy|disease|hemophagia|speed|vampire,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,English,USA,PG-13
Jean-François Richet,152,109,Drea de Matteo,19976073,Brian Dennehy,65979,criminal|mobster|new year's eve|police|sergeant,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,English,USA,R
Antoine Fuqua,105,96,Clifton Collins Jr.,18967571,Mira Sorvino,23345,forger|hitman|passport|police|replacement,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,English,USA,R
Kevin Hooks,36,105,Stephen Baldwin,17100000,Salma Hayek,7073,disk|floppy disk|mafia|prison|prisoner,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,English,USA,R
Ellory Elkayem,181,99,Doug E. Doug,17266505,Scarlett Johansson,43764,creature feature|human versus spider|spider|spider feature|woman sheriff,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,English,USA,PG-13
Edward Zwick,219,112,Anne Hathaway,32357532,Jake Gyllenhaal,143368,female nudity|male objectification|pfizer|viagra|zoloft,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,English,USA,R
Jon Avnet,158,108,Alicia Witt,16930884,Al Pacino,65628,death|fbi|forensics|murder|serial killer,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,English,USA,R
Niki Caro,155,126,Charlize Theron,18324242,Jeremy Renner,32815,based on true story|innocence|lawsuit|mine|sexual harassment,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,English,USA,R
Howard Deutch,74,98,Matthew Perry,16323969,Bruce Willis,45775,dentist|face slap|flashback|hitman|killing an animal,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,English,USA,PG-13
Vincenzo Natali,368,104,David Hewlett,16999046,Sarah Polley,79517,dna|experiment|genetics|interspecies sex|scientist,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,English,Canada,R
Willard Huyck,81,110,Jeffrey Jones,16295774,Lea Thompson,33669,alien|duck|laser|planet|singer,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,English,USA,PG
Gavin O'Connor,154,130,Rick Gonzalez,15709385,Jennifer Ehle,53053,brother in law|corruption|drug dealer|drugs|police,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,English,USA,R
Bruce Hunt,140,93,Cole Hauser,14888028,Eddie Cibrian,28606,cave|diver|diving|flare|parasite,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,English,USA,PG-13
Rob Reiner,73,96,Lobo Sebastian,14208384,David Paymer,11520,gambling|novel|stenographer|writer|writer's block,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,English,USA,PG-13
Paul McGuigan,98,114,Christopher Cousins,12831121,Jessica Paré,44979,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,English,USA,PG-13
Craig Gillespie,358,106,Reid Ewing,18298649,Grace Phipps,85024,neighbor|remake|suburb|teenager|vampire,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,English,USA,R
Terrence Malick,222,150,Michael Greyeyes,12712093,Christian Bale,70771,captain|fort|love|native american|trade,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,English,USA,PG-13
Chris Roberts,85,100,David Suchet,11576087,Saffron Burrows,14747,27th century|fighter pilot|orchestral music score|outer space|space opera,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,English,USA,PG-13
Neil Jordan,62,100,Aidan Quinn,11900000,Robert Downey Jr.,11003,dream|mental institution|padded cell|serial killer|suicide attempt,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,English,USA,R
James Wong,130,100,Texas Battle,9353573,Ian Whyte,56451,bad|dragon|grandfather|orb|warrior,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,English,USA,PG
Jee-woon Kim,376,107,James Burnett,12026670,Zach Gilford,114241,deputy|escape|fbi|modern western|sheriff,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,English,USA,R
Nick Hamm,130,102,Cameron Bright,14334645,Robert De Niro,22449,birthday|boy|clone|cloning|doctor,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,English,USA,PG-13
Andy Cadiff,65,101,Stark Sands,12189514,Annabella Sciorra,30092,first daughter|photographer|prague|president|secret service agent,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,English,USA,PG-13
Mike Disa,77,86,Phil LaMarr,10134754,Amy Poehler,9682,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,English,USA,PG
Lasse Hallström,107,108,Camryn Manheim,8535575,Morgan Freeman,24033,abusive boyfriend|bear|car accident|ranch|wyoming,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,English,USA,PG-13
Terry Gilliam,292,123,Lily Cole,7689458,Andrew Garfield,126307,birthday|bridge|midget|rescue|sideshow,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,English,UK,PG-13
Richard J. Lewis,193,134,Atom Egoyan,7501404,Mark Addy,21086,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,English,Canada,R
,16,511,Ingvar Eggert Sigurðsson,,Ólafur Darri Ólafsson,2308,coastal town|iceland|police|snowstorm|winter storm,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,Icelandic,Iceland,
Brad Furman,184,88,John Heard,19316646,Justin Timberlake,52069,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,English,USA,R
Peter Howitt,123,109,Richard Roundtree,10965209,Tyler Labine,25558,boss|communications|computer|genius|job,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,English,USA,PG-13
Edward Zwick,60,122,Morgan Freeman,26830000,Denzel Washington,101888,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,English,USA,R
Sergio Leone,111,251,Burt Young,5300000,Robert De Niro,221000,1920s|ambiguity|childhood friend|new york|speakeasy,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,English,Italy,R
Niels Arden Oplev,217,118,Isabelle Huppert,10880926,Dominic Cooper,54147,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,English,USA,R
Michael Radford,117,131,Mackenzie Crook,3752725,Al Pacino,29715,debt|jew|loan|merchant|pound of flesh,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,English,USA,R
Neil Jordan,105,109,Saïd Taghmaoui,3517797,Emir Kusturica,9004,casino|french riviera|gambler|heist|partner,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,English,France,R
Steve Boyum,41,80,Mike Vogel,3101301,Channing Tatum,3926,one word title|paddock|supercross|swimming pool|winning,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,English,USA,PG-13
Chris Noonan,124,88,Bill Paterson,2975649,Emily Watson,23864,book|children|friend|illustrator|letter,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,English,UK,PG
Kaige Chen,90,103,Toby Leonard Moore,668171,Dong-gun Jang,8215,armor|general|king|princess|slave,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,Mandarin,China,PG-13
Corey Yuen,110,87,Holly Valance,480314,Steve Howey,38503,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,English,USA,PG-13
Andrew Dominik,273,160,Jeremy Renner,3904982,Brad Pitt,136104,long title|outlaw|robbery|train|train robbery,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,English,USA,R
Li Zhang,63,121,Joan Chen,127437,Bingbing Li,4670,china|disarming someone|qing dynasty|stabbed with a bayonet|war violence,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,Mandarin,China,R
Laurent Tirard,56,91,Sandrine Kiberlain,,Louise Bourgoin,9214,baby|dinner|family relationships|school|three word title,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,French,France,
Simon West,130,92,Michael Angarano,,Jason Statham,36487,bodyguard|criminal|gambling|mob boss|thug,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,English,USA,R
Marc Forster,134,129,Madeline Carroll,537580,Gerard Butler,52972,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,English,USA,R
Reinhard Klooss,36,93,Vanessa Redgrave,,Jim Broadbent,4599,animal|crane the bird|dam|hoover dam|shark,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,German,Germany,PG
Bille August,46,118,Patrick Lyster,,Terry Pheto,10175,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,English,Germany,R
Frédéric Auburtin,7,110,Thomas Kretschmann,,Fisher Stevens,3279,20th century|association|fifa|football|world cup,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,English,France,Not Rated
Olivier Dahan,132,103,Frank Langella,,Paz Vega,12410,1960s|grace kelly|hollywood star|monaco|prince,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,English,Switzerland,
Maksim Fadeev,5,85,Fedor Bondarchuk,,Konstantin Khabenskiy,393,battle|creature|hyena|monkey|village,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Russian,Russia,
Liliana Cavani,56,110,Dougray Scott,,Ray Winstone,14618,art forgery|concert|dying|picture framer|villa,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,English,Italy,R
Greg Tiernan,65,89,Salma Hayek,,James Franco,3302,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,English,USA,R
Elizabeth Banks,221,115,Birgitte Hjort Sørensen,183436380,Anna Kendrick,97697,2010s|a cappella|box office hit|second part|sequel,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,English,USA,PG-13
James Mangold,291,153,Dallas Roberts,119518352,Sandra Ellis Lafferty,188637,1960s|accident|concert|guitar|prison,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,English,USA,PG-13
,13,42,Kirk Acevedo,,Amanda Schull,20839,epidemic|mission|paradox|plague|virus,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,English,USA,TV-14
Edward Norton,148,128,Milos Forman,37036404,Lisa Edelstein,44816,celibacy|jewish|priest|rabbi|synagogue,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,English,USA,PG-13
Peter Hewitt,42,89,Bradley Pierce,22359293,Jim Broadbent,16222,child's point of view|house|lawyer|real estate|washing machine,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,English,UK,PG
Ron Howard,302,122,Clint Howard,18593156,Toby Jones,88682,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,English,USA,R
George Clooney,181,113,David Julian Hirsh,,Dick Clark,71596,broken nose|kgb|marriage proposal|playboy mansion|sistine chapel,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,English,USA,R
Reginald Hudlin,64,99,Jerry Stiller,16930185,Matthew Perry,14315,divorce|divorce papers|new york|process server|texas,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,English,Germany,PG-13
Ben Falcone,154,99,Tyler Labine,63034755,Peter Dinklage,16984,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,English,USA,R
Richard Attenborough,17,147,Kevin McNally,5899797,Denzel Washington,9913,activist|editor|journalist|newspaper|south africa,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,English,UK,PG
Lawrence Kasdan,65,112,Alfre Woodard,4554569,Zooey Deschanel,8134,college|drugs|patient|psychologist|secret,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,English,USA,R
Don Mancini,148,88,Billy Boyd,17016190,Jason Flemyng,28632,actress|killer doll|murder|vixen|vomiting,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,English,Romania,R
John Maybury,161,94,Jason Lewis,6301131,Jennifer Jason Leigh,92850,gulf war veteran|morgue|shot in the head|vermont|veteran,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,English,USA,R
Ron Clements,124,90,Frank Welker,217350219,Robin Williams,260939,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,English,USA,G
F. Gary Gray,349,167,Neil Brown Jr.,161029270,Aldis Hodge,119928,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,English,USA,R
Steven Spielberg,148,118,Amrish Puri,179870271,Harrison Ford,329969,children|studio logo segues into film|temple|village|white dinner jacket,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,English,USA,PG
Igor Kovalyov,45,83,Cree Summer,100491683,Elizabeth Daily,14005,baby|home|hospital|lost|newborn baby,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,English,USA,G
Lee Tamahori,133,104,Billy Burke,74058698,Morgan Freeman,59232,kidnapping|partner|ransom|school|secret service,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,English,USA,R
Stephen Frears,87,110,Nina Arianda,,Meryl Streep,2167,heiress|opera singer|platonic marriage|singer|singing,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,English,UK,PG-13
Robert Rodriguez,178,102,Salma Hayek,55845943,Johnny Depp,130094,agent|cia|mariachi|mexican|president,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,English,USA,R
John McTiernan,233,131,Bruce Willis,81350242,Alan Rickman,592582,christmas|christmas eve|christmas party|held at gunpoint|hostage,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,English,USA,R
David Wain,173,101,Ken Marino,67266300,Joe Lo Truglio,195255,absent father|big brother|community service|live action role playing|peter pan syndrome,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,English,Germany,R
Adam McKay,426,130,Christian Bale,70235322,Ryan Gosling,182983,bank|banking|finance|fraud|mortgage,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,English,USA,R
Ang Lee,210,120,Kevin Chamberlin,7443007,Imelda Staunton,24663,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,English,USA,R
Gavin O'Connor,129,135,Noah Emmerich,64371181,Eddie Cahill,36636,1980s|hockey|ice hockey|olympics|soviet union,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,English,USA,PG
Zack Snyder,287,110,Kevin Zegers,58885635,Ty Burrell,194422,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,USA,R
Adam Shankman,108,103,Judy Greer,60400856,Matthew McConaughey,61317,chick flick|doctor|horseback riding|wedding|wedding planner,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,English,Germany,PG-13
Shinji Aramaki,62,115,Yû Aoi,,Shun Oguri,8227,liberty|space adventure|space opera|time travel|undercover agent,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,Japanese,Japan,Not Rated
Wes Anderson,220,110,Anjelica Huston,52353636,Bill Murray,209133,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,English,USA,R
James Mangold,136,91,Rebecca De Mornay,51475962,Clea DuVall,177828,dissociative identity disorder|motel room key|murder|storm|stranded,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,English,USA,R
Jon Turteltaub,222,105,Morgan Freeman,63910583,Robert De Niro,106755,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,English,USA,PG-13
John Glen,112,127,Topol,62300000,Julian Glover,72085,agent|british|ice skater|ship|spy,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,English,UK,PG
Peter Chelsom,122,82,David Sparrow,49968653,Lilli Lavine,85423,christmas|destiny|fate|love|serendipity,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,English,USA,PG-13
Peter Hyams,62,99,Bruce McGill,44450000,Mia Sara,44394,cop|corrupt politician|future|senator|time travel,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,English,Canada,R
Ben Stiller,135,90,Alexander Skarsgård,45162741,Milla Jovovich,201084,fashion|malaysia|male model|reporter|rival,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,English,Germany,PG-13
Lasse Hallström,184,115,Noah Lomax,71346930,David Lyons,78008,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,English,USA,PG-13
Kenny Ortega,36,96,Omri Katz,39514713,Vinessa Shaw,60494,candle|cat|halloween|spell|virgin,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,English,USA,PG
Scott Hicks,171,104,Lily Rabe,43097652,Zoë Kravitz,59068,chef|cooking|guardian|kitchen|restaurant,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,English,USA,PG
Matthew Vaughn,447,117,Deborah Twiss,48043505,Elizabeth McGovern,435864,comic book|female killer|hit in the crotch|narrated by character|reference to batman,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,English,UK,R
Ruben Fleischer,220,83,Dilshad Vadsaria,37053924,Bianca Kajlich,77935,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,English,Germany,R
Patrick Lussier,122,99,Danny Masterson,33000377,Gerard Butler,27378,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,English,USA,R
Miguel Arteta,119,81,Steve Carell,66950483,Bella Thorne,29738,bad day|based on book|birthday|job interview|long title,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,English,USA,PG
Joe Wright,177,135,Brenda Blethyn,38372662,Talulah Riley,193455,bachelor|england|gentleman|georgian|love,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,English,France,PG
Ridley Scott,302,117,Sean Young,27000000,Harrison Ford,461609,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,English,USA,R
Michael Caton-Jones,44,139,Jason Flemyng,31600000,Liam Neeson,34427,18th century|highlands|scotland|sexual cruelty|sword fight,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,English,USA,R
McG,211,123,Richard Sammel,30688364,Connie Nielsen,69355,cancer|estranged wife|leather dress|spy|terrorist,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,English,USA,PG-13
James Gray,222,117,Oleg Taktarov,28563179,Robert Duvall,72693,arrest|drugs|loyalty|raid|violence,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,English,USA,R
Janusz Kaminski,100,97,Bob Clendenin,16779636,Philip Baker Hall,9338,faith|mental patient|priest|scheme|teacher,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,English,USA,R
Jacques Perrin,100,81,Philippe Labro,10762178,Jacques Perrin,10369,arctic|bad weather|flight|migration|ocean,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,English,France,G
Donald Petrie,98,103,Carlos Ponce,17324744,Samaire Armstrong,44103,bad luck|band|kiss|luck|masquerade,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,English,USA,PG-13
Jay Roach,74,119,Mary McCormack,8888143,Scott Grimes,22250,alaska|male nudity|nudity|sex|small town,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,English,Canada,R
Brian Levant,97,94,Amber Valletta,24268828,Madeline Carroll,29971,chinese|cia|single mother|spy|terrorist,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,English,USA,PG
Michael Ritchie,21,89,Francis Capra,8119205,Mara Wilson,4288,8 year old|convention|magic|magic wand|male fairy godmother,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,English,USA,PG
John Carpenter,156,98,Clea DuVall,8434601,Jason Statham,43006,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,English,USA,R
David Gordon Green,125,107,Zoe Kazan,6998324,Dominic Flores,11476,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,English,USA,R
Burr Steers,225,108,Bella Heathcote,10907291,Matt Smith,23775,based on novel|damsel in distress|deception|england|zombie,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,English,USA,PG-13
Martin Scorsese,85,134,Tulku Jamyang Kunga Tenzin,5532301,Tenzin Thuthob Tsarong,21606,chinese|dalai lama|lama|tibet|tibetan,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,English,USA,PG-13
Robert B. Weide,135,110,Katherine Parkinson,2775593,James Corden,61269,celebrity|party|pig|starlet|writer,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,English,UK,R
Jeff Wadlow,350,103,Donald Faison,28751715,Chloë Grace Moretz,202967,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,English,USA,R
Agustín Díaz Yanes,31,145,Elena Anaya,,Viggo Mortensen,10266,desire|fighting|king|spain|trap,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,Spanish,Spain,
Camille Delamarre,177,100,Robert Maillet,20285518,Paul Walker,32103,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,English,France,PG-13
John Glen,106,131,Kabir Bedi,67900000,Louis Jourdan,74374,agent|egg|faberge egg|general|russian,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,English,UK,PG
Judd Apatow,251,133,Martin Starr,148734225,Harold Ramis,298590,one night stand|pregnancy|slacker|unplanned pregnancy|website,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,English,USA,R
Nick Cassavetes,148,109,Sofia Vassilieva,49185998,Jason Patric,74476,hospital|leukemia|oncology|sick child|terminal illness,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,English,USA,PG-13
Malcolm D. Lee,76,114,Mike Epps,42168445,Mo'Nique,10791,african american protagonist|comma in title|four word title|name in title|talk show host,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,English,USA,PG-13
David Lean,52,164,Judy Davis,26400000,Richard Wilson,12980,doctor|english|india|magistrate|mosque,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,English,UK,PG
Richard Eyre,220,92,Andrew Simpson,17508670,Phil Davis,64625,age difference|school|student|teacher|writing,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,English,UK,R
Gavin Hood,131,122,Jake Gyllenhaal,9664316,J.K. Simmons,47203,american|bare chested male bondage|cia|detention|interrogation,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,English,USA,R
,7,42,Mary Elizabeth Mastrantonio,,Colin Salmon,38177,brain capacity|fbi|fictional drug|intelligence|taking a pill,http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1,English,USA,TV-14
Nicholas Meyer,112,110,Kurtwood Smith,74888996,Leonard Nimoy,55513,captain|explosion|klingon|moon|peace,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,English,USA,PG
Callie Khouri,93,116,Fionnula Flanagan,69586544,Ellen Burstyn,15352,flashback|interview|louisiana|playwright|secret society,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,English,USA,PG-13
Jon Favreau,370,106,Bill Murray,362645141,Scarlett Johansson,106221,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,English,UK,PG
Gary Fleder,83,115,Tony Goldwyn,60491560,Morgan Freeman,50653,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,English,USA,R
John Landis,125,148,Aretha Franklin,54200000,John Belushi,142448,band|catholic|money|parolee|prison,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,English,USA,R
Sanaa Hamri,73,119,Blythe Danner,44087387,America Ferrera,22304,actor|drawing|friendship|pregnancy|turkey,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,English,USA,PG-13
Todd Graff,98,118,Jeremy Jordan,30920167,Dolly Parton,6476,bare chested male|chips|two word title,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,English,USA,PG-13
Chris Weitz,158,101,Christopher Webster,40566655,Sharon Small,144021,boy|friend|imaginary son|single father|single mother,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,English,UK,PG-13
Steve Miner,152,82,Bridget Fonda,31768374,Oliver Platt,42761,crocodile|eaten alive|lake|maine|sheriff,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,English,USA,R
Paul McGuigan,202,110,Morgan Freeman,22494487,Bruce Willis,262153,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,English,Germany,R
