director_name,duration,director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,content_rating,budget
Paul Greengrass,107,521,80,768045,James Nesbitt,Bloody Sunday ,976,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,120,R,2000000
Alec Asten,82,5,237,,Luis Sanchez,Diamond Ruff ,1752,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5,R,500000
Hans Canosa,84,3,446,379122,Olivia Wilde,Conversations with Other Women ,12496,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,54,R,450000
Lloyd Kaufman,103,365,49,23000,John Karyus,Poultrygeist: Night of the Chicken Dead ,1411,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58,Unrated,500000
Matthew Watts,86,0,304,,Jennifer Lafleur,Mutual Friends ,2830,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3,,450000
Lloyd Bacon,89,24,45,2300000,Ginger Rogers,42nd Street ,995,chorus girl|chorus line|director|gala premiere|song,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,97,Unrated,439000
Joe Kenemore,52,0,0,,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,10,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,G,450000
Whit Stillman,98,89,3,2938208,Chris Eigeman,Metropolitan ,173,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52,PG-13,225000
Kay Pollak,133,10,19,9910,Michael Nyqvist,As It Is in Heaven ,774,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94,,25000000
Eric England,81,15,93,,Jack E. Curenton,Roadside ,1151,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6,,
Jared Hess,92,100,482,44540956,Jon Heder,Napoleon Dynamite ,3950,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473,PG,400000
Jeremy Saulnier,90,57,92,258113,Devin Ratray,Blue Ruin ,1528,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,135,R,1066167
Oren Peli,84,110,21,107917283,Micah Sloat,Paranormal Activity ,330,dark force|entity|evil force|found footage|paranormal phenomenon,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,1189,R,15000
Stacy Peralta,91,147,5,1293295,Tony Alva,Dogtown and Z-Boys ,54,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88,PG-13,
Terry Gilliam,91,0,332,1229197,Eric Idle,Monty Python and the Holy Grail ,2158,camelot|holy grail|king arthur|knight|lancelot,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660,PG,229575
Richard Glatzer,90,25,138,1689999,Emily Rios,Quinceañera ,771,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,48,R,400000
Sue Corcoran,96,14,6,11798,Tony Doupe,Gory Gory Hallelujah ,387,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,18,,100000
,60,,833,,Sendhil Ramamurthy,Heroes             ,4908,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,379,TV-14,
Jonathan Caouette,88,20,0,592014,Greg Ayres,Tarnation ,78,answering machine|home movie|lithium|schizophrenic|video diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114,Unrated,218
Ray Griggs,92,4,12,425899,Bill Farmer,I Want Your Money ,168,,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,31,PG,400000
Matt Jackson,97,0,271,,Kane Hodder,Love in the Time of Monsters ,2350,bigfoot|love|monster|sasquatch|tourist,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,5,,500000
Lucio Fulci,82,385,22,126387,Catriona MacColl,The Beyond ,123,doctor|hell|hotel|painter|plumber,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,253,X,400000
,22,,6,,Brendon Small,Home Movies             ,81,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82,TV-PG,
Tom Vaughan,101,12,149,80276912,Treat Williams,What Happens in Vegas ,1026,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,151,PG-13,35000000
Paul Fox,80,3,39,,Dov Tiefenbach,The Dark Hours ,272,brain tumor|champagne|game|psychiatrist|weekend,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,52,R,500000
Stephen Frears,97,350,33,,Saeed Jaffrey,My Beautiful Laundrette ,260,england|mistress|pakistani|politics|thatcher,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,64,R,650000
Ari Kirschenbaum,84,0,36,25918,R. Brandon Johnson,Fabled ,312,,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,10,R,
Cassandra Nicolaou,97,0,83,,Katharine Isabelle,Show Me ,1163,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,5,R,900000
Ingmar Bergman,91,0,92,,Liv Ullmann,Cries & Whispers ,809,dying|love|mansion|selfishness|turn of the century,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,197,R,400000
D.W. Griffith,123,204,9,,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,481,huguenot|intolerance|medicis|protestant|wedding,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,88,Not Rated,385907
Roger Nygard,86,3,513,617172,Walter Koenig,Trekkies ,2864,autograph|dentist|outer space|star trek|telephone call,http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,75,PG,375000
Harry Beaumont,100,4,4,2808000,Anita Page,The Broadway Melody ,109,sibling rivalry|singer|sister act|whistling|wisecrack humor,http://www.imdb.com/title/tt0019729/?ref_=fn_tt_tt_1,71,Passed,379000
Sam Raimi,96,0,58,,Ted Raimi,The Evil Dead ,813,cult director|cult film|evil dead|necronomicon|psychotronic film,http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,740,NC-17,375000
Franck Khalfoun,89,33,118,12843,America Olivo,Maniac ,1233,exhibition|mannequin|obsession|oral sex|photographer,http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,131,Not Rated,6000000
Mor Loushy,84,0,,34151,Amos Oz,Censored Voices ,3,,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,3,,450000
Henry Alex Rubin,88,30,0,1523883,Mark Zupan,Murderball ,15,paralympics|quad rugby|rugby|team|wheelchair,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70,R,1750211
Sam Firstenberg,90,44,93,4000000,Michael Dudikoff,American Ninja 2: The Confrontation ,872,blood splatter|island|motorboat|ninja|sequel to cult film,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46,R,350000
Doug Block,90,0,0,84689,Carol Block,51 Birch Street ,0,address as title|number in title|parents,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,16,Unrated,
,43,,576,,Billy Burke,Revolution             ,5052,2020s|near future|one word series title|post apocalypse|year 2027,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,323,TV-14,
Chad Kapper,98,0,0,,Tom E. Nicholson,Rotor DR1 ,199,drone|playing with gun|post apocalypse|road trip|working class family,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,8,,350000
John Carpenter,101,0,598,47000000,Jamie Lee Curtis,Halloween ,4400,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,R,300000
Sidney Lumet,96,0,253,,Jack Warden,12 Angry Men ,1433,courtroom|dialogue driven|dialogue driven storyline|jury|murder,http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,888,Not Rated,350000
Paul Fierlinger,83,3,258,246574,Isabella Rossellini,My Dog Tulip ,1370,autobiography|dog movie|german shepherd|memoir|old man,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,15,,
Frank Capra,65,964,21,,Claudette Colbert,It Happened One Night ,540,bus|detective|love|money|reporter,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,235,Unrated,325000
Yorgos Lanthimos,94,252,14,110197,Angeliki Papoulia,Dogtooth ,126,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,170,Unrated,
Lauren Lazin,112,2,321,7707563,James Cagney,Tupac: Resurrection ,2638,hip hop|name in title|rap star|rapper|reference to tupac shakur,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,32,R,
Gavin O'Connor,102,149,276,1281176,Kimberly J. Brown,Tumbleweeds ,1986,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73,PG-13,312000
Gregory Widen,98,10,912,16115878,Viggo Mortensen,The Prophecy ,13433,angel|corpse|girl|heaven|soul,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,194,R,8000000
Cédric Klapisch,91,82,8,1652472,Simon Abkarian,When the Cat's Away ,102,cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor,http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,25,R,300000
Peter Hedges,80,54,543,2360184,Oliver Platt,Pieces of April ,3010,apartment|oven|stove|thanksgiving|thanksgiving dinner,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,177,PG-13,300000
Niall Johnson,114,7,2,,Kevin Howarth,The Big Swap ,37,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,7,,
Kelly Reichardt,76,129,26,255352,Daniel London,Old Joy ,132,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,57,Unrated,300000
Kelly Reichardt,80,129,26,856942,John Robinson,Wendy and Lucy ,460,car|dog|flip phone|rape threat|vulnerable,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,112,R,200000
Eric Mendelsohn,88,5,301,,Embeth Davidtz,3 Backyards ,1884,number in title,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,23,R,300000
Jean-Luc Godard,110,0,0,,Jean-Paul Belmondo,Pierrot le Fou ,967,beach|money|on the run|party|smuggling,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,74,Not Rated,300000
Florence Ayisi,104,0,,32631,Vera Ngassa,Sisters in Law ,2,,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,8,Not Rated,
Pan Nalin,102,95,,16892,,Ayurveda: Art of Being ,0,eastern philosophy|healing|india|life,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,12,,300000
Michael Roemer,95,0,87,12438,Yaphet Kotto,Nothing But a Man ,835,1960s|father|railroad|town|worker,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,26,Not Rated,160000
Jesse Peretz,94,37,104,40542,Robert John Burke,First Love, Last Rites ,751,listening to music|misfit|panties|red panties|sex,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,16,R,300000
Eddie O'Flaherty,109,3,25,5199,Don Wallace,Fighting Tommy Riley ,185,older man younger man relationship|punching bag|school teacher|undressing|unrequited love,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,23,R,200000
Babar Ahmed,90,0,32,,Lalaine,Royal Kill ,689,assassin|female assassin|kingdom|martial arts|mission,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,18,PG-13,350000
Julie Taymor,133,278,107,24343673,Jim Sturgess,Across the Universe ,5405,anti war|liverpool|love|protest|song,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524,PG-13,45000000
John D. Hancock,110,44,221,1711,Trish Basinger,The Looking Glass ,1440,,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,1,,
Paul Bartel,80,43,668,,Sylvester Stallone,Death Race 2000 ,14950,cult director|cult film|drive in classic|psychotronic|race,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,147,R,300000
Bruce Dellis,95,0,309,2468,Tatyana Ali,Locker 13 ,2048,digit in title|latino|life or death|philosophy|supernatural,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,5,R,300000
Pece Dingo,94,0,87,,Michael Des Barres,Midnight Cabaret ,544,cigarette smoking|death|devil|nightmare|satanic cult,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,4,R,
Jerome Elston Scott,98,3,248,,Taran Killam,Anderson's Cross ,1545,divorce|marriage|mother daughter relationship|sex|teenage boy,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,7,R,300000
Étienne Faure,98,77,0,,Rumi Missabu,Bizarre ,19,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,1,Unrated,500000
Herb Freed,96,5,180,,Linnea Quigley,Graduation Day ,1228,coach|mask|school principal|team|track,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,58,R,250000
Jack Perez,97,19,313,,Kevin Corrigan,Some Guy Who Kills People ,2515,,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,58,R,300000
Craig Zobel,90,25,235,318622,Dreama Walker,Compliance ,1734,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,175,R,270000
Kevin Smith,113,0,781,12006514,Matt Damon,Chasing Amy ,15765,comic book|friendship|gay|lesbian|secret,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,500,R,250000
Nicole Holofcener,91,132,225,4186931,Aunjanue Ellis,Lovely & Amazing ,1330,african american|dog|homecoming queen|insecurity|surgery,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,85,R,250000
Ken Del Conte,90,2,99,,Hector Echavarria,Death Calls ,842,murder|oppression|rebirth|reincarnation|revenge,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,,R,290000
Justin Lin,98,681,13,3799339,Parry Shen,Better Luck Tomorrow ,139,asian american|high school|overachiever|pubic hair|vomiting,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,138,R,250000
Maria Maggenti,94,4,10,1977544,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,656,caught having sex|class|friend|lesbian|lesbian sex,http://www.imdb.com/title/tt0113416/?ref_=fn_tt_tt_1,36,R,250000
Miguel Arteta,96,44,129,1050600,Lupe Ontiveros,Chuck & Buck ,1378,best friend|bisexuality|friend|gay kiss|sexuality,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,136,R,250000
Piyush Dinker Pandya,100,0,51,902835,Purva Bedi,American Desi ,454,college|desi|heritage|india|indian american,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,40,Unrated,250000
Daniel Columbie,90,0,185,,Keri Maletto,Amidst the Devil's Wings ,1461,,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,,,300000
Vincenzo Natali,90,165,319,489220,David Hewlett,Cube ,1743,escape|labyrinth|maze|red light|trap,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,696,R,365000
Emma-Kate Croghan,76,0,62,212285,Radha Mitchell,Love and Other Catastrophes ,1661,film school|love|medical student|student|university,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,21,R,250000
Bill Plympton,75,45,0,203134,Charis Michelsen,I Married a Strange Person! ,7,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,21,R,250000
