num_critic_for_reviews,duration,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
64,88,854,Comedy,Radio Days ,1653,Julie Kavner,0,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,USA,16000000,410,7.6,1.85,0
169,110,12000,Action|Drama|Fantasy|Mystery|Thriller,Left Behind ,15044,Quinton Aaron,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,USA,16000000,1000,3.1,2.35,31000
158,113,21000,Drama|Romance,Remember Me ,22088,Ruby Jerins,0,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,USA,16000000,541,7.2,1.85,24000
46,101,812,Comedy|Drama|Romance,How to Deal ,1882,Trent Ford,1,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,USA,16000000,326,5.7,1.85,371
15,105,11000,Comedy|Romance|Sci-Fi,My Stepmother Is an Alien ,14677,Tony Jay,0,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,USA,20000000,3000,5.2,1.85,818
68,125,18000,Drama,Philadelphia ,33865,Jason Robards,2,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,USA,26000000,15000,7.7,1.85,0
111,100,599,Mystery|Sci-Fi|Thriller,The Thirteenth Floor ,2389,Brad William Henke,0,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,Germany,16000000,380,7.0,2.35,0
21,97,1000,Comedy,The Cookout ,3835,Jenifer Lewis,1,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,USA,,584,3.6,1.85,177
42,108,940,Action|Drama|Sci-Fi|Thriller,Meteor ,1945,Brian Keith,7,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,USA,16000000,416,4.9,2.35,392
65,112,555,Comedy|Drama|Music,Duets ,1227,Huey Lewis,0,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,USA,15000000,403,6.0,1.85,573
109,112,11000,Comedy|Romance,Hollywood Ending ,12766,Treat Williams,0,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,USA,16000000,650,6.6,1.85,762
42,95,1000,Comedy|Music,Detroit Rock City ,2518,Shannon Tweed,0,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,USA,15000000,852,6.8,2.35,0
112,110,1000,Action|Adventure|Fantasy,Highlander ,1852,Celia Imrie,1,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,UK,16000000,309,7.2,1.85,0
146,118,1000,Drama,Things We Lost in the Fire ,1889,Robin Weigert,1,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,USA,16000000,418,7.2,2.35,0
36,97,503,Action|Crime|Sci-Fi,Steel ,3100,Hill Harper,1,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,USA,16000000,489,2.8,1.85,0
230,120,10000,Drama|Romance,The Immigrant ,11019,Angela Sarafyan,3,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,USA,16000000,316,6.6,2.35,0
64,135,898,Drama|History|Romance|War,The White Countess ,2096,Lynn Redgrave,0,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,UK,16000000,708,6.7,1.66,356
393,101,3000,Crime|Drama|Mystery|Thriller,Trance ,5056,Tuppence Middleton,0,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,UK,20000000,1000,7.0,2.35,23000
75,92,939,Comedy,Soul Plane ,3935,Tom Arnold,9,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,USA,16000000,881,4.4,1.85,0
78,106,172,Comedy|Romance,Welcome to the Sticks ,329,Michel Galabru,2,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,France,11000000,55,7.1,2.35,3000
67,92,10000,Drama|Romance|War,Good ,11091,Steven Mackintosh,1,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,UK,15000000,304,6.2,2.35,921
216,161,488,Drama|Fantasy,Enter the Void ,943,Olly Alexander,0,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,France,13000000,289,7.3,2.35,23000
54,92,1000,Comedy|Horror|Romance,Vamps ,3086,Ivan Sergei,2,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,USA,16000000,945,5.1,1.78,0
84,93,1000,Drama|Family,Hachi: A Dog's Tale ,4453,Joan Allen,0,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,USA,16000000,884,8.1,1.85,115000
69,110,5000,Crime|Drama|Thriller,Zulu ,5273,Conrad Kemp,0,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,France,16000000,170,6.7,2.35,0
208,122,883,Drama|Western,The Homesman ,2896,Miranda Otto,1,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,USA,16000000,596,6.6,2.35,0
32,91,890,Comedy|Drama|Romance|Sport,Juwanna Mann ,3104,Kevin Pollak,3,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,USA,15600000,578,4.5,1.85,939
20,45,422,Comedy|Crime|Drama,Lilyhammer             ,537,Tommy Karlsen,0,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,Norway,34000000,57,8.1,16.0,16000
78,115,232,Drama|War,Ararat ,699,Charles Aznavour,1,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,Canada,,150,6.6,1.66,824
21,94,844,Drama|Sport,Madison ,3583,William Shockley,0,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,USA,,626,6.5,2.35,282
40,93,1000,Drama|Mystery|Thriller,Slow Burn ,4329,Fisher Stevens,0,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,USA,15500000,1000,5.9,1.85,191
40,94,235,Action|Comedy|Crime|Drama|Thriller,Wasabi ,303,Michel Muller,1,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,France,15300000,46,6.6,2.35,0
251,95,499,Comedy|Horror|Sci-Fi,Slither ,1120,Tania Saulnier,0,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,Canada,15500000,298,6.5,1.85,0
94,105,901,Action|Comedy|Crime,Beverly Hills Cop ,3464,James Russo,1,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,USA,14000000,605,7.3,1.85,0
102,103,3000,Comedy|Family,Home Alone ,7521,Catherine O'Hara,5,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,USA,18000000,1000,7.5,1.85,20000
21,102,19000,Comedy|Drama|Family,3 Men and a Baby ,21499,Steve Guttenberg,4,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,USA,11000000,875,5.9,1.85,3000
94,116,13000,Comedy|Drama|Romance,Tootsie ,14701,Teri Garr,1,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,USA,22000000,521,7.4,2.35,0
173,110,10000,Action|Drama|Romance,Top Gun ,13069,Adrian Pasdar,2,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,USA,15000000,1000,6.9,1.33,19000
287,120,103,Action|Drama|Romance,Crouching Tiger, Hidden Dragon ,129,Sihung Lung,3,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,Taiwan,15000000,21,7.9,2.35,0
176,122,18000,Drama,American Beauty ,19078,Ara Celi,0,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,USA,15000000,828,8.4,2.35,22000
479,118,14000,Biography|Drama|History|Romance,The King's Speech ,15732,Derek Jacobi,0,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,UK,15000000,1000,8.0,1.85,64000
27,107,742,Comedy|Crime,Twins ,2151,Hugh O'Brian,1,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,USA,15000000,384,6.0,1.85,0
20,45,460,Crime|Drama|Horror|Mystery|Thriller,Scream: The TV Series             ,2380,Jason Wiles,0,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,USA,,292,7.3,16.0,0
60,102,17000,Drama|Romance,The Yellow Handkerchief ,30978,William Hurt,1,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,USA,15500000,13000,6.8,2.35,1000
70,154,852,Drama,The Color Purple ,2592,Dana Ivey,0,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,USA,15000000,581,7.8,1.85,6000
43,103,94,Action|Comedy|Drama|Thriller,Tidal Wave ,213,Kyung-gu Sol,2,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,South Korea,,80,5.7,2.35,558
1,141,11000,Adventure|Drama|History,Ben-Hur ,13390,Moises Arias,2,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,USA,100000000,744,6.1,2.35,0
454,114,19000,Biography|Drama|Thriller|War,The Imitation Game ,20295,Allen Leech,1,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,UK,14000000,393,8.1,2.35,165000
25,109,1000,Comedy|War,Private Benjamin ,2419,Alan Oppenheimer,1,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,USA,10000000,745,6.1,1.85,855
46,124,874,Biography|Drama|Music|Musical,Coal Miner's Daughter ,2667,Levon Helm,0,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,USA,,816,7.5,1.85,0
111,94,17000,Comedy|Family,Diary of a Wimpy Kid ,20154,Rachael Harris,1,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,USA,15000000,975,6.2,1.85,0
393,100,1000,Fantasy|Horror,Mama ,1949,Isabelle Nélisse,1,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,Canada,20000000,340,6.2,1.85,57000
318,101,2000,Horror|Thriller,Halloween ,4400,P.J. Soles,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,USA,300000,742,7.9,2.35,12000
55,98,816,Adventure|Comedy,National Lampoon's Vacation ,3617,Jane Krakowski,1,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,USA,15000000,695,7.4,1.85,0
157,102,925,Comedy,Bad Grandpa ,1018,Grasie Mercedes,0,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,USA,15000000,38,6.6,1.85,26000
280,94,326,Biography|Drama,The Queen ,486,Alex Jennings,0,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,UK,9800000,48,7.3,1.85,0
109,92,925,Comedy|Fantasy,Beetlejuice ,1953,Glenn Shadix,3,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,USA,15000000,692,7.5,1.85,15000
41,113,2000,Comedy|Drama,Why Did I Get Married? ,6510,Lamman Rucker,8,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,USA,15000000,721,5.6,1.85,1000
27,115,23000,Drama|Family|Romance,Little Women ,29370,Eric Stoltz,4,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,USA,15000000,4000,7.3,1.85,0
462,95,11000,Drama|Fantasy|Horror|Thriller,The Woman in Black ,11946,Jessica Raine,0,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,UK,17000000,326,6.4,2.35,29000
152,87,1000,Horror|Thriller,When a Stranger Calls ,2452,Brian Geraghty,0,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,USA,15000000,431,5.0,2.35,0
69,88,934,Adventure|Comedy|Family,Big Fat Liar ,3707,Lee Majors,1,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,USA,15000000,927,5.4,1.85,896
140,183,22000,Drama|War,The Deer Hunter ,34025,John Savage,2,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,UK,15000000,11000,8.2,2.35,11000
130,97,22000,Comedy|Drama,Wag the Dog ,29252,John Michael Higgins,0,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,USA,15000000,4000,7.1,1.85,12000
66,94,925,Adventure|Comedy|Family|Music|Romance,The Lizzie McGuire Movie ,3423,Alex Borstein,1,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,USA,17000000,738,5.3,2.35,0
238,112,12000,Action|Drama|Thriller,Snitch ,15800,Nadine Velazquez,1,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,USA,15000000,1000,6.5,2.35,12000
198,98,3000,Comedy|Fantasy|Horror,Krampus ,4567,Allison Tolman,0,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,USA,15000000,658,6.2,2.35,27000
154,104,4000,Horror|Mystery|Sci-Fi,The Faculty ,12170,Clea DuVall,1,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,USA,15000000,4000,6.4,1.85,0
19,118,90,Biography|Drama|Music,What's Love Got to Do with It ,114,Dororthy Thorton,0,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,USA,,22,7.2,1.85,0
131,120,22000,Crime|Drama|Thriller,Cop Land ,40117,Janeane Garofalo,3,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,USA,10000000,13000,6.9,1.85,2000
97,99,11000,Comedy,Not Another Teen Movie ,15369,Mia Kirshner,0,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,USA,16000000,983,5.7,1.85,0
355,109,15000,Crime|Drama|Thriller,End of Watch ,27788,America Ferrera,2,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,USA,7000000,10000,7.7,1.85,38000
138,105,15000,Comedy|Drama|Romance,Aloha ,44037,Bill Murray,1,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,USA,37000000,14000,5.4,1.85,11000
102,106,23000,Action|Crime|Drama|Thriller,The Skulls ,26652,William Petersen,0,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,USA,15000000,1000,5.6,1.85,0
419,123,13000,Biography|Drama|Romance,The Theory of Everything ,14100,Simon McBurney,0,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,UK,15000000,876,7.7,2.35,90000
37,86,833,Comedy|Crime,Malibu's Most Wanted ,4435,Blair Underwood,3,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,USA,16000000,807,5.1,2.35,0
78,120,20000,Comedy|Drama|Romance,Where the Heart Is ,22383,Stockard Channing,2,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,USA,15000000,1000,6.8,1.85,0
181,227,607,Adventure|Biography|Drama|History|War,Lawrence of Arabia ,1076,Jack Hawkins,8,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,UK,15000000,202,8.4,2.2,11000
220,119,908,Horror,Halloween II ,3226,Margot Kidder,0,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,USA,15000000,764,4.9,1.85,3000
349,115,2000,Adventure|Biography|Drama,Wild ,4896,Gaby Hoffmann,1,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,USA,15000000,820,7.1,2.35,38000
241,114,956,Crime|Horror|Thriller,The Last House on the Left ,3861,Martha MacIsaac,0,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,USA,15000000,878,6.6,1.85,0
103,90,1000,Comedy|Romance,The Wedding Date ,2666,Holland Taylor,0,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,USA,15000000,650,6.1,1.85,0
151,94,2000,Comedy|Horror|Thriller,Halloween: Resurrection ,5440,Bianca Kajlich,5,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,USA,15000000,864,4.1,2.35,0
344,106,14000,Action|Adventure|Fantasy,Clash of the Titans ,18003,Alexa Davalos,0,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,USA,125000000,1000,5.8,2.35,15000
185,98,18000,Adventure|Family|Fantasy|Romance,The Princess Bride ,20060,André the Giant,0,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,USA,16000000,636,8.1,1.85,33000
112,126,18000,Biography|Drama,The Great Debaters ,22745,John Heard,1,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,USA,15000000,2000,7.6,2.35,0
676,100,33000,Crime|Drama,Drive ,34337,Russ Tamblyn,0,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,USA,15000000,745,7.8,2.35,81000
74,89,811,Comedy|Family|Music|Romance,Confessions of a Teenage Drama Queen ,2167,Glenne Headly,8,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,Germany,15000000,636,4.6,1.85,810
65,111,818,Comedy|Drama|Romance,The Object of My Affection ,1450,Kali Rocha,0,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,USA,15000000,511,6.0,1.85,849
274,100,10000,Drama|Horror|Sci-Fi,28 Weeks Later ,11471,Catherine McCormack,1,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,UK,15000000,1000,7.0,1.85,0
50,115,116,Drama|Family|Sport,When the Game Stands Tall ,525,Ser'Darius Blain,0,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,USA,15000000,110,6.7,1.85,0
96,106,907,Comedy|Drama|Family,Because of Winn-Dixie ,3462,Eva Marie Saint,5,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,USA,14000000,807,6.4,1.85,1000
68,124,1000,Drama|Romance|Sport,Love & Basketball ,5135,Omar Epps,0,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,USA,15000000,886,7.2,1.85,0
111,107,893,Action|Comedy|Crime|Romance|Thriller,Grosse Pointe Blank ,2044,Mitchell Ryan,1,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,USA,15000000,822,7.4,1.85,0
128,99,14000,Comedy|Romance,All About Steve ,16461,Beth Grant,3,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,USA,15000000,982,4.8,1.85,0
160,90,193,Adventure|Fantasy|Horror|Mystery|Thriller,Book of Shadows: Blair Witch 2 ,608,Kurt Loder,0,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,USA,15000000,184,4.0,1.85,949
93,101,838,Drama|Fantasy|Horror|Thriller,The Craft ,1812,Brenda Strong,0,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,USA,15000000,328,6.2,1.85,6000
278,119,19000,Drama|Romance|Thriller,Match Point ,20391,Penelope Wilton,3,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,UK,15000000,567,7.7,1.85,0
81,103,512,Adventure|Comedy|Family|Fantasy,Ramona and Beezus ,1002,Jason Spevack,2,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,USA,15000000,316,6.7,2.35,0
58,134,12000,Drama|Romance,The Remains of the Day ,12749,Ben Chaplin,1,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,UK,11500000,310,7.9,2.35,0
153,155,3000,Drama,Boogie Nights ,3677,Nina Hartley,15,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,USA,15000000,360,7.9,2.35,0
25,94,1000,Action|Crime|Drama|Romance|Thriller,Nowhere to Run ,2210,Joss Ackland,0,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,USA,15000000,605,5.5,1.85,466
46,95,1000,Adventure|Drama|Family,Flicka ,3845,Tim McGraw,0,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,USA,15000000,786,6.2,2.35,1000
161,89,919,Horror,The Hills Have Eyes II ,2559,Jacob Vargas,0,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,USA,15000000,557,5.1,2.35,0
