director_name,num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Dominique Othenin-Girard,137,96,120,Tamara Glynn,742,11642254,Donald Pleasence,Halloween 5 ,22929,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,287,English,256,5.2,1.85,926
Richard Linklater,231,99,84,Brandon Smith,11000,9203192,Matthew McConaughey,Bernie ,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,136,English,106,6.8,1.85,15000
Jean-Jacques Mantello,9,42,,Daryl Hannah,844,7518876,Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean ,172,844,,0,3d in title|animal in title|digit in title|dolphin|manatee,5,English,0,6.5,1.78,28
Ed Harris,115,122,221,Bud Cort,697,8596914,John Heard,Pollock ,23023,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,148,English,394,7.0,1.85,0
Risa Bramon Garcia,67,101,612,Dave Chappelle,1000,6851636,Janeane Garofalo,200 Cigarettes ,13010,2697,Gaby Hoffmann,5,bartender|friend|new year's eve|party|punk,182,English,744,5.9,1.85,0
Brian Klugman,216,102,10000,Bradley Cooper,24000,11434867,J.K. Simmons,The Words ,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,130,English,14000,7.1,1.85,21000
Matt Piedmont,133,84,546,Adrian Martinez,8000,5895238,Will Ferrell,Casa de mi Padre ,17169,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,70,Spanish,806,5.5,2.35,9000
Raymond De Felitta,149,104,130,Curtiss Cook,3000,6670712,Ezra Miller,City Island ,27301,3825,Dominik García-Lorido,6,anger|family reunion|father son reunion|hugging|movie making,101,English,591,7.4,1.85,0
John Michael McDonagh,261,96,28,Fionnula Flanagan,3000,5359774,Don Cheadle,The Guard ,64794,3569,Wale Ojo,0,boat on fire|drug smuggling|fbi|fbi agent|small town,131,English,482,7.3,2.35,17000
Deb Hagan,42,94,664,Alona Tal,1000,4693919,Drake Bell,College ,11011,4484,Haley Bennett,0,college|face slap|high school|loss of virginity|pierced nipple,78,English,1000,4.6,1.85,422
Sofia Coppola,152,90,826,Kathleen Turner,4000,4859475,Kirsten Dunst,The Virgin Suicides ,116910,7103,Scott Glenn,0,catholic|five sisters|isolation|school|suicide,520,English,899,7.2,1.85,0
Mark Herman,64,97,286,Annette Badland,1000,4595000,Jim Broadbent,Little Voice ,13892,2103,Brenda Blethyn,4,mother|recluse|shy|singer|talent,160,English,497,7.0,1.85,915
Zach Cregger,76,90,263,Windell Middlebrooks,373,4542775,Hugh M. Hefner,Miss March ,18313,1831,Raquel Alessi,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,73,English,308,5.1,1.85,985
Zach Braff,149,106,379,Josh Gad,17000,3588432,Jim Parsons,Wish I Was Here ,29341,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,93,English,1000,6.7,2.35,0
Mark Tarlov,35,96,353,Dylan Baker,4000,4394936,Sarah Michelle Gellar,Simply Irresistible ,11439,5668,Lawrence Gilliard Jr.,1,chef|female chef|love|magic|restaurant,190,English,812,5.3,2.35,901
,47,44,724,Jason Dohring,937,,Francis Capra,Veronica Mars             ,55524,3318,Enrico Colantoni,1,best friend|high school|private detective|sheriff|student,315,English,828,8.4,1.78,0
John Cameron Mitchell,108,95,179,Miriam Shor,263,3029081,John Cameron Mitchell,Hedwig and the Angry Inch ,26300,993,Andrea Martin,0,band|rock band|sex change|song|transsexual,231,English,261,7.8,1.85,0
Sheldon Lettich,17,99,82,Ryan Bollman,97,3273588,Antoni Corone,Only the Strong ,4195,382,Todd Susman,1,capoeira|fight|fighting|martial arts|violence,50,English,91,6.7,1.85,0
Jon Knautz,12,93,34,Monda Scott,397,,Rachel Alig,Goddess of Love ,522,546,Alexis Kendra,0,female nudity|hallucination|sex scene|strip club|stripper,5,English,77,5.4,2.35,84
Billy Ray,129,99,491,Rosario Dawson,4000,2207975,Hayden Christensen,Shattered Glass ,28855,8297,Cas Anvar,0,fabricated facts|journalist|stephen glass|the new republic|writer,190,English,3000,7.2,2.35,0
David Atkins,84,95,15,Lynne Thigpen,244,2025238,Chelcie Ross,Novocaine ,9589,489,Polly Noonan,3,dentist|drugs|murder|sex|sunflower,105,English,230,5.8,1.85,289
Patrick Stettner,61,84,152,Tony Devon,944,1028337,Stockard Channing,The Business of Strangers ,3413,1407,Frederick Weller,2,airport|businesswoman|hotel|revenge|vegetarian,78,English,257,6.4,1.85,29
Sam Peckinpah,147,144,242,Warren Oates,682,,William Holden,The Wild Bunch ,63192,2379,L.Q. Jones,1,friendship|honor|righteous rage|soldier|texas,287,English,288,8.0,2.35,0
Jonathan Levine,147,99,362,Aaron Yoo,976,2077046,Mary-Kate Olsen,The Wackness ,27266,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,75,English,617,7.0,2.35,0
Michael Crichton,23,110,20,Michael Elphick,187,,Lesley-Anne Down,The Great Train Robbery ,11623,297,Pamela Salem,2,bank|gold|key|safe|train,50,English,34,7.0,1.85,643
Lynne Ramsay,75,97,53,Bryan Dick,631,267194,Samantha Morton,Morvern Callar ,6906,841,Paul Popplewell,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,111,English,104,6.7,1.85,605
Sylvio Tabet,17,107,284,Kari Wuhrer,721,869325,Michael Berryman,Beastmaster 2: Through the Portal of Time ,2281,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,16,English,514,3.8,1.85,125
Rick Bieber,16,90,316,Kendrick Cross,767,399611,Aidan Quinn,The 5th Quarter ,1245,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,29,English,529,5.7,1.85,0
Claude Chabrol,60,104,27,Nathalie Baye,173,181798,Benoît Magimel,The Flower of Evil ,2591,282,Mélanie Doutey,5,bordeaux|election|mayor|pamphlet|political thriller,36,French,67,6.6,1.66,52
Shana Feste,63,96,71,Zoë Kravitz,1000,115862,Jennifer Ehle,The Greatest ,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,50,English,943,6.7,2.35,0
Wayne Wang,56,104,451,Russell Wong,974,1346503,Bingbing Li,Snow Flower and the Secret Fan ,3024,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,22,English,595,6.1,2.35,0
Joey Lauren Adams,36,97,90,Diane Ladd,596,117560,Tim Blake Nelson,Come Early Morning ,2330,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,29,English,206,6.2,1.85,224
Peter Cattaneo,47,107,419,Olivia Williams,773,54606,James Nesbitt,Lucky Break ,1940,2440,Peter McNamara,0,escape|prison|prison escape|sadism|solitary confinement,34,English,766,6.2,2.35,30
Fred Zinnemann,38,117,898,Jane Fonda,11000,,Meryl Streep,Julia ,6454,15604,Vanessa Redgrave,2,1930s|female protagonist|nazi|romantic friendship|writer,44,English,949,7.4,1.85,733
S.R. Bindler,26,85,499,Scott Glenn,11000,36497,Matthew McConaughey,Surfer, Dude ,7367,14599,Sarah Wright,0,barefoot|endorsement|surfboard|virtual reality|waves,37,English,826,4.7,1.85,850
Tony Kaye,47,152,0,Pat Buchanan,103,23807,Noam Chomsky,Lake of Fire ,2143,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,29,English,2,8.3,,570
Greg Marcks,68,85,407,Barbara Hershey,861,,Henry Thomas,11:14 ,38273,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,133,English,618,7.2,1.85,0
Perry Lang,19,76,259,Kevin Tighe,636,,Catherine Bell,Men of War ,2989,2152,Tim Guinee,1,cockney accent|fight|island|machismo|mercenary,38,English,472,5.8,2.35,176
Jake Goldberger,39,87,99,M. Emmet Walsh,592,,Pruitt Taylor Vince,Don McKay ,2050,1227,Robert Wahlberg,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,17,English,521,5.9,1.85,275
Stefan Ruzowitzky,162,95,874,Olivia Wilde,16000,65804,Charlie Hunnam,Deadfall ,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,86,English,10000,6.3,2.35,0
Vic Sarin,37,101,130,Aidan Quinn,933,,Connie Nielsen,A Shine of Rainbows ,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,19,English,767,7.2,2.35,1000
William Kaufman,26,90,787,Sean Cook,848,,Drew Waters,The Hit List ,10196,3469,Cole Hauser,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,39,English,816,5.4,1.85,0
,10,240,334,Blake Ritson,805,,Romola Garai,Emma             ,10388,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,50,English,432,8.2,1.78,0
David Cronenberg,179,89,15,Leslie Carlson,391,,Debbie Harry,Videodrome ,60522,477,Reiner Schwarz,0,cyberpunk|hallucination|illegality|snuff film|surrealism,228,English,20,7.3,1.85,0
Cédric Klapisch,88,111,269,Cécile De France,809,3895664,Romain Duris,L'auberge espagnole ,34383,1858,Iddo Goldberg,0,apartment|erasmus|language|student|trip,149,French,447,7.3,1.85,0
Kate Barker-Froyland,43,86,444,Shawn Parsons,11000,20200,Anne Hathaway,Song One ,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,21,English,485,5.8,,0
Barbet Schroeder,136,115,400,Chris Penn,33000,31874869,Ryan Gosling,Murder by Numbers ,43575,34605,Agnes Bruckner,0,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,English,455,6.1,1.85,0
Martin Koolhoven,111,103,19,Tygo Gernandt,163,542860,Yorick van Wageningen,Winter in Wartime ,9230,219,Martijn Lakemeier,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,37,Dutch,20,7.1,2.35,0
Charles Matthau,13,90,1000,Michael Jai White,2000,,Billy Burke,Freaky Deaky ,6741,6569,Bill Duke,0,black panties|bomb squad|car bomb|dynamite|girl in panties,11,English,2000,6.5,,0
John Frankenheimer,64,133,28,Paul Scofield,343,,Jeanne Moreau,The Train ,10119,502,Michel Simon,0,art|french|german|painting|train,124,English,94,7.9,1.66,0
Christopher M. Bessette,6,88,57,John Billingsley,978,15059,Mira Sorvino,Trade of Innocents ,748,1443,Trieu Tran,2,angkor wat|human trafficking|sex slavery|sex tourism,8,English,323,5.4,2.35,543
Prachya Pinkaew,112,111,380,Nathan Jones,778,11905519,Jon Foo,The Protector ,30210,2205,Johnny Nguyen,0,die hard scenario|elephant|long take|police|sydney australia,214,Thai,635,7.1,1.85,0
Gary Sinyor,12,94,136,Frank Finlay,722,69582,Sean Pertwee,Stiff Upper Lips ,867,1477,Samuel West,2,class conflict|edwardian era|england|sexual awakening|spoof,21,English,338,6.4,1.85,109
,15,25,220,Belinda Stewart-Wilson,229,,Simon Bird,The Inbetweeners             ,55987,1239,James Buckley,0,black comedy|bully|friend|house|practical joke,42,English,223,8.4,16.0,0
Gurinder Chadha,161,112,397,Parminder Nagra,883,32541719,Archie Panjabi,Bend It Like Beckham ,89806,2201,Anupam Kher,0,hinduism|marriage engagement|soccer|team|tradition,438,English,528,6.7,1.85,0
John Sayles,68,141,501,Edie Falco,688,3064356,Miguel Ferrer,Sunshine State ,3433,2584,Timothy Hutton,6,african american|business|coastline|florida|real estate,81,English,659,6.9,1.85,160
Preston A. Whitmore II,25,95,255,Wayne Brady,592,7009668,Wesley Jonathan,Crossover ,8707,2000,Eva Marcille,6,african american|basketball|basketball movie|critically bashed|tv commercial,36,English,378,2.1,1.85,244
Ashish R. Mohan,23,141,61,Mithun Chakraborty,634,352684,Asin,Khiladi 786 ,4633,1065,Johnny Lever,1,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,31,Hindi,284,4.3,,365
Jaume Balagueró,222,85,6,Pablo Rosso,37,27024,Jonathan D. Mellor,[Rec] 2 ,55597,73,Andrea Ros,0,apartment|apartment building|blood sample|crucifix|zombie,148,Spanish,9,6.6,1.85,4000
Stewart Raffill,9,105,10,Alexis Biesiada,25,531806,Kayla Jackson,Standing Ovation ,548,72,Kayla Raparelli,9,dance|dream|frog|philadelphia pennsylvania|snake,6,English,11,3.4,,277
George Roy Hill,119,129,417,Robert Shaw,1000,159600000,Eileen Brennan,The Sting ,175607,2387,Ray Walston,0,con|con man|courier|long con|murder,252,English,559,8.3,1.85,0
Hugh Hudson,90,125,249,Ben Cross,368,58800000,Alice Krige,Chariots of Fire ,40511,1651,John Gielgud,0,athlete|jew|missionary|olympic games|race,213,English,303,7.2,1.85,0
Darren Grant,62,116,476,Kimberly Elise,907,50382128,Cicely Tyson,Diary of a Mad Black Woman ,10472,2723,Tamara Taylor,0,comic relief|diary|kiss|madea series|state flag,202,English,637,5.6,1.85,0
Scott Hicks,71,105,35,Armin Mueller-Stahl,509,35811509,Noah Taylor,Shine ,43013,888,Nicholas Bell,0,abuse|australia|concert|pianist|piano,104,English,294,7.7,1.85,0
Joseph Gordon-Levitt,364,90,694,Scarlett Johansson,23000,24475193,Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,314,English,19000,6.6,2.35,33000
Clint Eastwood,72,105,258,Richard Bull,16000,,Clint Eastwood,High Plains Drifter ,36381,17599,John Hillerman,0,gravestone|gunfighter|outlaw|revenge|small town,169,English,742,7.6,2.35,0
Terry Zwigoff,122,111,722,Steve Buscemi,19000,6200756,Scarlett Johansson,Ghost World ,96129,34106,T.J. Thyne,0,art class|diner|friend|graduation|high school,488,English,12000,7.4,1.85,5000
Richard Eyre,100,91,548,Jim Broadbent,14000,1292119,Kate Winslet,Iris ,14786,16768,Kris Marshall,1,alzheimer's disease|book|love|novelist|writer,144,English,1000,7.1,1.85,0
William Sachs,24,95,60,Avery Schreiber,113,,Stephen Macht,Galaxina ,1955,396,Angelo Rossitto,0,alien|android|fem bot|female android|stars,44,English,110,3.4,2.35,438
Christophe Barratier,112,97,57,François Berléand,517,3629758,Jean-Baptiste Maunier,The Chorus ,44151,745,Gérard Jugnot,0,boarding school|boy|choir|school|teacher,110,French,86,7.9,2.35,0
Émile Gaudreault,67,92,71,Luke Kirby,636,6239558,Paul Sorvino,Mambo Italiano ,5548,1033,Claudia Ferri,0,gay|immigrant|italian|police|police officer,67,English,210,6.7,1.85,352
James Cox,91,104,93,Louis Lombardi,715,1056102,Alexis Dziena,Wonderland ,18792,1315,Franky G,0,murder|police|police investigation|porn star|robbery,153,English,436,6.6,1.85,1000
Spike Lee,103,120,388,John Savage,782,27545445,Ruby Dee,Do the Right Thing ,59524,2892,Danny Aiello,2,black militant|frustration|pizza|pizza parlor|pizzeria,418,English,652,7.9,1.85,0
James Toback,27,99,781,Eric Stoltz,4000,56007,Sarah Michelle Gellar,Harvard Man ,3754,6776,Joey Lauren Adams,3,basketball|cheerleader|college|harvard|philosophy,69,English,902,4.9,2.35,113
Aki Kaurismäki,205,93,36,Kati Outinen,232,611709,Jean-Pierre Léaud,Le Havre ,15267,391,Jean-Pierre Darroussin,1,bar|container|illegal immigrant|neighbor|shoe shiner,41,French,67,7.2,1.85,0
Gaspar Noé,192,99,9,Albert Dupontel,56,753501,Philippe Nahon,Irreversible ,87244,118,Jo Prestia,0,long take|male frontal nudity|revenge|reverse chronology|vengeance,664,French,46,7.4,2.35,13000
Hitoshi Matsumoto,72,99,16,Hitoshi Matsumoto,31,22770,Lindsay Kay Hayward,R100 ,1658,81,Shinobu Terajima,0,coma|one word title|spitting|sushi|swimming pool,12,Japanese,17,6.1,1.85,543
Rakeysh Omprakash Mehra,33,157,199,Steven Mackintosh,397,2197331,Anupam Kher,Rang De Basanti ,70233,1519,Madhavan,0,freedom|friend|india|student|urination,321,Hindi,227,8.4,2.35,0
Collin Schiffli,22,90,290,John Heard,934,,Kim Shaw,Animals ,605,2030,David Dastmalchian,0,drug addict|drug addiction|drug use|drugs|junkie,8,English,697,6.2,2.35,679
George Ratliff,48,96,38,Cree Kelly,472,27445,Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,31,English,39,5.3,1.85,1000
David Wain,65,96,139,Ken Marino,4000,766487,Jon Hamm,The Ten ,15315,4883,Ron Silver,4,death|mexico|sabbath|surgeon|ten stories,117,English,543,5.0,1.85,915
Shane Meadows,29,90,222,Paddy Considine,5000,18434,Bob Hoskins,A Room for Romeo Brass ,4471,6111,Shane Meadows,2,betrayal|family relationships|friendship|psychosis|stranger,47,English,680,7.7,1.85,484
Morten Tyldum,284,100,27,Synnøve Macody Lund,286,1196752,Aksel Hennie,Headhunters ,79353,385,Julie R. Ølgaard,3,art thief|male frontal nudity|male nudity|male star appears nude|painting,121,Norwegian,52,7.6,2.39,23000
Jon Wright,187,94,114,Richard Coyle,796,,Russell Tovey,Grabbers ,13227,1832,Bronagh Gallagher,0,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,70,English,567,6.3,2.35,11000
Michael McGowan,47,98,149,Adam Butcher,393,795126,Campbell Scott,Saint Ralph ,4976,955,Gordon Pinsent,1,boston marathon|coma|marathon|miracles|running,52,English,259,7.6,1.85,989
Liv Ullmann,88,129,0,Jessica Chastain,631,,Samantha Morton,Miss Julie ,2894,631,Colin Farrell,2,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,14,English,0,5.6,,0
Jeannot Szwarc,41,103,32,Bill Erwin,208,,Teresa Wright,Somewhere in Time ,21049,454,George Voskovec,2,hotel|love|love across time|time travel|time travel romance,249,English,191,7.3,1.85,0
Rohan Sippy,24,128,47,Bipasha Basu,374,563699,Abhishek Bachchan,Dum Maaro Dum ,3266,787,Prateik,0,airport|drugs|loss of loved one|police|title based on song,27,Hindi,282,6.2,,421
James Wan,318,106,482,Barbara Hershey,852,83574831,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,269,English,618,6.6,2.35,35000
Darren Lynn Bousman,250,95,651,Tony Nappo,1000,87025093,Emmanuelle Vaugier,Saw II ,188679,4134,Shawnee Smith,0,death|detective|nerve gas|serial killer|trap,864,English,654,6.6,1.85,0
Dan Trachtenberg,411,104,82,John Gallagher Jr.,14000,71897215,Bradley Cooper,10 Cloverfield Lane ,126893,14504,Sumalee Montano,0,alien|bunker|car crash|kidnapping|minimal cast,440,English,338,7.3,2.35,33000
Jeff Tremaine,106,87,218,Steve-O,608,64267897,Bam Margera,Jackass: The Movie ,67992,1770,Chris Pontius,0,alligator|golf|japan|panda|stunt,327,English,362,6.6,1.85,0
David F. Sandberg,159,81,300,Amiah Miller,2000,56536016,Billy Burke,Lights Out ,13523,3344,Gabriel Bateman,0,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,95,English,509,6.9,2.35,0
Henry Joost,251,94,434,Sprague Grayden,581,104007828,Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,314,English,438,5.8,1.85,24000
