num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,aspect_ratio
147,144,541,242,Warren Oates,682,Action|Adventure|Western,The Wild Bunch ,2379,L.Q. Jones,1,friendship|honor|righteous rage|soldier|texas,287,English,USA,6244087,1969,288,2.35
147,99,129,362,Aaron Yoo,976,Comedy|Drama|Romance,The Wackness ,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,75,English,USA,6000000,2008,617,2.35
23,110,735,20,Michael Elphick,187,Adventure|Crime|Drama|Thriller,The Great Train Robbery ,297,Pamela Salem,2,bank|gold|key|safe|train,50,English,UK,6000000,1979,34,1.85
75,97,159,53,Bryan Dick,631,Drama,Morvern Callar ,841,Paul Popplewell,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,111,English,UK,,2002,104,1.85
17,107,0,284,Kari Wuhrer,721,Action|Adventure|Fantasy|Sci-Fi,Beastmaster 2: Through the Portal of Time ,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,16,English,USA,6000000,1991,514,1.85
16,90,11,316,Kendrick Cross,767,Biography|Drama|Sport,The 5th Quarter ,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,29,English,USA,6000000,2010,529,1.85
60,104,324,27,Nathalie Baye,173,Drama,The Flower of Evil ,282,Mélanie Doutey,5,bordeaux|election|mayor|pamphlet|political thriller,36,French,France,,2003,67,1.66
63,96,19,71,Zoë Kravitz,1000,Drama|Romance,The Greatest ,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,50,English,USA,6000000,2009,943,2.35
56,104,61,451,Russell Wong,974,Drama|History,Snow Flower and the Secret Fan ,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,22,English,China,6000000,2011,595,2.35
36,97,781,90,Diane Ladd,596,Drama|Romance,Come Early Morning ,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,29,English,USA,6000000,2006,206,1.85
47,107,11,419,Olivia Williams,773,Comedy|Crime|Romance,Lucky Break ,2440,Peter McNamara,0,escape|prison|prison escape|sadism|solitary confinement,34,English,UK,6000000,2001,766,2.35
38,117,160,898,Jane Fonda,11000,Drama,Julia ,15604,Vanessa Redgrave,2,1930s|female protagonist|nazi|romantic friendship|writer,44,English,USA,7840000,1977,949,1.85
26,85,0,499,Scott Glenn,11000,Comedy,"Surfer, Dude ",14599,Sarah Wright,0,barefoot|endorsement|surfboard|virtual reality|waves,37,English,USA,6000000,2008,826,1.85
47,152,194,0,Pat Buchanan,103,Documentary,Lake of Fire ,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,29,English,USA,,2006,2,
68,85,9,407,Barbara Hershey,861,Comedy|Crime|Drama,11:14 ,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,133,English,USA,6000000,2003,618,1.85
19,76,17,259,Kevin Tighe,636,Action|Drama|Thriller,Men of War ,2152,Tim Guinee,1,cockney accent|fight|island|machismo|mercenary,38,English,USA,8600000,1994,472,2.35
39,87,2,99,M. Emmet Walsh,592,Drama|Mystery|Thriller,Don McKay ,1227,Robert Wahlberg,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,17,English,USA,,2009,521,1.85
162,95,24,874,Olivia Wilde,16000,Crime|Drama|Thriller,Deadfall ,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,86,English,USA,12000000,2012,10000,2.35
37,101,24,130,Aidan Quinn,933,Drama|Family,A Shine of Rainbows ,1940,John Bell,2,island|love|new home|orphan|rainbow,19,English,Canada,6000000,2009,767,2.35
26,90,58,787,Sean Cook,848,Action|Thriller,The Hit List ,3469,Cole Hauser,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,39,English,USA,6000000,2011,816,1.85
10,240,,334,Blake Ritson,805,Comedy|Drama|Romance,Emma             ,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,50,English,UK,,,432,1.78
179,89,0,15,Leslie Carlson,391,Horror|Mystery|Sci-Fi|Thriller,Videodrome ,477,Reiner Schwarz,0,cyberpunk|hallucination|illegality|snuff film|surrealism,228,English,Canada,5952000,1983,20,1.85
88,111,82,269,Cécile De France,809,Comedy|Drama,L'auberge espagnole ,1858,Iddo Goldberg,0,apartment|erasmus|language|student|trip,149,French,France,5300000,2002,447,1.85
43,86,4,444,Shawn Parsons,11000,Drama|Music,Song One ,12772,Li Jun Li,1,musician|number in title|recording|sibling,21,English,USA,6000000,2014,485,
136,115,58,400,Chris Penn,33000,Crime|Mystery|Thriller,Murder by Numbers ,34605,Agnes Bruckner,0,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,English,USA,50000000,2002,455,1.85
111,103,12,19,Tygo Gernandt,163,Drama|History|War,Winter in Wartime ,219,Martijn Lakemeier,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,37,Dutch,Netherlands,4000000,2008,20,2.35
13,90,139,1000,Michael Jai White,2000,Comedy|Crime|Thriller,Freaky Deaky ,6569,Bill Duke,0,black panties|bomb squad|car bomb|dynamite|girl in panties,11,English,USA,6000000,2012,2000,
64,133,287,28,Paul Scofield,343,Thriller|War,The Train ,502,Michel Simon,0,art|french|german|painting|train,124,English,France,6700000,1964,94,1.66
6,88,0,57,John Billingsley,978,Drama|Thriller,Trade of Innocents ,1443,Trieu Tran,2,angkor wat|human trafficking|sex slavery|sex tourism,8,English,USA,,2012,323,2.35
112,111,64,380,Nathan Jones,778,Action|Crime|Drama|Thriller,The Protector ,2205,Johnny Nguyen,0,die hard scenario|elephant|long take|police|sydney australia,214,Thai,Thailand,200000000,2005,635,1.85
12,94,0,136,Frank Finlay,722,Comedy,Stiff Upper Lips ,1477,Samuel West,2,class conflict|edwardian era|england|sexual awakening|spoof,21,English,UK,,1998,338,1.85
15,25,,220,Belinda Stewart-Wilson,229,Comedy|Romance,The Inbetweeners             ,1239,James Buckley,0,black comedy|bully|friend|house|practical joke,42,English,UK,,,223,16.0
161,112,98,397,Parminder Nagra,883,Comedy|Drama|Romance|Sport,Bend It Like Beckham ,2201,Anupam Kher,0,hinduism|marriage engagement|soccer|team|tradition,438,English,UK,3500159,2002,528,1.85
68,141,407,501,Edie Falco,688,Drama|Romance,Sunshine State ,2584,Timothy Hutton,6,african american|business|coastline|florida|real estate,81,English,USA,5600000,2002,659,1.85
25,95,17,255,Wayne Brady,592,Action|Sport,Crossover ,2000,Eva Marcille,6,african american|basketball|basketball movie|critically bashed|tv commercial,36,English,USA,5600000,2006,378,1.85
23,141,2,61,Mithun Chakraborty,634,Action|Comedy,Khiladi 786 ,1065,Johnny Lever,1,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,31,Hindi,India,,2012,284,
